,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,sent1,sent2,ending0,ending1,ending2,label
27,619,619,619,619,Bailey put on their roller skates while at the skating rink.,Why did Bailey do this?,rollerskate,rest next,skate next,0
28,276,276,276,276,Ash decided to make breakfast and made eggs and bacon.,What will Ash want to do next?,eat a protein-rich meal,clean up,eat an omnivore's meal,0
29,4191,4191,4191,4191,Casey was doing laundry and set Remy's clothing in order for them.,What will Remy want to do next?,move onto the dishes,get their own clothes in order,tell Casey they appreciate it,2
30,2738,2738,2738,2738,Jesse rode a roller coaster at the amusement park with his friends.,What does Jesse need to do before riding?,go to the amusement park,wait for the park to close,spend time with their friends,0
31,2248,2248,2248,2248,Taylor stayed up all night partying and got no sleep. Taylor went to work anyway.,How would Taylor feel afterwards?,awful,pathetic,exhausted,2
32,4990,4990,4990,4990,remy was an idiot so she posted her status on social media.,How would Others feel as a result?,as happy,as angry,doesn't think before speaking,2
33,2769,2769,2769,2769,Tracy defied the governors laws and flew th state flag every morning.,What does Tracy need to do before this?,put the flag inside,learnt he laws of the land,Continue being noncompliant,1
34,2184,2184,2184,2184,Tracy's family is hungry and needs money to eat for the week.,What does Tracy need to do before this?,break into the church,find food,decide to take the money from the bank,2
35,1598,1598,1598,1598,Riley asked Robin to return the books that he borrowed from the library.,What will Riley want to do next?,remind Riley of the due date of the books he borrowed from the library,remind Robin that he has to pay the late fees that he owes at the library,do good,0
36,3400,3400,3400,3400,Alex's gave Jesse a very pleasurable deep tissue full body massage.,What will Alex want to do next?,Get their massage oils,Expect payment without asking,Ask for payment,2
37,4123,4123,4123,4123,Tracy didn't know what was wrong with her grades even tho she studied a lot less than her roommate.,How would you describe Tracy?,a math expert on the rise,lacking in common sense,the teachers pet,1
38,4214,4214,4214,4214,Jordan was going to bake chicken for dinner so Jordan turned the oven on.,What will Jordan want to do next?,turn the oven on for chicken,eat dinner so Jordan turned the oven on,Let the oven pre-heat,2
39,3399,3399,3399,3399,Casey made the choice to go on a hike because he loved the outdoors and loved summertime.,How would you describe Casey?,one who loves summertime,one who loves summer hiking,refreshed,1
40,2346,2346,2346,2346,Sasha threw the candy back. She felt bad about it afterwards when her mother stared at her angrily.,What will Sasha want to do next?,apologize,be healthier,throw more candy,0
41,4390,4390,4390,4390,"Robin jumped carelessly onto the bed, but broke Quinn's glasses on accident.",How would you describe Robin?,thoughtful,clumsy,heart-broken,1
42,3921,3921,3921,3921,Sydney took Robin to the emergency room because Robin cut both of his wrists deeply.,How would Sydney feel afterwards?,helpful,excited to see doctors,anxious and nervous,2
43,4296,4296,4296,4296,Bailey is directing a play and trying to get the best cast.,What will Bailey want to do next?,have good actors,make a decision,have a good play,1
44,4862,4862,4862,4862,"After the intruder stole Jordan's wallet, Jordan ran after him and got his wallet back.",How would Jordan feel afterwards?,he will be upset that he caught up to the intruder,angry,he will be proud that he caught the intruder,2
45,1040,1040,1040,1040,"Even though Kai had lied to Sydney, they still loved Kai nonetheless.",What will happen to Kai?,like telling the truth to Sydney,like ignoring Sydney and their love,confused that Sydney still loves them,0
46,2334,2334,2334,2334,Cameron was having a sleepover and it was time to go to bed. Cameron turned the lights off.,What will Cameron want to do next?,go to bed,watch TV,raise an arm,0
47,4514,4514,4514,4514,Jesse held back the curtain so that she could clean the shower in the guest bathroom.,What does Jesse need to do before this?,purchase cleaning supplies,rinse the bathtub,finish cleaning up the guest bathroom,0
48,4506,4506,4506,4506,"Robin has ridden the bus to work every day, but it's shut down today for some reason.",What does Robin need to do before this?,have a school to go to,have a bus pass,ask a coworker who drives a car if they can pick him up,1
49,4363,4363,4363,4363,Alex opened their own store and started selling goods.,Why did Alex do this?,buy the goods,have his own business,be sick,1
50,3048,3048,3048,3048,Austin invited their boyfriend for dinner and they had a nice steak dinner that night.,What will happen to Others?,spend time with her boyfriend,eat dinner with her boyfriend,full,2
51,1300,1300,1300,1300,Bailey started talking to Sydney after Sydney apologized for being mean.,How would you describe Bailey?,an angry person,a vindictive person,a forgiving person,2
52,2799,2799,2799,2799,Taylor wasn't as bad as Addison thought and they decided became friends.,How would Addison feel as a result?,Like they should talk to their friends,Like they should meet Taylor,Glad to have a new friend,2
53,593,593,593,593,Jan took Kendall to the doctor to get a check up for school.,How would you describe Jan?,As someone who took Kendall to the doctor,better and and ready for school,healthier and thankful to Jan,0
54,570,570,570,570,"Sydney worked hard and did well in the business, getting a promotion soon after starting at a new company.",How would Sydney feel afterwards?,Happy with their quick promotion,a hard worker,Happy for the coworker's promotion,0
55,4463,4463,4463,4463,Robin noticed that Lee did not have a lunch or money for lunch. Robin supplied Lee with food.,Why did Robin give Lee food?,thank Robin for paying,did not have a lunch,owed Lee money,1
56,2918,2918,2918,2918,Sasha just got finished working her two jobs and is now exhausted and home.,What will Sasha want to do next?,be a hard worker,relax at home now,cook,1
57,3374,3374,3374,3374,Cameron gave the class time to finish the final exam for science.,What will the students want to do next?,erase all of their answers,grade the exams,make sure their answers are correct before sumbitting,2
58,4063,4063,4063,4063,"Riley decided to take a stroll, but she could only do this after getting some food and feeding her fish.",What does Riley need to do before taking a stroll?,feed the fish,get some food,eat some fish,0
59,610,610,610,610,Sasha was getting hungry so they ordered pizza.,What does Sasha need to do before this?,satiate the feeling of hunger,have some pizza for supper,call the pizza place,2
60,1160,1160,1160,1160,"Even though Ash told him many times to leave it alone, Ash's parents saw that Lee was riding Ash's bike home from school.",How would you describe Lee?,Someone that doesnt care what others tell him,sorry that he ignored Ash's request,happy that he got away with it,0
61,2315,2315,2315,2315,Jan bought toys for her children to get ready for Christmas.,What does Jan need to do before this?,wrap the presents,put them under the tree,go to the store,2
62,3453,3453,3453,3453,Cameron was getting bullied but decided to fight their own battle.,How would you describe Cameron?,independent,angry,hurt,0
63,1018,1018,1018,1018,Aubrey loved nature. They went hiking in the woods.,What does Aubrey need to do before this?,get bug spray,keep hiking,shower,0
64,4495,4495,4495,4495,Kai walked home from school because he hated taking the bus.,Why did Kai do this?,didn't like the bus driver,keep walking home,had lots of friends on the bus,0
65,2299,2299,2299,2299,"Remy came over to make Tracy feel better after her dog died. After a while, Tracy gave Remy an expression of happiness.",What will Remy want to do next?,anything she can do,get out of the house,thank Remy,0
66,605,605,605,605,Cameron felt the torn muscle in Robin's leg and suggested that they have an MRI to confirm the injury.,How would Robin feel as a result?,upset about the injury,knowledgeable about it,happy about the injury,0
67,2021,2021,2021,2021,"When Remy got a new video game console, she invited friends over to play.",What will happen to Others?,they will decline the invitation,they will be jealous of Remy,they will say  they are too old for games,1
68,1383,1383,1383,1383,Bailey bought a video game from the store to play that night alone.,What will Bailey want to do next?,bored,good,wasn't very good and didn't want to be embarrassed,1
69,3179,3179,3179,3179,Carson found some money and immediately picked it up yesterday.,What does Carson need to do before this?,needed to stay inside,spend the money,needed to go to his car,2
70,3440,3440,3440,3440,Remy let Kendall borrow some toys from her at her last visit. Kendall went to Remy and put toys in Remy's place.,What does Kendall need to do before this?,return the toys she had borrowed,clean the toys for Remy,make sure no one was home,0
71,4201,4201,4201,4201,Someone was teaching Cameron a lesson in manners. Cameron saw what it was like.,How would Cameron feel afterwards?,like they had been talked down to,a student,in etiquette class,1
72,77,77,77,77,"After learning that Cameron was trying to have an affair with their husband, Quinn tried to kill Cameron.",Why did Quinn do this?,punish Cameron for the poor job,go to the police,get back at Cameron for the infidelity,2
73,4820,4820,4820,4820,Remy paid Kendall back right away after borrowing a lot of money.,How would Remy feel afterwards?,dishonest,wasteful,honest,2
74,2464,2464,2464,2464,Sasha left days ago so Bailey was left to practice by himself.,What will Sasha want to do next?,laugh at Bailey,pack for a trip,explain why she left,2
75,2304,2304,2304,2304,Remy loved Tracy a lot and planned a marriage proposal.,What will Remy want to do next?,be the best man next,ask her to marry him next,tell her parents,1
76,778,778,778,778,"Bailey misbehaved and defecated in the house, so Jan inflicted pain on her and sent her to the kennel.",How would Bailey feel as a result?,Loyal and obedient,ashamed with herself,Betrayed and scared,1
77,178,178,178,178,Kai was supposed to go help her club set up for the event but instead she visited some friends' house.,How would Others feel as a result?,grateful,angry,cares more about friends than responsibilities,2
78,3073,3073,3073,3073,Tracy always teased their partner in her biology class.,Why did Tracy do this?,get his attention,continue teasing them,apologize to their biology partner,0
79,3930,3930,3930,3930,"Aubrey came to Lee, distraught as Lee had just lost the game, and hugged them for support.",How would Lee feel afterwards?,resentful,gratified,caring as a result,1
80,1712,1712,1712,1712,Jordan suddenly heard a knock at his door as he was sleeping silently.,How would you describe Jordan?,startled by the knock,jolted wide awake,anxious,0
81,568,568,568,568,if jesse went homeless robin would help jesse.,How would Robin feel afterwards?,indebted to Robin,lucky to know Robin,kind,2
82,4977,4977,4977,4977,Cameron took money from his boss and his paycheck.,What does Cameron need to do before this?,go to work,go to the gym,rob a bank,0
83,1055,1055,1055,1055,Bailey busted the vacuum cleaner by allowing the dust to clog up the filter.,How would you describe Bailey?,careless with her cleaning tools,an appliance maintenance expert,as sad,0
84,2613,2613,2613,2613,Addison put Kendalls ideas into action after cheating off her paper in class.,How would Kendall feel as a result?,rude,Untrusting two people,Nothing at all,1
85,2037,2037,2037,2037,"In their article, Maryland gave the reader a thorough analysis of Riley's perspective.",How would you describe Maryland?,read the perspective,a writer who has interviewed Riley,learn more,1
86,2694,2694,2694,2694,Austin was a big fan of Jan's so he wanted to be like her.,What does Austin need to do before this?,Buy women's clothes,encourage Austin,Cut his hair,2
87,728,728,728,728,"Sydney went to the local shop and after assessing the ones on offer, they bought a replacement microwave.",What does Sydney need to do before this?,purchase a microwave,peruse available microwaves,decide to purchase another one,2
88,2466,2466,2466,2466,Sasha knew she was right despite everyone trying to prove her wrong. She stuck to her guns.,How would Sasha feel afterwards?,dumb,vindicated,strong willed,2
89,385,385,385,385,Jesse took the bus to work for his first time and got to work late and dirty.,How would Jesse feel afterwards?,tired of dealing with people,annoyed with people´s good mood,excited about his first bus drive,0
90,2907,2907,2907,2907,Addison enjoyed their work at the newspaper publisher's company.,How would you describe Addison?,satisfaction from their career,fulfillment from their career,An employee for a newspaper,0
91,4518,4518,4518,4518,"Skylar stood up from the table, where they were eating dinner, and grabbed Cameron's bag.",What does Skylar need to do before this?,look in a bag,Put down her fork and knife,get out of a chair,2
92,2968,2968,2968,2968,Quinn didn't study and needed Alex's help to succeed in the group activity.,Why did Quinn do this?,get back at Alex,was uninformed,Schedule a time to meet Alex,1
93,3462,3462,3462,3462,Carson plays a game on their phone while waiting to be called back for a doctors appointment. Carson beats their own high score.,What does Carson need to do before this?,leave the doctors office,own a cell phone to play on,practice,1
94,3412,3412,3412,3412,Quinn protected the puppy from attack and got the puppy some food later.,What will Others want to do next?,save the puppy from harm,take care of the puppy,strong,1
95,4586,4586,4586,4586,Lee gave Bailey proof of admission into the big movie that night.,Why did Lee do this?,buy a ticket,lazy,secure,0
96,748,748,748,748,Aubrey awaited Cameron's answer about what they wanted to do tonight.,What will Cameron want to do next?,ask cameron what they want to do tonight,give them an answer,study tonight,1
97,1174,1174,1174,1174,Remy didn't want to fall behind and picked up Tracy's pace.,What will happen to Tracy?,get tired of keeping up,slow down for Remy,run away from Remy,1
98,3368,3368,3368,3368,Bailey took the car all day and was able to get a lot done.,How would Bailey feel afterwards?,a hard and productive worker,Good they got things done,Like they should buy the car,1
99,3494,3494,3494,3494,Bailey was a doctor that specialized in left feet. Bailey treated illnesses in patients.,How would you describe Bailey?,a hard worker,grateful,relieved,0
100,4676,4676,4676,4676,Jan bought a coffee for her friend who was very tired.,What does Jan need to do before this?,Ask if they want to talk,take a nap,go to the coffee place,2
101,429,429,429,429,Robin put them to the test to see if they were capable of winning.,How would you describe Robin?,a student,a kid,'s a go-getter,2
102,1283,1283,1283,1283,Casey yelled bingo in front of the whole room who quickly noticed.,Why did Casey do this?,had won the game,play another round,had lost the game,0
103,4618,4618,4618,4618,"Kendall closed the door after Sydney left, but Sydney had forgotten something at Kendall's house.",What will happen to Kendall?,hear a knock,realize they are missing something,come back to get what she forgot,0
104,3752,3752,3752,3752,Alex got a tattoo on a whim because they thought they would look more intimidating.,How would you describe Alex?,same as before,he made a mistake,compulsive,2
105,191,191,191,191,Skylar saved their father's bacon so that it could be served at their family reunion.,What will family members want to do next?,cook the bacon,throw away the bacon,feed the family,0
106,952,952,952,952,Austin built Quinn's house last week as a surprise for Quinn's 50th birthday party.,Why did Austin do this?,do something nice for a friend,give themselves a birthday present,please them,0
107,2777,2777,2777,2777,Lee was staring deep into Jordan's eyes at dinner under the stars on their honeymoon.,How would you describe Lee?,in love with Jordan,happy to be with her love Lee,dating Jordan,0
108,4583,4583,4583,4583,Robin surprised their mother by telling her mother that she is pregnant.,What will happen to Robin?,celebrate with her mom,pregnant,have an abortion,0
109,348,348,348,348,Taylor gave the dog it's food because he had been barking at the bowl on the floor.,What will happen to Others next?,good,kick the dog,watch the dog eat,2
110,3604,3604,3604,3604,Sasha purchased milk cereal from the store knowing she would not have time for a big breakfast in the morning.,Why did Sasha do this?,did this to help a friend who was lactose intolerant,make cookies in the morning,did this to have breakfast in the morning,2
111,3775,3775,3775,3775,Addison plied Casey's trade which was selling mushrooms.,How would Casey feel as a result?,happy to have company,caring,upset about the poaching,0
112,4229,4229,4229,4229,Jan wanted to have pancakes for breakfast on her birthday.,What will she want to do next?,go out for dinner with friends,enjoy her birthday meal,celebrate her special day,1
113,2260,2260,2260,2260,Jordan told Addison he had said something bad when he was in a bad mood.,What will Jordan want to do next?,ask Addison to apologize,better,say sorry,2
114,604,604,604,604,"Ash had a water pipe burst so she hadn't showered for days, she smelled.",How would her coworkers feel as a result?,happy to be around ash,anxious to fix the pipe,like ash had bad hygiene,2
115,3600,3600,3600,3600,Skylar walked Sasha's dog because Sasha was out of town and he didn't want the dog to be sad.,Why did Skylar do this?,hated animals,a cruel person,was an animal lover,2
116,2305,2305,2305,2305,Austin was trying to start a recycling program and Quinn help Austin.,What will Austin want to do next?,thank Quinn for the help they gave,show Quinn their community,talk to Quinn about the help they gave,0
117,4517,4517,4517,4517,Ash assisted his friend in understanding of the very complicated math problems.,How would you describe Ash?,feeling proud,feeling indifferent,tired,0
118,3742,3742,3742,3742,Remy was at a restaurant with their coworkers. They at at a buffet.,How would you describe Remy?,lazy,competitive,fat,2
119,4579,4579,4579,4579,Addison went home. They had nothing to do.,Why did Addison do this?,they were bored,they were excited,find something to do,0
120,4426,4426,4426,4426,Jordan spilled red wine all over the new white carpet at her friend's house.,What does Jordan need to do before this?,admire the brown carpet,apologize profusely for spilling the wine,pour a glass of wine,2
121,2686,2686,2686,2686,Sasha got Alex's wallet back from the library where Alex accidentally left it on the table.,What did Sasha need to do before?,give it back,ask Alex where they left it,sit at the table with Alex,2
122,2501,2501,2501,2501,Tracy obeyed Skylar's order to wash the dishes because they live together.,How would you describe Tracy?,one of Skylar's maids,calm,a good roommate,2
123,1737,1737,1737,1737,sydney prevented the conflict from developing further by settling the situation between their friends.,What will Sydney want to do next?,For their friends to get along,be nice,keep others from entering the conflict,2
124,4920,4920,4920,4920,Aubrey made Kendall's bed because Kendall was in a rush to go to the airport.,What does Aubrey need to do before this?,clear the bed,be friendly,be helpful,0
125,3212,3212,3212,3212,"Tracy was unwilling to attend a friend's party but her sister, Sydney, persuaded her to go.",What will Sydney want to do next?,know who the friend is,humor her sister,attend the party,2
126,2045,2045,2045,2045,Sasha caught the flu and slept a lot. They got really sick.,How would Sasha feel afterwards?,better,unchanged,feeling ill,2
127,1297,1297,1297,1297,Remy had examined Bailey's body and eventually revealed the cause of their death.,What will Bailey want to do next?,inform family,call the family,type a report,0
128,4058,4058,4058,4058,Casey was trying to put a stubborn shelf together.,Why did Casey do this?,ask one of her friends for help,look at the directions again,get paid,2
129,3850,3850,3850,3850,"There was a bad winter storm outside, so Jesse spent hours online.",What does Jesse need to do before this?,buy a computer,leave the house,get telephone service,0
130,2815,2815,2815,2815,It was finally time for Austin to perform the Beethoven sonata at their piano recital.,What does Austin need to do before this?,take a bow,practice the sonata,make sure they have practiced well,1
131,1922,1922,1922,1922,Addison called the manager into Skylar's human resource's office for a reprimand.,What will happen to Addison?,Disciplined,Kind,punish the manager,2
132,3634,3634,3634,3634,Casey looked at Quinn with her eyes because she felt like Quinn wasn't telling the whole truth.,What will happen to Casey after?,break up with Quinn,that they are being judged,uncomfortable,2
133,837,837,837,837,Tracy heard some rumors going around school. Tracy decided to talk to Kai about them.,What does Tracy need to do before this?,make sure kai was not her enemy,find Kai,clear things up with kai,1
134,879,879,879,879,Aubrey swam back to their friends after they swam far from them.,What will Aubrey want to do next?,start swimming,meet with their friends,swim back to shore,1
135,1926,1926,1926,1926,Cameron placed a soft kiss on her lips and told her not to tell anyone.,What does Cameron need to do before this?,Sit down over there,express his love,Find the girl,1
136,765,765,765,765,Austin starts school next week in a new city after he moved away from his friends.,How would Austin feel afterwards?,lonely,a person starting a new school,a person that has friends,0
137,213,213,213,213,Remy was walking in the park and approached a girl in the park.,Why did Remy do this?,walk with the girl,speak to the girl,act confident,1
138,4392,4392,4392,4392,Skylar took the kids home from the park that evening.,What will happen to Skylar?,she will be tired,she will lose the kids,be at home,2
139,3116,3116,3116,3116,Austin swam at the beach miles away from the shore.,What does Austin need to do before this?,practice swimming in the ocean,drown,drive to the beach,2
140,4951,4951,4951,4951,Austin wanted candy so they went to the candy store the next day.,How would Austin feel afterwards?,hungry,happy,starving,1
141,166,166,166,166,Carson gave Jesse a lesson on how to play the piano one day.,What will happen to Carson?,proud of Jesse,ask Carson for another lesson,have less frustration on the piano,0
142,4067,4067,4067,4067,Ash tried Addison's hardest puzzle.  They could not solve it.,What does Ash need to do before this?,see Addison solve the puzzle,learn about the puzzle,prove they were smart,1
143,4554,4554,4554,4554,"Skylar told everyone how Alex felt, even though Alex didn't want them to know.",How would Alex feel as a result?,upset,like a gossip,trustworthy,0
144,4343,4343,4343,4343,Alex found a cat hiding in the alley.,How would you describe Alex?,sad,upset,kind,2
145,4917,4917,4917,4917,"Taylor is a dog sitter, and one day Taylor took Kendall's dog on a walk.",Why did Taylor do this?,teach Kendall how to walk her dog properly,make sure they walked all the neighborhood dogs,make sure the dog had exercise while Kendall was away,2
146,479,479,479,479,Tracy attended every concert in the area because she was a supporter of local music.,How would you describe Tracy?,Like they new the local music,Like they new the scene,an art lover,0
147,3606,3606,3606,3606,jordan kidnaped robin so he bound her hands together.,What will Jordan want to do next?,let robin go,make sure Robin didn't get away,make a ransom letter,2
148,4017,4017,4017,4017,Jan stole their moves on the dance floor and they laughed and had fun with her.,Why did Jan do this?,did this to be funny,did this to get even,have fun,0
149,4304,4304,4304,4304,Addison took the work Kendall sent to to Addison as an e-mail and used it for the assignment that is due.,What will happen to Addison?,have his work used in an email,use Kendall's work for the assignment,get Kendall's work in person,1
150,4461,4461,4461,4461,Carson was at work but began feeling ill and could not focus.,What does Carson need to do before this?,go home,needed to talk to his boss,needed to sneak away,1
151,3304,3304,3304,3304,Bailey learned to swim after almost drowning on vacation the summer before.,How would Bailey feel afterwards?,scared afterwards,capable afterwards,nervous afterwards,1
152,2225,2225,2225,2225,Aubrey went to my friend's house to look for me but nobody was able to find me.,What will Others want to do next?,report me missing,look nowhere else,end the search,0
153,659,659,659,659,Carson finally hit it and won the baseball game for his team.,How would Others feel as a result?,A team player,A good baseball player,ecstatic,2
154,2665,2665,2665,2665,"After losing the fight, Skylar lied at Quinn's feet, unconscious and bloody.",What does Skylar need to do before this?,lose a dollar to Quinn,get into a hug with Quinn,get into a fight with Quinn,2
155,2574,2574,2574,2574,Riley rescued Jan from having to do chores by seeing if they could play.,Why did Riley do this?,talk to Jan,wanted to play,wanted to do chores,1
156,3719,3719,3719,3719,"It was time for everyone to pitch in for the rent bill, Cameron was told Tracy would take the money.",What will Cameron want to do next?,give the check to Tracy,did this for clarification,talk to Tracy about rent,0
157,3432,3432,3432,3432,Kai didn't want to hurt anyone's feelings so they didn't tell the truth.,How would you describe Kai?,considerate of others feelings,not thinking of others,a mean person who likes to lie to get what he wants,0
158,4261,4261,4261,4261,Lee shook his head sadly as he buried his dead dog in the backyard.,Why did Lee do this?,respect the deceased,feed the vultures,prevent an attack,0
159,4174,4174,4174,4174,Lee was looking for work in the city and found a job that had decent pay.,Why did Lee do this?,lazy,passive,rich,2
160,1008,1008,1008,1008,robin played the best part in a action movie and got a standing ovation.,How would you describe Robin?,as incompetent,as competent,as talentless,1
161,263,263,263,263,Tracy defrayed them in connection with crime if that weren't enough.,What does Tracy need to do before this?,sleep,get away,be knowledgeable about events,2
162,2109,2109,2109,2109,Ash decided the best way to punish her son Kai was to ground him for a month.,What does Ash need to do before this?,see that Kai got an A on his paper,find out Kai got bad grades,tell Kai she was proud of him,1
163,4144,4144,4144,4144,Alex's neighbor banged on the wall because the music was too loud. Alex reduced the volume to a minimum level.,Why did Alex do this?,apologize,be rude to her neighbors,be considerate of her neighbors,2
164,4574,4574,4574,4574,Jesse and Riley are neighbors separated by a fence. Jesse was driving out when he unintentionally killed Riley's animal.,What will happen to Jesse?,get the neighbor a replacement,Sad he caused his neighbor to loss his animal,consider it his neighbor's fault for not securing the animal,1
165,3011,3011,3011,3011,Riley got the mail and sat down inside. She opened an envelope with the forms for applying to Harvard and started to fill them out.,What school did Riley apply to and how?,applied to UCLA,a dedicated and reliable scholar,applied to Harvard by mail,2
166,2663,2663,2663,2663,Quinn felt very lonely yesterday after her boyfriend broke up with her.,What will Quinn want to do next?,Go to the club,Go to the cemetery,Go to the mortuary,0
167,2748,2748,2748,2748,"Kai told his jokes, even though no one thought they were funny, and found the whole this exhausting.",What will Others want to do next?,get a new joke as soon as possible,make people laugh,interrupt and change the subject,2
168,2436,2436,2436,2436,Bailey washed Riley's face to help them prepare for school.,What will Riley want to do next?,have a dirty complexion,keep being generous to others,look good for school,2
169,3132,3132,3132,3132,Skylar was performing at a concert. Skylar played another song.,What does Skylar need to do before this?,practice,play an encore,write a song,0
170,1426,1426,1426,1426,"Sasha recently had surgery and to avoid infection, Sasha was told not to touch oneself.",What will Sasha want to do next?,Expose the area to the air,Be very cautious of the area,Disregard the advice,1
171,1240,1240,1240,1240,Robin went to the store to buy some items for a pizza.,How would you describe Robin?,excited to finish the food,proud at their pizza making abilities,hungry,2
172,1249,1249,1249,1249,"Taylor wanted to start a garden, so he can have fresh vegetables to eat.",What will Taylor want to do next?,passive,lazy,proud,2
173,3031,3031,3031,3031,Jordan rested on the ground and then woke up and left the park with Riley.,What will Riley want to do next?,lp Jordan,buy a car,sleep on the ground,1
174,4767,4767,4767,4767,Austin is a veterinarian visiting a famous zoo.,What will Austin want to do next?,quit their job,gain more education,take a selfie with some animals,2
175,3135,3135,3135,3135,Riley needed their mother's permission to enter a television contest. Riley found his mother just before the contest admissions closed.,How would Riley feel afterwards?,someone who sometimes acts at the last minute,relieved,ing to try new things,1
176,4594,4594,4594,4594,Skylar came into the force on Tracy and they duked it out for a few hours.,How would you describe Skylar?,tired,feeling strong,feeling lazy,1
177,1369,1369,1369,1369,Ash got a present as opened the gift quickly.,How would you describe Ash?,As someone excited for his gift,grateful,thankful,0
178,3844,3844,3844,3844,Kendall scored low on their efficiency evaluation at work. The next week Kendall increased their score by ten percent.,Why did Kendall do this?,Try to do increase their score by another ten percent,Hope that their boss comments favorably on increasing their score,get a promotion,1
179,418,418,418,418,Addison felt like a man after lifting weights even a man couldn't lift.,How would you describe Addison?,sexist for stereotyping men,a girly person without muscle,someone who works out hard,2
