,Unnamed: 0,Unnamed: 0.1,sentence1,sentence2,hyp1,hyp2,label
2408,36571,36571,I lost my job.,I discovered Amazon Mechanical Turk.,I searched online for another job.,I searched my hometown for another job.,0
4250,22096,22096,Lucy's grandpa was going to clean the basement.,She found the basement wasn't as scary as she originally thought.,"Lucy went down to help their grandpa, even though they were sad.","Lucy went down to help her grandpa, even though she was scared.",1
4830,6163,6163,Nicole's birthday was soon.,But she regret cleaning after everyone left.,Nicole decided to invite everyone under for a party.,Nicole decided to invite everyone over for a party.,1
4404,6162,6162,Nicole's birthday was soon.,But she regret cleaning after everyone left.,Everyone came under to celebrate.,Everyone came over to celebrate.,1
4933,17382,17382,Sarah was a detective.,He confessed to the crime and is awaiting trial.,Sarah was afraid of the suspect.,Sarah found the suspect.,1
4898,17383,17383,Sarah was a detective.,He confessed to the crime and is awaiting trial.,Sarah was interviewing a celebrity.,Sarah was interviewing a suspect.,1
1632,17379,17379,Sarah was a detective.,He confessed to the crime and is awaiting trial.,The suspect beat Sarah until she begged for mercy.,Sarah beat the suspect until he begged for mercy.,1
2734,34139,34139,Tim dropped his juice.,He placed them on the juice and let it absorb.,He went and grabbed sponge to wipe clean.,he went and grabbed towels.,1
3942,145840,145840,I love my car.,Her name is Betsy.,I named my cat.,I named my car.,1
3909,145839,145839,I love my car.,Her name is Betsy.,I did not want to name my car.,I named my car.,1
3047,70867,70867,Mike was at his friend Carl's house.,"When Mike left later, Carl noticed something was different.",Mike moved nothing to cover a spilled drink.,Mike moved a rug to cover a spilled drink.,1
4626,13048,13048,"I had a chipped tooth, so went to the dentist.","Finally, I contact the University, and they will do the work.",Repair is expensive so the doctor suggests the dental college.,Repair is cheap so the doctor suggests he'll do it.,0
4435,13041,13041,"I had a chipped tooth, so went to the dentist.","Finally, I contact the University, and they will do the work.",I could not afford a dentist but I kept searching.,I could not afford a car but I kept searching.,0
3041,65089,65089,Jake sold the Johnson's car insurance.,The Johnson's switched from Jake to a new agent.,The Johnsons did like Jake's car insurance.,The Johnson's did not like Jake.,1
2254,6213,6213,Tina bought a face cream for her sister.,It increased in size.,Tina's sister put the cream on a shoe.,Tina's sister used the cream on a zit.,1
3443,111645,111645,Aunt Maude shouted at us that September wouldn't work.,We planned our wedding for the first of October.,My favorite relative was Aunt Maude who would not be able to attend our wedding if we held it in October.,My favorite relative was Aunt Maude who would not be able to attend our wedding if we held it in September.,1
4616,157098,157098,Rachel adopted a cat over ten Years ago.,The vet treated her cat's cancer the best they could.,One day Rachel discovered that her cat had babies.,"One day, Rachel discovered that her cat had cancer.",1
4559,92224,92224,The first time I went to Oklahoma it snowed.,Almost as soon as I went outside I slipped and fell.,I was very acclimated to the snow.,I was not used to the snow.,1
1075,136109,136109,June was excited about her birthday party.,June was not happy.,A person she really liked came to her birthday party.,"However, a person she did not like crashed her birthday party.",1
948,136112,136112,June was excited about her birthday party.,June was not happy.,June gave them all the gifts they wanted.,June got all but one gift she really wanted.,1
847,70468,70468,I decided to go to the beach today.,"After staying for 2 hours, I drove home.",I laid on the charm and closed the deal.,I laid on the sand and closed my eyes.,1
3477,3571,3571,Megan was at a sleepover with friends.,Megan couldn't wait until dawn so she could leave.,She tore her pants and luckily had another pair.,She tore her pants and did not have another pair.,1
2040,3572,3572,Megan was at a sleepover with friends.,Megan couldn't wait until dawn so she could leave.,She tore her shoulder muscle and did not have another pair.,She tore her pants and did not have another pair.,1
1015,149530,149530,Bob bought a new sports car.,But he was too scared to go any faster.,He went 25 mph on the highway.,He went 100 mph on the highway.,1
2928,134455,134455,Tameka told her husband women have it harder at work.,She refused so he sent her home for being inappropriately dressed.,She complained about the dress code.,She raved about the dress code.,0
4401,11335,11335,New people moved into the house across the street from Charles.,Charles read it and the homeowner gave Charles a job on a film crew.,Charles ignore about the neighbors.,Charles inquired about the neighbors.,1
1649,11336,11336,New people moved into the house across the street from Charles.,Charles read it and the homeowner gave Charles a job on a film crew.,Charles provided his consent to being filmed.,The people were filming and asked Charles if he would consent to being filmed.,1
194,44950,44950,"Beth wanted a sweet treat, but didn't want to leave the house.",To her delight her basic sugar cookies were delicious.,Beth ordered cookies from a bakery.,Beth decided to bake cookies by herself.,1
2490,128749,128749,I was asked to write as short story by a colleague today.,It wasn't long at all before I was finished!,I wrote a long novel.,I wrote the story.,1
2044,128737,128737,I was asked to write as short story by a colleague today.,It wasn't long at all before I was finished!,I felt really slow.,I felt really inspired.,1
2890,1526,1526,Yesterday Kelly took some selfies.,Kelly has no good ones to post.,Kelly was happy with the way they turned out.,Kelly wasn't happy with the way they turned out.,1
4492,77009,77009,A friend of mine lived in an old rented house.,They just made it out as the house was engulfed within moments.,The house took in carbon monoxide one night.,The house took up in flames one night.,1
2841,123638,123638,Freddy had to wake up early today.,This was gonna be a bad day.,Freddy remembered to set his alarm clock to wake him up.,Freddy forgot to set his alarm clock to wake him up.,1
4166,28310,28310,Eric was barely a day over 21.,"Pretty soon, he was drunk and passed out at the bar.",He never drank too much.,He drank way to much.,1
690,93304,93304,Jeb has an important business meeting in France.,The only problem was Jeb forgot his ticket!,Jeb arrived at the bus station on time ticket in hand.,Jeb arrived at the airport on time.,1
1363,9041,9041,The Miller family bought a new house.,The Miller family celebrated with a cookout.,The Miller family was sad.,The Miller finally had a backyard with a barbecue.,1
977,113725,113725,Lanie was nervous.,Lanie makes friends at band camp and makes plans to return next summer,Lanie was unable to go to band camp.,Lanie was going to band camp.,1
3789,67383,67383,The boy opened the cereal box.,The boy played with that toy all day.,The boy found cereal in the box.,The boy found a toy in the box.,1
3305,109793,109793,The teacher took her students on a field trip.,Their parents were mad.,She taught them so much.,They did not get home on time.,1
3600,91997,91997,SnowGirl has always rapped.,She became a huge rapper and had a great hit come out.,SnowGirl writes her own novels.,Snowgirl writes her own songs.,1
2470,106183,106183,Javier has always been afraid of riding the subway in New York City.,Javier is very proud he has faced his fear of riding the subway.,Javier has heard good experiences of the subway.,Javier has heard bad experiences of the subway.,1
4140,147669,147669,I will be moving to Atlanta soon.,I'm very excited to go!,I got rejected by University of Georgia in Atlanta.,I was accepted into university of Georgia in Atlanta.,1
2826,147673,147673,I will be moving to Atlanta soon.,I'm very excited to go!,"I have never been to Atlanta, the murder capital, before.",I have never been to Atlanta before.,1
492,156450,156450,Kelly went with her youth group to White Sands for a full moon night.,She could see everything easily.,"Luckily, there were too many clouds in the sky.","Luckily, there were no clouds in the sky.",1
677,159681,159681,Charles and his son went to the zoo.,His son had such a good time he fell asleep smiling on the ride home.,Charles's son cried and pouted the whole time at the zoo.,Charles's sone was hyped the whole time at the zoo.,1
1917,138222,138222,Ruth went to a flea market to shop for interesting things.,He told her that she could not park there.,Ruth parked in a parking spot to be close to the door.,Ruth parked in a loading zone to be close to the door.,1
3049,152547,152547,"On Saturday, we went to the beach.",I got a sunburn.,I applied sun screen lotion.,I forgot to pack sun screen lotion.,1
304,134413,134413,Ben heard a whole bunch of family members talking about him.,"Before the end of the day, he ended up approaching a therapist.",Ben took the words to heart and it made him happy.,Ben took the words to heart and it made him depressed.,1
2367,166177,166177,"One year, Jessica went to summer camp.",She didn't want to have anything to do with that camp.,Jessica had a wonderful time at camp and made many friends.,Jessica had a miserable time at this summer camp and didn't make many friends.,1
872,167928,167928,Jane and her friends were listening to music videos.,Jane picked a song and then let someone else pick the next one.,Jane and her friends decided to make their own mix cake.,Jane and her friends decided to make their own mix.,1
4978,82901,82901,Noel was a very slow reader.,"Soon, Noel was a speed reader!",Noel studied math very hard.,Noel studied reading very hard.,1
1429,90380,90380,Bob gets ready to leave.,Bob is relieved when the officer tells him his wallet had been found.,Bob was able to buy breakfast after finding his wallet.,Bob is not able to buy breakfast because he cannot find his wallet.,1
938,162658,162658,Michael's sister was having a sleepover with friends.,"When they realized who it was, they were so annoyed.",Someone also invited their dog over.,Someone also invited a bratty sibling over.,1
4939,159862,159862,I stupidly decided to bleach my hair yesterday.,I definitely learned my lesson.,I bought expensive bleach and it conditioned my hair.,I bought cheap bleach and it fried my hair.,1
445,50209,50209,Bob and Marla have been having marriage troubles for a while.,It was then they realized they would work to make things better.,They had a conversation about what to do.,They had a conversation about what to eat.,0
4209,144402,144402,A fierce group of warriors called themselves the Moon Men.,The Moon Men yelled and charged into the camp.,They were going to attack.,They were going to defend.,0
2120,144391,144391,A fierce group of warriors called themselves the Moon Men.,The Moon Men yelled and charged into the camp.,The Moon Men wanted to scare people in the camp.,The Moon Men wanted to invite people in the camp.,0
1948,34082,34082,Renee had a strong love for camping,They had a very good time and barely slept,Renee's exhausted friends agreed to go camping with her.,Renee's friends agreed to go camping with her.,1
3351,111868,111868,Sasha wanted a unicorn for Christmas.,Sasha woke up to her horse having a horn taped to its temple.,Sasha's parents thought it would be funny to turn her horse into a unicorn.,She didn't think it was a good idea at all.,0
2247,111854,111854,Sasha wanted a unicorn for Christmas.,Sasha woke up to her horse having a horn taped to its temple.,Sasha walked into the room.,Sasha walked on top of the room.,0
275,9198,9198,I needed a new job.,It turns out they wanted someone with more experience.,I was fresh out of jail.,I was fresh out of college.,1
347,118643,118643,The Miller family loves potatoes for dinner.,She cooked them in the oven and the family loved them.,Mr. Miller surprised Mrs. Miller with a two kittens.,Mrs. Miller usually fries potatoes in a pan.,1
3855,55804,55804,Joe was installing ceramic tiles in a house.,And the project went over time.,Joe was almost finished but was told he had to tear out the tile in the house.,Joe was almost finished but was told he had to finish both kitchens in the house.,1
4322,48652,48652,Rhonda has been ready to take a beach vacation for months.,Rhonda can't wait until that airplane takes off.,She was content with being home.,She was sick of being home.,1
482,116571,116571,John was excited to vote.,John was embarrassed.,He tripped on his way out of the voting booth.,John giggled on his way out of the voting booth.,0
2922,49863,49863,Kelly decided to make a new recipe for cookies.,She then went to show all her friends.,Kelly baked oranges from the new recipe.,Kelly baked cookies from the new recipe.,1
3782,32907,32907,Nell couldn't resist the candy counter in her dad's store.,"In the bin, he found the mix was reduced to a couple types of candy.",Nell tried to not eat her favorites out of a bin.,Nell ate her favorites out of a bin.,1
1625,71710,71710,Stan wanted to live in a castle.,Stan sold the castle.,Stan bought the castle but then realized it was too big.,Stan bought a little house to reside in.,0
4848,147928,147928,Amy had a crush on Sam.,Turns out Amy accidentally texted her mom about the date instead.,Amy got a date with Sam and texted her mom.,Amy got a date with Sam and texted her friend.,1
4003,67330,67330,Lorraine wanted to be helpful to her mama.,Her mama thanked her for being so helpful after she was finished.,Lorraine decided to do go out.,Lorraine decided to do her chores.,1
1354,141119,141119,Megan and her friend really wanted to go to an amusement park.,Megan and her friend laughed as they realized the park was for kids.,Megan and her friend were surprised when they arrived at a nudist colony.,Megan and her friend we're surprised when they arrived.,1
855,129509,129509,Jeremy went to his parents house to gather things from his childhood.,He went home and bought fresh playdough to replace the old stuff.,He notices his playdough stayed moist.,He noticed his playdough dried up.,1
3700,115015,115015,I decided to clean my windows.,I decided to hire someone to redo the cleaning.,I cleaned them because there were streaks all over them.,I cleaned then but there were streaks all over them.,1
4239,25248,25248,Randy looked carefully at the engagement rings in the jewelry store.,Randy bought the ring.,He didn't like any of the rings.,He found the most perfect ring.,1
1762,145720,145720,Janet's friend Mary had a birthday coming up.,Mary went into the house full of people and was pleasantly surprised.,Janet threw Mary a surprise chore.,Janet threw Mary a surprise party.,1
1609,145724,145724,Janet's friend Mary had a birthday coming up.,Mary went into the house full of people and was pleasantly surprised.,Mary planned a surprise birthday party for Janet.,Janet planned a surprise birthday party for Mary.,1
4924,95185,95185,Friday night is movie night at our house.,We all fall asleep on the couch before the end of the movie.,Tonight's movie was super captivating.,Tonight's movie was super long.,1
2527,2498,2498,Desiree went to California to see her grandparents over the summer.,She went into business with her grandpa selling hair jewels.,Desiree's grandfather was unable to teach her how to make jewelry.,"Desiree's , grandfather taught her how to make jewelry.",1
4278,34178,34178,I stupidly decided to take off my screen protector yesterday.,I then decided to buy another one.,I dropped my phone and ate a doughnut.,I dropped my phone and almost cracked the screen.,1
4473,153786,153786,Martha loved to bake cookies.,The cookies were perfectly baked!,Martha decided to try out a bad cookie recipe.,Martha decided to try out a new cookie recipe.,1
1683,159096,159096,A kitten climbed high up in a tree.,The fireman climbed up the ladder and rescued the kitten.,The kitten didn't know how to come down.,The kitten was able to get down and go about her way without any help.,0
4032,4250,4250,Sara wanted to make dinner for some guests.,She had to order pizza for her friends instead.,Sara was an expert cook.,Sara didn't know how to cook.,1
4275,153323,153323,Mark wanted to find someplace new to move to.,Mark enjoyed his new life as a Florida resident.,Mark moved from Wisconsin to Wyoming.,Mark moved from Wisconsin to Florida.,1
1630,153317,153317,Mark wanted to find someplace new to move to.,Mark enjoyed his new life as a Florida resident.,Mark hated living in Florida.,Mark researched living in Florida.,1
571,55575,55575,Jacob was excited for his first soccer game.,Jacob saved all of the goals and won the soccer game!,Jacob was going to umpire the game.,Jacob was playing the position of goalie.,1
1377,169115,169115,Brad and Jen were always fighting.,Soon they were both much happier.,Tried beach games today.,They decided to split up.,1
4248,14968,14968,Lindsay was very interested in guitar lessons.,Her skills are becoming better and better.,Lindsey couldn't afford a guitar.,Lindsey purchased a guitar.,1
1685,59415,59415,Arnold was scared of the color yellow.,Arnold ended up fainting.,A red object was getting really close to Arnold's face.,a yellow object was getting really close to Arnold's face.,1
1146,13832,13832,Ray drive his car on a steep mountain road.,Ray was fine but his car was totaled.,Ray enjoyed driving smoothly down the hill.,Ray slid down the hill and wrecked.,1
526,45657,45657,Gina was at her grandma's house.,She had to wait for a room to open up so she could change.,Some new clothes wanted to change into Gina.,Gina was wanting to change into some new clothes.,1
1211,3461,3461,Gina's phone died as they drove on the highway.,She acted like a brat and threw a tantrum.,Gina's other source of entertainment was the radio.,Gina's only source of entertainment was the phone.,1
774,71119,71119,"When I was 23, I was told I had to get my wisdom teeth out.","I was sore for a few days, but I got past it.",I never got them pulled.,I eventually got them pulled.,1
4544,107342,107342,Kacie was making a batch of brownies.,"Then, she decided to add some hot cocoa powder.",Kacie wanted to make her cookies more chocolatey.,Kacie wanted to make her brownies more chocolatey.,1
2191,85823,85823,Mary asked George to drive her to the apple orchard.,They left the horse apple orchard before George figured it out.,Mary bought more oranges than she originally told George.,Mary bought more apples than she originally told George.,1
2460,61475,61475,Scott wanted a new car.,Scott bought the car and was very happy.,Scott went to the yoga to pick one out.,Scott went to the dealership to pick one out.,1
945,61466,61466,Scott wanted a new car.,Scott bought the car and was very happy.,Scott had trouble saving up for the car.,Scott saved up for the car.,1
4877,69756,69756,"Jen was lying on the floor in the living room, ready to watch TV.",Jen cleaned up her mess so she could go back to watching her show.,She ended up almost spilling some snacks.,She ended up spilling some snacks.,1
4161,99159,99159,Jerry practiced hard for the marathon.,He had taken a shortcut without knowing it.,Jerry finished the race slower than expected.,Jerry finished the race quicker than expected.,1
2479,47715,47715,Johnny was released on parole on a Monday.,"Johnny had been unwary, and fallen into their trap.",The police tried to give him drugs again.,He already tried to buy drugs again only to find it was the police.,1
2914,17925,17925,My friend and I wanted to see a new movie in the theatres.,We were told to leave the theatre and the beer was confiscated.,We brought our own soda.,We brought our own beer.,1
4884,103532,103532,Mike was bored one summer.,Mike stayed inside all summer.,He had almost broken his leg.,He had broken his leg.,1
2516,49322,49322,Harry went to an exclusive private school.,Harry made friends fast and adjusted well to the new school.,Harry fought a few new people.,Harry met a few new people.,1
2371,123275,123275,Lily was about to go on the red carpet.,It therefore made lily late.,Lily received a text of congratulations from her mother.,Lily received a call of congratulations from her mother.,1
725,123269,123269,Lily was about to go on the red carpet.,It therefore made lily late.,Lily did no quick touch up before she went on.,Lily done a quick touch up before she went on.,1
2005,129829,129829,It was the day of the written driver's license test.,Kay was overjoyed to find out she passed with a 90%.,Kay rushed and answered the questions carefully.,kay took her time and answered the questions carefully.,1
1591,129828,129828,It was the day of the written driver's license test.,Kay was overjoyed to find out she passed with a 90%.,Kay had studied for many days.,Kay had only stuided for one day.,1
2639,63236,63236,Terri needed a new pair of speakers.,Terri went home to install her new speakers.,Terri went to the store and brought her first pair of speakers for her car.,Terri went to the store and didn't find any speakers to purchase.,0
2348,45564,45564,Tyler ordered a pizza.,He gave them better instructions and they brought him the pizza.,They decided to pick up the pizza themselves.,"They couldn't find Tyler's house, and called him.",1
483,139387,139387,James was getting gas at the gas station.,The police officer was able to reach his keys with a clothes hanger.,James was locked inside of his car.,James locked his keys in his car.,1
204,122071,122071,Jake was at the gym.,Jake was able to break his own personal record!,Jake decided to break his arm.,Jake decided to break his weight lifting record.,1
1372,132527,132527,Gina was unemployed.,She saved her money and bought her own food truck.,Gina wanted small food.,Gina wanted to sell food.,1
511,167946,167946,Robin could not sleep.,She finally went to the doctor and was diagnosed with insomnia.,Robin's doctor told her to see a friend.,Robin's friend told her to see a doctor.,1
4921,82710,82710,Bev filled the dog's bowl on the porch for the night.,"Then, a startled possum scurried out and across the yard.",He put the bowl down on the kitchen floor.,He put the bowl down.,1
1546,98447,98447,Amy was in labor.,But her little baby was born perfectly healthy!,her husband had to do a c-section on amy.,the doctors had to do a c-section on amy.,1
1875,128509,128509,My dog was in the backyard.,"From then on, my dog began to kill snakes for bones.",A snake caught my dog and had fun playing with it.,My dog caught a snake and had fun playing with it.,1
937,69503,69503,Eliza was excited to get to the dance later.,When she got there she got many compliments.,Eliza got her hair done and wore a nice dress.,Eliza got her hair done and wore a garbage bag.,0
3722,51016,51016,"Usually, my mom hates birds.",My mom fell in love with the bird!,The bird died.,The bird whistled my mom's favorite song.,1
2343,163284,163284,Jeff was a fireman who was upset that there weren't any fires.,The next day he decided that he will hand out lighters too.,Jeff really should not have been a fireman.,Jeff really should not have been a non-ladderman.,0
3193,31060,31060,Tony grew up in Italy.,His skill is know around the country as well as his delicious pizza.,Tony was real bad at making pizza's.,Tony was good at making pizza's.,1
1417,168448,168448,Conrad wants to make rice to eat at home.,Conrad decides to only make rice again if he has a rice cooker.,Conrad burns the road.,Conrad burns the rice.,1
3653,105835,105835,Keith went to a pet store to see the animals.,Keith watched some of the colorful fish.,Keith drove to the shoe store and went in.,Keith drove to the pet store and went in.,1
4998,141590,141590,Sandra bought a milkshake at the fast food restaurant.,The milkshake must have made her sick.,Sandra was sleeping soundly all night.,Sandra was throwing up all night.,1
3572,6488,6488,Rachel needed to borrow a pen.,She had forgotten to give it back.,Her friend borrowed one from Rachel.,Rachel borrowed one from her friend.,1
4945,20382,20382,Ann was competing in the Math League contest.,Ann was disappointed with her prize.,"Anne worked hard, and came in first.","Ann worked hard, but only came in 3rd.",1
2451,20386,20386,Ann was competing in the Math League contest.,Ann was disappointed with her prize.,ann did not try her best and got 9th place.,Ann tried her best and got 2nd place.,1
3605,15720,15720,Bill worked at a gas station.,Bill was happy that he didn't have to work at the gas station anymore.,Bill had the best job.,bill got a better job.,1
1241,35075,35075,Dennis wanted to earn money for himself.,At the end of the day he made 25 dollars.,Dennis decided to ask his neighbors if they needed help.,"Dennis decided to ask his neighbors if they needed help, but they didn't.",0
4053,121467,121467,Jon was sad.,The shows made him laugh and he felt happy!,Jon decided to treat himself to a movie making him feel worse.,Jon decided to treat himself to a movie.,1
1755,106369,106369,Jimmy and his friends went to the local Italian restaurant yesterday.,Thankfully they got the meal for free.,The meal that Jimmy was expected never happened.,The meal that Jimmy was served had a hair in it.,1
4189,100878,100878,My sister in law was excited this week.,She decided to donate the books to people who could pick them up.,My sister in law decided to donate her socks.,My sister in law decided to donate her books.,1
2337,156957,156957,Lauren finished her late night shift at the bar feeling tired.,Lauren wishes she took the bus home.,Lauren didn't drive her and pulled over to take a nap.,Lauren drove her but pulled over to take a nap.,1
1786,69949,69949,Pat went out for a jog on a sunny day.,His foot caught the top of the fence and Pat fell on his face.,He was distracted but saw a fence.,He was distracted and didn't see a fence.,1
2655,32794,32794,The handyman took his ladder to his van and threw it down.,He was able to finally carve out enough space to fit the ladder in.,He moved around items in the van.,He moved around items in the anti-anti-truck.,0
