,Unnamed: 0,Unnamed: 0.1,sentence1,sentence2,hyp1,hyp2,label
3065,85753,85753,Lucinda loved to go swimming.,Lucinda decided to stick to swimming in her pool the rest of the year.,Lucinda did not know how to swim.,Lucinda went swimming in the ocean.,1
4702,139023,139023,Our stroke rehab hospital took us on a field trip.,It was a nice but sad day as I was still not walking.,We never enjoyed being away from the hospital.,We enjoyed being away from the hospital.,1
1277,146349,146349,My dad was in the navy when he was younger.,The poor man was leaning over the boat the whole time being sick.,My dad got seasick when he was flying.,My dad got seasick when he was on a boat.,1
468,69194,69194,I was at my first day of work.,"Later, my manager told me he didn't like the beatles.",My manager told me he loved the Beatles.,My manager seemed like a pompous hipster.,1
281,55733,55733,Last week my friends and I got sleds together and went on a hill.,It was a fun day and we all felt like winners.,We didn't want to be around eachother much.,We were glad to go together.,1
4579,64679,64679,A girl went on a walk with her dad.,This was her favorite time of the week.,"Her dad was at home a lot, walking.","Her dad was away from home a lot, working.",1
1139,69490,69490,We used to go to Walden Pond when the kids were little.,My son still swims there on occasion.,I haven't visited in a while because it closed.,I haven't visited in a while.,1
1326,95030,95030,I went to the Bull's game last night.,It was one of the best nights of my life.,They are my most hated teams.,They are my favorite team.,1
1990,93213,93213,Alan loved to play Candy crush.,"But it was what he liked to do for fun, so he was going to continue.",Alan thought he spent too much time on practicing guitar.,Alan thought he spent too much time on Candy Crush.,1
1072,93216,93216,Alan loved to play Candy crush.,"But it was what he liked to do for fun, so he was going to continue.",Always Alan play kings crusade with his mobile phone.,Always Alan play candy crush with his mobile phone.,1
350,93215,93215,Alan loved to play Candy crush.,"But it was what he liked to do for fun, so he was going to continue.",Alan uninstalled Candy Crush from his mobile phone.,Always Alan play candy crush with his mobile phone.,1
3670,43329,43329,Tyler wanted to have a balloon party with tons of balloons.,It had been a very fun day.,Tyler hired a clown to come and make balloon animals. None of Tyler's friends came to the party.,Tyler hired a clown to come and make balloon animals. All of Tyler's friends came to the party.,1
1501,145195,145195,Fred had recently taken up running.,His first day wearing them he even was able to run an extra mile.,Fred finally bought some new books.,Fred finally bought some new running shoes.,1
4390,138275,138275,The highlight of the zoo visit was the otter exhibit.,Ned learned a lot about otters that day.,Ned didn't go see the otters because he doesn't like them.,The aquarium guide gave a presentation about otters.,1
299,85081,85081,The Roberts took a family vacation every summer.,It was as much fun as any previous vacation.,"They decided to go to Florida, where they had always been.","they decided to go to Florida, where they had never been.",1
287,152231,152231,Roxy had a really bad craving for food.,It was closed for the holidays.,Roxy went to the pizzeria and ate three slices.,Roxy drove to her favorite restaurant.,1
834,33896,33896,"When 9/11 happened, I was at school in Canada.",I was so wrong.,I didn't think it mattered to him.,I didn't think it mattered to me.,1
1468,96341,96341,Greg was at home from college and had lots of laundry to do.,"Luckily, it was a hot day and his clothes dried in no time.",The dryer was not broken.,The dryer broke from over use.,1
1442,67033,67033,George loved to go on hikes in the morning.,He began to take pictures so he could share it with family.,The sunrise was so ugly he wished he had someone to hate it with.,the sunrise was so beautiful he wished he had someone to share it with.,1
174,67031,67031,George loved to go on hikes in the morning.,He began to take pictures so he could share it with family.,He saw a man hiking on the trail.,he saw a double rainbow in the sky.,1
4382,73996,73996,The group arrived at the beach.,They decided to stay at the beach until the end of the day.,It was a lackluster day at the beach.,It was a beautiful day at the beach.,1
1323,86381,86381,Laura's house was really hot inside.,And it helped her save money in the long run.,Laura was hesitant to use fans instead of air conditioning.,Laura decided to use fans instead of air conditioning.,1
912,86382,86382,Laura's house was really hot inside.,And it helped her save money in the long run.,She chose not to get A/c and closed her windows instead.,She chose not to get A/c and opened her windows instead.,1
2102,6231,6231,Jane went to her aunt's funeral.,It was too emotionally draining.,The party lasted 6 hours.,The funeral lasted 6 hours.,1
1498,36642,36642,I used to go on daily walks at night.,"He followed for as long as he could, changing my preconceived notion.",There was a scary man following me.,There was a strange man that followed me.,1
4833,10572,10572,"When I was little, I had a book.",I secretly would go to the closet to read the book when she was out.,My mom liked me reading that book.,My mom didn't like me reading that book.,1
3710,10576,10576,"When I was little, I had a book.",I secretly would go to the closet to read the book when she was out.,My mother did not approve and burned the book.,My mother did not approve of the book.,1
1341,94266,94266,I decided to take a long walk down the street.,I was so happy for the whole day because it was my lucky money day.,I found a penny.,I found a one hundred dollar bill.,1
1895,111430,111430,Nina was throwing a party for the first day of summer.,Nina was glad that the forecast had been wrong.,The weatherman didn't say it was going to rain.,The weatherman said it was going to rain.,1
3345,32413,32413,Nikita's favorite holiday was today.,She played with her doll the rest of the night.,It was her sister's birthday.,It was her birthday.,1
3281,134029,134029,Jo was selected to appear on a TV game show.,"Jo was upset she lost, but the experience was very fun and memorable.","Jo, was excited and hoped she would lose.","Jo, was excited and hoped she would win.",1
4526,19507,19507,Stephen was worried that he couldn't get home to see his family.,"Though it took a little longer, he could go see his family on the bus.",Stephen then decided to take cheaper transportation to see his teachers.,Stephen then decided to take cheaper transportation to see his family.,1
3407,19504,19504,Stephen was worried that he couldn't get home to see his family.,"Though it took a little longer, he could go see his family on the bus.","Stephen had to take a flight instead of driving his own car,.",Stephen had to take a bus instead of driving his own car.,1
342,19509,19509,Stephen was worried that he couldn't get home to see his family.,"Though it took a little longer, he could go see his family on the bus.",so he did not do any research on the internet.,so he did some research on the internet.,1
30,71764,71764,Dave was outside in the winter.,Everyone was miserable.,Dave was the only one who had a sandal on.,dave was the only one who had a coat on.,1
4753,165735,165735,I had lots of dirty laundry.,I hung them up on hangers in my closet.,I washed one clothe in the night.,I washed clothes all night long.,1
1513,138088,138088,"Last year, my family went to Hawaii for spring break.","Overall, the fun we had outweighed the pain from the sun burn.",We stayed indoors all day because i forgot sunscreen.,"We stayed out all day, but I forgot sunscreen.",1
1835,109612,109612,It was the last day of our vacation.,We all vowed to never go back again.,We were all melancholy about having to leave.,We were all so excited to leave.,1
3125,819,819,My friends and I decided to drive to a music festival 3 hours away.,We talked and laughed the entire drive and had a great time.,We got out the car and walked to the courthouse.,We got out the car and walks to the festival.,1
4354,110609,110609,I knew I was in Labor.,Labor is really the most intense pain ever.,"I felt a warm, soothing feeling in my stomach.",I felt a shooting in my stomach and my water broke.,1
3431,106501,106501,Charles rented a studio apartment.,She said when she was young an apartment like this was twenty dollars.,Charles paid hardly anything for his rent.,Charles paid a lot of money for his rent.,1
2275,106498,106498,Charles rented a studio apartment.,She said when she was young an apartment like this was twenty dollars.,Charles mom said she would not visit him.,Charles mom went to visit him.,1
902,106503,106503,Charles rented a studio apartment.,She said when she was young an apartment like this was twenty dollars.,Charles was surprised at his grandma's high cost of rent.,Charles' grandma was suprised at the high cost of rent.,1
3503,148365,148365,"I liked Will Smith, the actor, when he was a young battle rapper.","He brightly smiled and said, I'm not Will Smith.",I saw someone who looked like Tom Hanks.,I saw someone who looked like him.,1
2995,113692,113692,I love going to concerts and have always wanted to crowd surf.,"I only stayed up for about 30 seconds, but it was fun!","I sat down and crowdsurfed."".",I jumped up and crowdsurfed.,1
3844,80255,80255,My doctor said my calcium levels were low.,I decided to use calcium supplements instead of milk.,My doctor warned me of the benefits of low calcium.,My doctor warned me of the dangers of low calcium.,1
2775,80256,80256,My doctor said my calcium levels were low.,I decided to use calcium supplements instead of milk.,My doctor warned me of the dangers of low blood sugar.,My doctor warned me of the dangers of low calcium.,1
3165,169493,169493,"Since I was a child, I dreamed of being a pilot.","On my fortieth birthday, I decided to leave my job and become a pilot.",I didnt like airplanes.,I took pilot lessons for many years.,1
3954,160954,160954,Sam was feeling sick one day.,He tried to be glad he was getting it over with while he was young.,Sam still went to the movies.,"Sam, still went to school that day .",1
1385,37466,37466,"Last Friday, I received an email from my local humane society.","So far, it has been a very fulfilling experience.","The humane society hated volunteers, so I signed up.","The humane society wanted volunteers, so I signed up.",1
4869,40948,40948,Dave is a rock star.,His road crew built him a throne to sit on for the rest of the tour.,Everyone around Dave despises him.,Everyone around Dave worships him.,1
3031,40950,40950,Dave is a rock star.,His road crew built him a throne to sit on for the rest of the tour.,Everyone around Dave hates him.,Everyone around Dave worships him.,1
426,40952,40952,Dave is a rock star.,His road crew built him a throne to sit on for the rest of the tour.,Everyone hates Dave.,Everyone loved Dave.,1
3442,133974,133974,Sara wanted her kids to have a great Christmas.,All of the presents were wrapped and stored for the holidays.,Sarah forgot to buy presents.,Sarah bought presents early.,1
1860,133967,133967,Sara wanted her kids to have a great Christmas.,All of the presents were wrapped and stored for the holidays.,Sara bought them all the presents they requested from the Easter Bunny.,Sara bought them all the presents they requested from Santa.,1
4574,14096,14096,Joe was bored.,Joe had a lot of fun with his friends.,His friends arrived and beat him up as play.,His friends arrived and invited him to play.,1
1349,14099,14099,Joe was bored.,Joe had a lot of fun with his friends.,Joe called up some friends to see if they wanted to get together but no one replied.,Joe called up some friends to see if they wanted to get together.,1
2791,128115,128115,Henry decided he wanted to go to an aerospace museum.,Henry's visit to the museum proved to be one of his best days ever.,Henry spent a lot of time sleeping at the museum.,Henry spent a lot of time learning at the museum.,1
3349,78023,78023,Sally began a new job at the local sandwich shop.,They eventually became best friends.,Gloria was trained by Sally on her first day.,"Sally , was trained by Gloria on her first day.",1
2271,78031,78031,Sally began a new job at the local sandwich shop.,They eventually became best friends.,Sally started chatting with her dog.,She started chatting with her boss.,1
1754,78032,78032,Sally began a new job at the local sandwich shop.,They eventually became best friends.,Sally was trained by Gloria on her last day.,"Sally , was trained by Gloria on her first day.",1
1690,39780,39780,Kristen loved buying Christmas trees.,"It just needed love, she knew, and that was what Christmas was about.",Kristen didn't know what she wanted for Christmas.,Kristen knew what she wanted for Christmas.,1
1201,56962,56962,Jasmine was about to go to her first sleepover.,Jasmine had a lot of fun that night and looks forward to the next one.,Jasmine was very confident.,Jasmine was a little nervous.,1
3313,14524,14524,Sally and Sam decided to go to the beach.,Sam and Sally swam in the ocean all day.,Sally and Sam found the water boiling and uncrowded.,Sally and Sam found the water very pleasant and uncrowded.,1
3214,14532,14532,Sally and Sam decided to go to the beach.,Sam and Sally swam in the ocean all day.,"When they got to the beach, it was the perfect weather. With some fierce waves.","When they got to the beach, it was the perfect weather. With the most tame waves.",1
2022,87443,87443,Ali was always a very shy girl.,"When she started high school, Ali had no problems making friends!",Ali became more shy as a teenager.,Ali became less shy as a teenager.,1
1059,50785,50785,I've always loved to eat seafood.,I no longer eat fish.,I went to a salad bar and later vomited jello.,I went to a sushi restaurant and later vomitted mackeral.,1
3394,82822,82822,Yesterday was the best day ever.,I couldn't wait to go.,I got a ticket to my speeding incident.,I got a free ticket to my favorite band.,1
297,126545,126545,Jenny's baby loved to splash in the bath.,"Because the plastic smock kept her dry, bath time was fun again!",The baby got wet unless she put a plastic smock.,Jenny's clothes got wet unless she put a plastic smock.,1
3236,110933,110933,It was Beth's first day of first grade.,The teacher came over and patted her back till she stopped crying.,Beth was very excited about going to school.,Beth was so scared of going to school.,1
158,76170,76170,Michelle liked to eat chicken wings.,She was very sick the next day.,She ate some chicken and it tasted great.,She ate some chicken but it tasted bad.,1
3955,102370,102370,Alice loved to hike through the mountains.,Alice helped her find them and the family was very grateful.,She came across a girl separated from her kitten.,She came across a girl separated from her family.,1
2732,102360,102360,Alice loved to hike through the mountains.,Alice helped her find them and the family was very grateful.,Alice came across a girl with her family while hiking.,Alice came across a lost girl while hiking.,1
1293,162432,162432,Kelly decided to take her favorite junk food items and redo them.,She immediately told all her friends.,Kelly was bored with the new change.,Kelly liked the new change.,1
3361,3988,3988,My favorite movie is the Wizard of Oz.,I did not like the Wizard of Oz.,I learned that the main actress was treated well.,I learned that the main actress was treated poorly.,1
125,58221,58221,Phil was skateboarding with his friends.,He skated with his friends the rest of the day.,Phil went home and got food for lunch and didn't come back.,Phil went home and got food for lunch.,1
3390,1923,1923,"After Mike was legally allowed to drink, he formed some bad habits.",Mike decided to stop drinking alcohol from then on.,Mike was getting tired of always being sober.,Mike was getting tired of doing bad things.,1
1157,3006,3006,My driveway was stained dark in some places.,"After I was done, the driveway was clean.",I neglected to power wash the driveway.,I decided to power wash the driveway.,1
3937,38528,38528,I play football better than my brothers so I decided to join the team.,I am now the punt returner on our varsity team.,I abstained for the football team.,I tried out for the football team.,1
4926,56020,56020,"Growing up, Matt was never the most confident guy.",Matt was miserable at the turn of events.,Matt was asked to accept more money at work.,Matt was asked to speak in public for work.,1
3638,52023,52023,Gina's brother had a friend named Joe.,"Everything he had to say was rude, and filthy.",Joe was very kind towards my mother.,"Joe , was very disrespectful towards my mother. L.",1
3285,116684,116684,In 1997 I rode on an old bus.,I am afraid of heights.,The bus drove along a coastline.,The bus drove along a very high cliff side.,1
3436,158029,158029,Jose liked to brag that he was the class spelling champion.,"Jose lost nationals when he couldn't spell the word ""pompous"".",Jose dropped out of the Nationals.,He went to the Nationals and was doing okay.,1
2008,158035,158035,Jose liked to brag that he was the class spelling champion.,"Jose lost nationals when he couldn't spell the word ""pompous"".",Jose studied hard before his competitions.,Jose did not study before his competitions.,1
724,35,35,Brenna and I used to be best friends.,We never talked again.,Brenna and I never fought over a boy.,Brenna and I fought over a boy.,1
4073,55087,55087,Ed was going on a vacation to Florida.,Ed ended up talking with his friends on the phone the whole trip.,Ed needed money from his enemies to pay for the trip.,Ed needed money from his friends to pay for the trip.,1
867,58745,58745,I was walking down the street.,I guess it was a case of mistaken identity.,My mother saw my and stopped to say hello.,A stranger said hello to me by the wrong name.,1
4005,160160,160160,"John was tired after work, but he decided to go to the gym anyway.",John and the woman from the gym are now happily married.,John ended up meeting a woman that he really couldn't stand.,John ended up meeting a woman that he really hit it off with.,1
2812,160158,160158,"John was tired after work, but he decided to go to the gym anyway.",John and the woman from the gym are now happily married.,He met a man at the gym while working out.,He met a woman at the gym while working out.,1
3064,11486,11486,I tried to play internet chess with my friend last night.,"It was fun, but not as fun as playing someone I knew.",I had a competitive game without my friend.,My friend and I had a competitive game.,1
3596,26376,26376,Ella loved to jump instead of walk.,Ella got a large indoor trampoline for Christmas instead of switches.,She is going to buy herself a trampoline on New Year.,Her parents were going to buy her switches for Christmas.,1
1869,26369,26369,Ella loved to jump instead of walk.,Ella got a large indoor trampoline for Christmas instead of switches.,Ella decided to take her hobby to new floors.,Ella decided to take her hobby to new levels.,1
683,24002,24002,I was feeling very social one day.,We had food and looked around.,I invited my enemies to a day of shopping.,I invited my friends to a day of shopping.,1
3267,144695,144695,Mike was into photography.,Mike was thrilled and uses the camera every chance he gets.,Mike's sister bought him a camera for his birthday but it broke.,Mike's sister bought him a camera for his birthday.,1
3245,3656,3656,Bob just arrived in Chicago.,He couldn't believe how breathtaking all the lights at night were!,Bob went exploring downtown Atlanta tonight.,Bob went exploring downtown Chicago tonight.,1
1334,56598,56598,Billy liked Christmas songs.,So he decided that 12 drummers drumming was a better part of the song.,Billy listened to half of the 12 days of christmas song.,Billy listened to the 12 days of christmas song.,1
4267,64749,64749,Steve was excited about learning how to drive.,"Before long, he was happy solo driver.",Steve never drove.,Steve practiced driving with his mom.,1
2961,64752,64752,Steve was excited about learning how to drive.,"Before long, he was happy solo driver.",Steve practiced driving daily and passed a cop speeding.,Steve practiced driving daily and passed his driving exam.,1
3783,128878,128878,Jared liked to fish with his dad every Saturday.,Jared discovered his dad's companionship was most important.,Jared avoided conversation with his dad.,Jared talked to his dad.,1
2612,72383,72383,"One day, Sally and her family went on vacation.",Sally and her family loved the city.,They took a trip to the countryside.,they took a trip to the city.,1
1049,72377,72377,"One day, Sally and her family went on vacation.",Sally and her family loved the city.,Sally decided to stay home.,Sally decided to go to New York.,1
684,72372,72372,"One day, Sally and her family went on vacation.",Sally and her family loved the city.,Sally and her family stayed at a dude ranch.,The family went to New York City.,1
4794,8480,8480,Jill's favorite color was yellow.,Jill loved it so much that she had a new favorite color.,Jill saw a new movie.,Jill saw a new shade of red.,1
1555,8489,8489,Jill's favorite color was yellow.,Jill loved it so much that she had a new favorite color.,Jill went to the store and saw a shade of purple she hated.,Jill went to the store and saw a shade of pink she loved.,1
3053,102115,102115,David watched someone do tricks on a skateboard.,David learned that things he imagined weren't always true.,David watched the person make more tricks than they did mistakes.,David watched the person make more mistakes then he saw them land the tricks.,1
1942,82454,82454,Taylor was very stressed out about her finals.,Taylor went home for the holidays happy and relieved.,Taylor finished her finals with a lot of trouble.,Taylor finished her finals without much trouble.,1
1373,15485,15485,Pete was fat.,After a year Pete was very thin.,Pete ate out every day.,Pete worked out every day.,1
2508,131092,131092,Mary wanted to make plans for New Year's Eve.,It was the best New Year's Eve party ever.,Mary decided to crash someone's New Year's party.,Mary decided to throw a New Year's party.,1
2862,23340,23340,Thanksgiving was one of Joe's favorite holidays.,Then he got to watch football all afternoon.,Joe had to work that day and couldn't enjoy the dinner.,Joe helped cook Thanksgiving dinner.,1
4569,1737,1737,Shelly bought a new pair of gloves.,So she had cold hands whenever she wore them.,The gloves were very thick.,The gloves were very thin.,1
979,1738,1738,Shelly bought a new pair of gloves.,So she had cold hands whenever she wore them.,They were stylish and warm.,They were stylish but not warm.,1
1904,73057,73057,Jorie went with her family to visit Anne Frank's home in Amsterdam.,Jorie admitted it was a very emotional tour.,Jorie was really excited to explore Anne Frank's amsterdam.,Jorie was really excited to explore Anne Frank's home.,1
313,73058,73058,Jorie went with her family to visit Anne Frank's home in Amsterdam.,Jorie admitted it was a very emotional tour.,Jorie was really excited to explore the Eiffel Tower.,Jorie was really excited to explore Anne Frank's home.,1
57,146288,146288,"When I first moved into my house, I didn't know my neighbors.",They were very friendly.,I stayed home and never introduced myself to my neighbors.,I went over and introduced myself to my neighbors.,1
4387,102999,102999,Sally was so nervous about her first day at the new school.,Lisa made Sally's first day at the new school so much easier.,She met Lisa who was very angry.,She met Lisa who was very friendly.,1
3176,129776,129776,It was Mick and his wife's anniversary weekend.,Even after the most expensive anniversary ever he was still the happy.,Mick spend an arm and a leg on the scooter.,Mick spend an arm and a leg on it.,1
663,14897,14897,Carrie wanted to start a landscaping business.,On her first job she mowed the lawn and trimmed the trees.,"To prepare, Carrie gained employment as her uncle's housekeeper.","To prepare, Carrie gained employment at her uncle's gardening firm.",1
145,114371,114371,Mario and his friends always loved going to the movies.,The movie was amazing and they had a great time.,They decided to not go to the movies anymore.,They decided to go to the movies on a tuesday.,1
2898,29293,29293,Hailie's favorite fall activity was to go apple picking.,She filled her bag all the way up to the top.,Hailie went to the store to get fresh apples.,Hailie went to a orchard to get fresh apples.,1
3823,141164,141164,Mark's favorite team was playing football on television.,Mark's team won the game.,Mark wore his rival's jersey and jeered on his team!.,Mark wore his favorite jersey and cheered on his team!.,1
4357,157587,157587,Jon's house was dirty.,He cleaned the floor until it was spotless.,The cleanliness was driving him crazy.,The dirtiness was driving him crazy.,1
4494,22627,22627,Emma loved jumping on trampolines.,Luckily first aid was available to help her.,Emma jumped close to the side and almost fell off.,Emma jumped close to the side and fell off.,1
4825,145115,145115,Sarah needed to go grocery shopping.,Sarah decided to take a nap since she was done grocery shopping.,She made a list full of food.,She bought a freezer full of food.,1
2314,160393,160393,One night I was feeling pretty down.,I instantly felt hopeful in-spite of what was happening.,I started to drink beer.,I started to pray.,1
1486,142084,142084,It was time for the Holidazzle Christmas Parade downtown.,The kids thanked their mother and told her they had a great time.,The kids' mother took them to rehab.,The kids' mother took them to the parade.,1
2276,130422,130422,Sirene had been a famous silver screen actress.,Sirene lied to the autograph seeker and feigned ignorance.,An obsessed fan asked Sirene for  parking validation.,An obessesed fan asked Sirene for an autograph.,1
1784,130429,130429,Sirene had been a famous silver screen actress.,Sirene lied to the autograph seeker and feigned ignorance.,Sirene was asked to take a picture of a fan.,Sirene was ran up on by fan.,1
2047,112555,112555,Tim was sad.,"The next game, he hit the biggest home run ever.",Tim quitted baseball.,Tim practiced in baseball.,1
696,16630,16630,"After gathering all of the items for our party, I invited our friends.",I loved throwing parties.,We had a bust at the party.,We had a blast at the party.,1
325,106273,106273,"When Jay found out her older sister was pregnant, she was nervous.",Jay immediately knew her fears were unfounded.,Her sister thought the baby might not be noticed.,Her sister thought that the baby might be ugly when it comes out.,1
4778,40708,40708,One thing that Tina wanted to do in NYC was go to a hot dog stand.,She was sad about the hot dog.,Tina was happy she made it to the hot dog stand.,Tina never made it to the hot dog stand.,1
4184,101408,101408,I like to drink craft beers.,My drink was good but so strong I had only half.,My friends and I went to try out a new game.,My friends and I went to try out a new bar.,1
1420,101405,101405,I like to drink craft beers.,My drink was good but so strong I had only half.,I tried to give up craft beer for my health.,I triesd a new craft beer today.,1
3382,148689,148689,As a hobby Kelly loved to crochet.,She decided to use it everyday.,Kelly's mom bought a new sci-fi book.,Kelly's mom bought a new pattern book.,1
4537,73433,73433,Betsy was about to celebrate her sixteenth birthday.,Betsy wore the monogrammed necklace when she turned 14.,Betsy wore an outfit with no jewelry.,She put on her favorite outfit.,1
257,16988,16988,Fred liked mystery novels.,Fred told his friends he was taking a break from mystery novels.,He couldn't help but continue reading all the novels.,He was getting burnt out on the novels.,1
1132,166038,166038,Tom visited Las Vegas on vacation.,He cherishes the experiences he had in Las Vegas.,Tom got to miss some neat shows and attractions.,Tom got to see some neat shows and attractions.,1
1333,11139,11139,Ed likes to buy vintage records.,"He won't say what they cost him, though.",Ed buys only new records.,Ed buys them on eBay.,1
4832,149003,149003,Sarah loved to drink coffee.,Her teeth are now white.,Sarah brushed her teeth with coffee.,Sarah brushed her teeth after coffee.,1
1297,149007,149007,Sarah loved to drink coffee.,Her teeth are now white.,Sarah used metal strips to fix her laptop.,Sarah used whitening strips to fix her yellow teeth.,1
2664,44755,44755,"While many of her friends divorced, Rose had a happy marriage.",Rose quickly put the pictures back and decided to say nothing.,Rose never found anything bad about her husband.,rose found nasty pictures of her husband.,1
4601,115482,115482,Sawyer's favorite activity was surfing.,Sawyer was sad that he couldn't surf for the majority of his trip.,"On vacation, Sawyer received a storm warning at his favorite mountain.","On vacation, Sawyer received a tsunami warning at his favorite beach.",1
2196,133883,133883,Bill had just moved to a big city for work.,Bill made a lot of friends that day.,Bill was very rude and talked to no one.,Bill was very outgoing and tried talking to everyone he saw.,1
2810,101195,101195,Jasmine's favorite holiday is Christmas.,Jasmine gave her wishlist to Santa and smiled.,"Jasmine couldn't wait to go see her mom ."".",Jasmine couldn't wait to go see Santa .,1
1770,9161,9161,Shane had an intense fear of rollercoasters.,"Since that day, Shane has loved riding roller coasters!",Shane never got over her fear.,Shane then got over her fear.,1
3494,62983,62983,Larry was offered a job in a different city.,He moved and had new experiences.,"He thought about it, and decided to take a raincheck.",He thought about it and decided to take it.,1
1370,62991,62991,Larry was offered a job in a different city.,He moved and had new experiences.,"Larry was scared, but he turned it down.","Larry was scared, but he did it!.",1
505,92470,92470,Junior expected college to sort of be an extension of High School.,"Junior felt unnerved at first, but now looks forward to the adventure.",Junior realized college is exactly the same from high school.,Junior realized that college is quite different from high school.,1
91,129015,129015,Lisa loved wearing a lot of makeup.,"She called herself Polly, and no one discovered her secret for months.",She never did drag shows.,She did drag shows frequently.,1
4891,161672,161672,The Smith children did not want the family to move to another town.,The kids and their new friends had a great time at Mom's pizza party.,"They did, and some new dogmoved in.","They did, and some new kids moved in.",1
3958,22996,22996,Matt started playing baseball when he was seven.,Matt scored a touchdown at the last minute.,Matt never played football.,Matt decided to start playing football because he mastered baseball.,1
3422,136242,136242,Robert got a great job offer to do government roofing,"Robert then went to work, and worked harder than ever",Robert found out it was the US Capitol dome.,Robert lost out it was the US Capitol dome.,0
1191,136253,136253,Robert got a great job offer to do government roofing,"Robert then went to work, and worked harder than ever",Robert was nervous about his new job.,Robert wasn't nervous about his new job.,0
