,Unnamed: 0,Unnamed: 0.1,sentence1,sentence2,hyp1,hyp2,label
3155,49759,49759,Rob was deathly afraid of cornstarch.,Steven offered to pay for Rob to go to counseling.,Steven suggested that Rob go to counseling.,Rob suggested that Steven go to counseling.,0
3687,1404,1404,Ava was doing laundry.,Ana angrily went to confront her cheating husband.,Ana walked in on Ava and her husband.,Ana walked in on Ava folding clothes.,0
2705,63626,63626,The writer stared at the blank page.,"By morning's end, he had crafted five exquisite sentences.",The writer called a friend for inspiration.,The writer called a friend to see if they wanted to meet up for coffee and brunch.,0
970,110166,110166,Kay was a great poet and had an ear for music.,She became a songwriter and her words helped others!,Kay found music through the nuclear war.,Kay combined them and went to music school.,1
3914,115206,115206,Ed took Ana to dinner.,"Crying happily, she nodded yes.",Ed asked Ana to marry him.,Ed asked Ana to leave town.,0
507,96957,96957,Roy was graduating high school!,His robe ripped off in front of the thousands of students.,Roy got a robe that was too long.,Roy got a robe that fit perfectly.,0
4130,52820,52820,Morgan was an avid writer.,Morgan got a bad grade and his teacher was shocked at him.,Morgan did not try hard on the essay.,Morgan worked very hard on the essay.,0
4609,56206,56206,I am a online bookseller.,I look at Craigslist often now.,I always need new places to purchase rare books.,I always need new places to purchase new books.,0
1476,124864,124864,Pat loved to lift heavy weights.,Pat broke his record and lifted 210 pounds!,Pat would eat a little more every day.,Pat would lift a little more every day.,1
380,164511,164511,A man spent years planning a mountain climb.,"When he got to the peak, there was a Starbucks there.",The man wanted to be the first to climb that mountain.,The man wanted to be the last one up the mountain.,0
4944,81488,81488,Last night I was chatting with Chandler on instant messenger.,I went home that night with a full belly and heart.,Chandler invited me to dinner and he asked me out.,Chandler discouraged me to dinner and he asked me out.,0
943,75324,75324,Tabitha wanted a cat.,And Tabitha bought a cat the next day.,Tabitha decided that she was ready to have a stuffed animal to practice.,Tabitha decided that she was ready to have a pet.,1
4596,141656,141656,Maya was new in class.,Then she thanked the kind girl for helping her.,Maya asked some questions from her classmates.,Maya asked some questions from her lawyer.,0
3414,105104,105104,Tina decided she wanted an ice cream party.,"By the time they went to bed, they were sugar high.",She invited her friends over. They each ate several bowls of corn and seasoning.,She invited her friends over. They each ate several bowls of ice cream and toppings.,1
4134,128405,128405,Mark's dog is really aggressive.,It returned very well behaved.,Mark sent the dog to a trainer.,Mark didn't send the dog to a trainer.,0
3374,85832,85832,Kara is a photographer.,Kara borrows money to get a new camera.,Kara broke her precious camera.,Kara used her precious camera.,0
1169,108716,108716,Cora walked into the kitchen and noticed a bad odor.,She realized that a nasty smell was wafting from the garbage disposal!,Cora loved the bad smell.,Cora looked for the bad smell.,1
421,120918,120918,Dan was downtown in the winter.,Dan loved the salty warm bag of chestnuts.,Dan brought a bag of dogs.,Dan bought a bag of chestnuts.,1
2118,12824,12824,My mailbox was getting loose.,I went back inside and felt good.,I kicked it over anxiously.,I nailed it on there securely.,1
1105,126003,126003,My husband was in a bad accident in college.,He still tried to make it to his gig!,My husband practices his swimming every day.,My husband practices his stand up jokes every day.,1
3112,42011,42011,Linda loved her new patio enclosure.,"The last handyman suggested she paint the brick, so she did.",Linda wanted to also add a wood addition to the garage.,linda wanted to also add a brick addition to the patio.,1
1541,95869,95869,The heat awoke me from my dreams.,When I turned to look back at my house it was nothing but flames.,The house was on fire and I ran outside.,The house was sale and I moved out.,0
3455,166587,166587,Ava took the no-electricity challenge.,She had to use candles to see for 30 whole days!,"She wasn't sure she'd pull it off, but she wouldn't try.","She wasn't sure she'd pull it off, but she would try.",1
1388,126346,126346,Scott was up for a promotion along with two other people.,After four days Scott was promoted!,Scott is a lazy worker.,Scott is a hard worker.,1
3426,80443,80443,Rachael was browsing the internet.,Rachael found that the website had mostly good reviews.,Rachel came across a new book.,Rachel came across a new website.,1
3538,24381,24381,The teacher made a message to the class.,"Before freaking out, I went to the registration's office.",The teacher said many people were dropped from the class.,The teacher said many people were added to the class.,0
1222,12960,12960,Amy and her dad were driving out of state.,They sat in angry silence for an hour after the second stop.,Amy and her dad got in a fight.,Amy and her dad got in a nice conversation.,0
4626,13048,13048,"I had a chipped tooth, so went to the dentist.","Finally, I contact the University, and they will do the work.",Repair is expensive so the doctor suggests the dental college.,Repair is cheap so the doctor suggests he'll do it.,0
2971,35301,35301,I've been saving up for the past two months for a car.,"Ultimately, I felt more happier.",I paid cash for a used car.,I paid cash for a used car that was a lemon.,0
3691,28618,28618,Sam can't sleep at night.,Sam believes that he is protected by the blanket and he sleeps well.,Sam got up and put an uncomfortable blanket on his  bed.,Sam got up and put a blanket on his bed.,1
3831,66488,66488,Columbus wanted to find a route to India.,"But instead, he discovered America!",He thought he was very lost in his journey.,He thought he was very close in his journey.,1
1040,115783,115783,Sarah bought a dozen donuts.,They thanked Sarah for the food.,Sarah ate all of the donuts in front of the homeless people.,Sarah gave the donuts to the homeless people.,1
761,137774,137774,Tim was driving through the forest one night.,Tim was exhausted and unhappy by the time he arrived.,Tim was frustrated by the darkness.,Tim loved the darkness.,0
4126,7998,7998,Beth had just moved to a new country.,"After only one day, Beth had made dozens of friends!",Beth was friendly to everyone.,Beth was mean to her sister.,0
2096,30432,30432,I was listening to the radio today.,So I typed the lyrics into google.,I heard a song I loved and know the name of.,I heard a song I loved but didn't know the name of.,1
2240,154186,154186,In the desert of New Mexico there are lots of nasty critters.,That was just about the funniest thing I've ever seen.,"While in New Mexico, we saw a couple of these nasty critters trying to crawl through the sand.","While in New Mexico, we saw many of these nasty critters trying to crawl through the sand."".",0
646,127774,127774,Jen was quite afraid of spiders.,Jen's brother took care of the spiders for Jen.,Many spiders were infesting Jen's apartment.,Jen's apartment was spider free.,0
553,153291,153291,Sasha spotted a spider.,It fell on the floor.,She non-pied a spider.,She spotted a spider.,1
3980,94946,94946,"I got passed on a promotion at work,",He said that he didn't do it sooner because he wanted to motivate me.,But not until my supervisor let me begin my current project.,but not until my supervisor let me finish my current project.,1
2636,120058,120058,Sam had recently gotten a new kitten.,The fleas had bite her entire body throughout the night.,The tardigrade had fleas.,The kitten had fleas.,1
1940,138991,138991,Daniel didn't know how to ride a motorcycle.,Daniel passed with flying colors and now enjoys riding his motorcycle.,He practiced everyday and got in a bad accident.,He practiced everyday and learned quickly.,1
4398,79998,79998,A man once sat down to write a story for his job.,The story was lost and he could not remember what he wrote.,The man's plate was stolen.,The man's computer was stolen.,1
817,54179,54179,The clown was blowing several bubbles to the kids.,He said that Isaiah is currently sick from ingesting too much soap.,Isaiah kept eating the bubbles.,Isaiah was playing inside.,0
3776,125001,125001,Tim's mom dropped him off at school in the morning.,His mother wept in the car for an hour.,It was Tim's last day of kindergarten.,It was Tim's first day of kindergarten.,1
4346,39616,39616,Ron decided that he needed a vacation.,She eventually got over her fears and went.,"However, his girlfriend was afraid of flying.","However, his girlfriend was afraid of animals.",0
2893,11305,11305,Jacob was walking around looking for work.,They hired him the next day.,Jacob saw a now hiring sign in a restaurant window.,Jacob saw a now closed sign in a restaurant window.,0
3572,6488,6488,Rachel needed to borrow a pen.,She had forgotten to give it back.,Her friend borrowed one from Rachel.,Rachel borrowed one from her friend.,1
4880,130769,130769,Steven did not eat at any restaurant where they served Pepsi.,His friends were shocked when he got up and left.,Steven went out to drive with his friends and found out the road served beer.,Steven went out to eat with his friends and found out the restaurant served Pepsi.,1
2259,82954,82954,Jeff needed to consume more protein in his daily diet.,He hard boiled a dozen and now eats them on the go.,so he came up with a new diet.,so he came up with a new job.,0
3083,116944,116944,Bill panned a trip to Germany.,His wife was wonderfully surprised.,But he did not tell that trip to his mother or father.,But he did not tell that trip to his wife.,1
3020,122063,122063,Amy was running late for her flight.,She boarded her flight just in time.,Amy skipped one last errand in order to make her flight.,Amy added one last errand in order to make her flight.,0
4209,144402,144402,A fierce group of warriors called themselves the Moon Men.,The Moon Men yelled and charged into the camp.,They were going to attack.,They were going to defend.,0
2794,120131,120131,Dylan's dad is excited to give him a car.,He loves his fuel efficient car.,Dylan's dad gave him a car that gets awful gas mileage.,Dylan's dad game his a car that gets good gas mileage.,1
2645,92466,92466,Heather's mother asked her to go grocery shopping for her.,She made it home and disappointed her mother by forgetting things.,"Heather said she would go, but then got sick.",Heather said she would go for her mother.,1
4945,20382,20382,Ann was competing in the Math League contest.,Ann was disappointed with her prize.,"Anne worked hard, and came in first.","Ann worked hard, but only came in 3rd.",1
4506,128306,128306,Tom had a new coworker at work.,Tom was confused as to what he had done to the guy.,Tom's new coworker did not like him.,toms new friend liek him.,0
4462,5565,5565,Yesterday the pink iPhone came out.,When I went home I immediately plugged it in.,I went to apple and bought myself one.,I went to apple and bought myself nothing.,0
4309,145175,145175,Tim was upset.,The boy found it very simple.,Tim couldn't figure it out.,Tim caught on quick usually.,0
4712,78046,78046,Jim wanted to do something nice for his girlfriend.,She said she hated the idea of killing living things.,Jim decided to bring her on a shopping trip.,Jim decided to bring her on a hunting trip.,1
2262,93592,93592,Tom was trying so save up money for a new computer game.,He deposited the coins in the bank and bought the game.,A piggy bank saved his coins in a Tom.,Tom saved his coins in a piggy bank.,1
4113,166792,166792,Brad decided to make some fresh bread.,"After it finished baking, Brad had a delicious piping hot loaf!",He began to make some from his mother's favorite recipe.,He began to make some from his poor memory.,0
216,73946,73946,Andrew wanted to see every continent in one year.,He happily took the trip just like he had said.,His friends and family told him it wasn't reasonable to expect to be able to travel that much in one year so Andrew cancelled.,His friends and family told him it wasn't reasonable to expect to be able to travel that much in one year.,1
2817,36308,36308,Jane loves shoes.,She still wants to buy more sandals.,She has tons of sandals in her closet.,She has tons of chainsaws in her closet.,0
3261,163079,163079,Mary had been earning tickets in an arcade.,They quickly found the tickets under a table.,Mary accidentally dropped a handful of tickets under table where she was sitting earlier.,Mary purposely dropped a handful of tickets under table where she was sitting earlier.,0
769,6003,6003,Harold was always naturally athletic in school.,Harold practiced hard after he failed to make the team.,harold sold drugs in school.,Harold didn't try hard at football tryouts.,1
4757,33028,33028,Lena was driving home from the mall.,She had to call her boyfriend to come pick her up.,her car ran out of gas.,Her car ran out of brake fluid.,0
1362,23515,23515,Tom worked very hard all day.,Tom was ate dinner and satiated his appetite.,Tom was told he needed to diet.,Tom was told he needed to eat.,1
3323,111830,111830,Judy wanted to make some cookies.,They did not taste good.,Judy did not remember the sugar.,Judy forgot the sugar.,1
434,136307,136307,Lulu was excited to try the new candy store in town.,Lulu planted fruit and vegetable trees on her property.,Lulu decided she was eating too much candy and wanted to keep eating.,Lulu decided she was eating too much candy and getting fat.,1
662,58388,58388,Gwen was tired of her marriage.,She ended her letter telling him she wouldn't be back.,She decided to leave and wrote her husband a letter telling him why.,She decided to stay with her husband.,0
938,162658,162658,Michael's sister was having a sleepover with friends.,"When they realized who it was, they were so annoyed.",Someone also invited their dog over.,Someone also invited a bratty sibling over.,1
527,78789,78789,Todd was typing an essay for his class.,Todd was able to submit his paper later that night.,Todd did not work through the night.,Todd worked through the day.,1
788,51757,51757,Ken loved driving his motorcycle.,After he healed he sold his bike to pay for medical expenses.,Ken hit a pothole and flew off of his motorcycle and into the lake.,Ken hit a pothole and flew off of his motorcycle.,1
926,136304,136304,Marcia went to Italy with her family one summer.,"When she returned home to America, Marcia wore the mask that Halloween",Marcia picked up a real Italian party mask.,Marcia picked up a real Italian cannoli.,0
3049,152547,152547,"On Saturday, we went to the beach.",I got a sunburn.,I applied sun screen lotion.,I forgot to pack sun screen lotion.,1
152,104914,104914,I have the greatest wife in the world!,I'll have to get her a gift as a thank you!,My wife gave me a mediocre gift on my birthday.,My wife gave me a fantastic gift on my birthday.,1
2109,147323,147323,Colin wanted eggs for breakfast.,Colin enjoyed his breakfast when he got home.,Colin bought eggs at the market.,Colin couldn't find eggs at the market.,0
1849,47571,47571,Ron was busy building a wooden shelf in his workshop.,He set the finished shelf aside to let the glue dry.,It took Ron few hours to complete.,It took Ron many hours to complete.,1
79,143783,143783,At the fall festival there was a big wide bucket.,"Until she tried it, realizing how slippery wet apples were!",Jill decided to try her luck with the apple-bobbing contest.,There was no festival.,0
1585,20289,20289,I was a homosexual.,He agreed to a date!,I noticed a woman.,I noticed another man.,1
2589,79107,79107,Flo made a bad stock investment.,Flo eventually learned that she lost her investment due to bad advice.,Flo thought she had a good sound machine.,Flo thought she had a good sound investment.,1
4136,149299,149299,Today I have been working on the alphabet with my son.,By the end of the day he had learned the new letters.,I worked with my son all day long.,I baked cookies with my son all night long.,0
2436,161825,161825,Anne was heading home from the bar one night.,"She spent the night there, unhappy.",Anne took a detour and went to a friend's house who stayed up all night yelling.,Anne took a detour and went to a friend's house who stayed up all night lauging.,0
3990,73768,73768,Mary and Rob wanted to get some food.,They had to walk around for an hour before eating.,They unfinished that they didn't exercise yet.,They realized that they didn't exercise yet.,1
1647,65066,65066,Erin has always wanted to try running a marathon.,A year later Erin is in great shape and runs the race with confidence!,Erin needed to gain weight in order to run.,Erin needed to lose weight in order to run.,1
4040,142534,142534,Jimmy's second grade class had a pet tarantula.,They were disappointed when the teacher explained it had only molted.,It was the cutest spider ever.,"Jimmy, and his class thought that they had two spiders.",1
3942,145840,145840,I love my car.,Her name is Betsy.,I named my cat.,I named my car.,1
1591,129828,129828,It was the day of the written driver's license test.,Kay was overjoyed to find out she passed with a 90%.,Kay had studied for many days.,Kay had only stuided for one day.,1
891,119247,119247,I think the character Dorothy was a freak in the Wizard of Oz movie.,"She woke up in her own bed, didn't know where she'd been or with whom.",Dorothy does a lot of nice things in The Wizard of Oz.,Dorothy does a lot of strange things in The Wizard of Oz.,1
1084,158672,158672,Robert wanted to be a police officer.,He instantly got accepted because of his education.,He had just gotten his college degree in criminal justice.,He had just gotten his college degree in underwater basket weaving.,0
4624,112002,112002,Jason grew up riding motorcycles.,Jason said that gave him to confidence to win the motocross.,a friend told him he was really good.,A friend told him he was awful.,0
4758,135890,135890,Larry had a leg injury.,"Finally, Larry healed and was released.",Larry went to the hospital and had a painful operation.,Larry never went to the hospital but had a painful reflection.,0
1702,116793,116793,Leeza was walking alone near the woods.,Leeza was in pain.,Leeza tripped and fell.,An animal startled Leeza.,0
