,Unnamed: 0,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
787,787,['contradiction'],3710607005.jpg#4,contradiction,3710607005.jpg#4r1c,A man in a blue shirt is looking up.,( ( ( A man ) ( in ( a ( blue shirt ) ) ) ) ( ( is ( looking up ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ blue) (NN shirt)))) (VP (VBZ is) (VP (VBG looking) (PRT (RP up)))) (. .))),A man in a red shirt is looking up.,( ( ( A man ) ( in ( a ( red shirt ) ) ) ) ( ( is ( looking up ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG looking) (PRT (RP up)))) (. .)))
526,526,['entailment'],6431072589.jpg#2,entailment,6431072589.jpg#2r5e,A mountain biker jumping a slope outdoors in a forest area.,( ( ( A ( mountain biker ) ) ( ( ( jumping ( a slope ) ) outdoors ) ( in ( a ( forest area ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN mountain) (NN biker)) (VP (VBG jumping) (NP (DT a) (NN slope)) (ADVP (RB outdoors)) (PP (IN in) (NP (DT a) (NN forest) (NN area)))) (. .))),They are avoiding trees.,( They ( ( are ( avoiding trees ) ) . ) ),(ROOT (S (NP (PRP They)) (VP (VBP are) (VP (VBG avoiding) (NP (NNS trees)))) (. .)))
1795,1795,['contradiction'],283745783.jpg#1,contradiction,283745783.jpg#1r1c,People relax around a large community fountain in a park.,( People ( ( relax ( around ( ( a ( large ( community fountain ) ) ) ( in ( a park ) ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP relax) (PP (IN around) (NP (NP (DT a) (JJ large) (NN community) (NN fountain)) (PP (IN in) (NP (DT a) (NN park)))))) (. .))),Business men are working near a fountain.,( ( Business men ) ( ( are ( working ( near ( a fountain ) ) ) ) . ) ),(ROOT (S (NP (NNP Business) (NNS men)) (VP (VBP are) (VP (VBG working) (PP (IN near) (NP (DT a) (NN fountain))))) (. .)))
141,141,['neutral'],2848418175.jpg#3,neutral,2848418175.jpg#3r1n,A white horse is pulling a cart while a man stands and watches.,( ( A ( white horse ) ) ( ( is ( ( pulling ( a cart ) ) ( while ( ( a man ) ( ( stands and ) watches ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ white) (NN horse)) (VP (VBZ is) (VP (VBG pulling) (NP (DT a) (NN cart)) (SBAR (IN while) (S (NP (DT a) (NN man)) (VP (VP (VBZ stands)) (CC and) (VP (VBZ watches))))))) (. .))),A horse is hauling goods.,( ( A horse ) ( ( is ( hauling goods ) ) . ) ),(ROOT (S (NP (DT A) (NN horse)) (VP (VBZ is) (VP (VBG hauling) (NP (NNS goods)))) (. .)))
1738,1738,['entailment'],24815360.jpg#3,entailment,24815360.jpg#3r1e,"A guy stands with a green bowling ball in his hand, and looks down the bowling lane.","( ( A guy ) ( ( ( ( ( stands ( with ( ( a ( green ( bowling ball ) ) ) ( in ( his hand ) ) ) ) ) , ) and ) ( ( looks down ) ( the ( bowling lane ) ) ) ) . ) )","(ROOT (S (NP (DT A) (NN guy)) (VP (VP (VBZ stands) (PP (IN with) (NP (NP (DT a) (JJ green) (NN bowling) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN hand)))))) (, ,) (CC and) (VP (VBZ looks) (PRT (RP down)) (NP (DT the) (NN bowling) (NN lane)))) (. .)))",A man plays bowling.,( ( A man ) ( ( plays bowling ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ plays) (NP (NN bowling))) (. .)))
1378,1378,['contradiction'],3873835329.jpg#0,contradiction,3873835329.jpg#0r1c,A fireman protects an area by setting up a boundary while others watch.,( ( A fireman ) ( ( ( ( protects ( an area ) ) ( by ( ( setting up ) ( a boundary ) ) ) ) ( while ( others watch ) ) ) . ) ),(ROOT (S (NP (DT A) (NN fireman)) (VP (VBZ protects) (NP (DT an) (NN area)) (PP (IN by) (S (VP (VBG setting) (PRT (RP up)) (NP (DT a) (NN boundary))))) (SBAR (IN while) (S (NP (NNS others)) (VP (VBP watch))))) (. .))),A fireman is trying to run away from the fire.,( ( A fireman ) ( ( is ( trying ( to ( ( run away ) ( from ( the fire ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN fireman)) (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB run) (PRT (RP away)) (PP (IN from) (NP (DT the) (NN fire)))))))) (. .)))
3103,3103,['entailment'],4954753241.jpg#2,entailment,4954753241.jpg#2r1e,Man and woman walking up the stairs to an overpass.,( ( ( ( Man and ) woman ) ( ( ( walking up ) ( the stairs ) ) ( to ( an overpass ) ) ) ) . ),(ROOT (NP (NP (NN Man) (CC and) (NN woman)) (VP (VBG walking) (PRT (RP up)) (NP (DT the) (NNS stairs)) (PP (TO to) (NP (DT an) (NN overpass)))) (. .))),Two people are escalating.,( ( Two people ) ( ( are escalating ) . ) ),(ROOT (S (NP (CD Two) (NNS people)) (VP (VBP are) (VP (VBG escalating))) (. .)))
1831,1831,['contradiction'],4467634558.jpg#1,contradiction,4467634558.jpg#1r1c,"two little girls, one in a green jacket and one in a pink jacket, and a little boy in a green jacket holding an apple sitting on a rock.","( ( ( ( two ( little girls ) ) , ) ( ( ( ( ( ( one ( in ( a ( green jacket ) ) ) ) and ) ( one ( in ( a ( pink jacket ) ) ) ) ) , ) and ) ( ( a ( little boy ) ) ( in ( ( a ( green jacket ) ) ( holding ( ( an apple ) ( sitting ( on ( a rock ) ) ) ) ) ) ) ) ) ) . )","(ROOT (NP (NP (CD two) (JJ little) (NNS girls)) (, ,) (NP (NP (NP (NP (CD one)) (PP (IN in) (NP (DT a) (JJ green) (NN jacket)))) (CC and) (NP (NP (CD one)) (PP (IN in) (NP (DT a) (JJ pink) (NN jacket))))) (, ,) (CC and) (NP (NP (DT a) (JJ little) (NN boy)) (PP (IN in) (NP (NP (DT a) (JJ green) (NN jacket)) (VP (VBG holding) (NP (NP (DT an) (NN apple)) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN rock)))))))))) (. .)))",A bunch of old people sit on a rock.,( ( ( A bunch ) ( of ( old people ) ) ) ( ( sit ( on ( a rock ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN bunch)) (PP (IN of) (NP (JJ old) (NNS people)))) (VP (VBP sit) (PP (IN on) (NP (DT a) (NN rock)))) (. .)))
413,413,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",3827316480.jpg#1,neutral,3827316480.jpg#1r1n,"Two children, in colorful outfits, playing in a field with a big rock in the middle.","( ( ( ( Two children ) , ) ( in ( colorful outfits ) ) ) ( , ( ( playing ( in ( ( a field ) ( with ( ( a ( big rock ) ) ( in ( the middle ) ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (NP (CD Two) (NNS children)) (, ,) (PP (IN in) (NP (JJ colorful) (NNS outfits)))) (, ,) (VP (VBG playing) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN middle)))))))) (. .)))",Two kids are playing with a big rock in the field with family,( ( Two kids ) ( are ( playing ( with ( ( a ( big rock ) ) ( in ( ( the field ) ( with family ) ) ) ) ) ) ) ),(ROOT (S (NP (CD Two) (NNS kids)) (VP (VBP are) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (NP (DT the) (NN field)) (PP (IN with) (NP (NN family)))))))))))
200,200,['neutral'],1148238960.jpg#0,neutral,1148238960.jpg#0r3n,People on bicycles waiting at an intersection.,( ( ( People ( on bicycles ) ) ( waiting ( at ( an intersection ) ) ) ) . ),(ROOT (NP (NP (NP (NNS People)) (PP (IN on) (NP (NNS bicycles)))) (VP (VBG waiting) (PP (IN at) (NP (DT an) (NN intersection)))) (. .))),There is a bike race happening right now.,( There ( ( is ( ( a ( bike race ) ) ( happening ( right now ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN bike) (NN race)) (VP (VBG happening) (ADVP (RB right) (RB now))))) (. .)))
2292,2292,['neutral'],3138746531.jpg#1,neutral,3138746531.jpg#1r1n,Several people read by a campfire at night.,( ( Several people ) ( ( ( read ( by ( a campfire ) ) ) ( at night ) ) . ) ),(ROOT (S (NP (JJ Several) (NNS people)) (VP (VBD read) (PP (IN by) (NP (DT a) (NN campfire))) (PP (IN at) (NP (NN night)))) (. .))),The people are camping by the river.,( ( The people ) ( ( are ( camping ( by ( the river ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG camping) (PP (IN by) (NP (DT the) (NN river))))) (. .)))
1229,1229,['neutral'],407008823.jpg#1,neutral,407008823.jpg#1r1n,A man dressed in snow-gear takes a leap into a snow-covered ravine.,( ( ( A man ) ( dressed ( in snow-gear ) ) ) ( ( ( takes ( a leap ) ) ( into ( a ( snow-covered ravine ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBN dressed) (PP (IN in) (NP (NN snow-gear))))) (VP (VBZ takes) (NP (DT a) (NN leap)) (PP (IN into) (NP (DT a) (JJ snow-covered) (NN ravine)))) (. .))),A guy is skiing in the Colorado mountains.,( ( A guy ) ( ( is ( skiing ( in ( the ( Colorado mountains ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN guy)) (VP (VBZ is) (VP (VBG skiing) (PP (IN in) (NP (DT the) (NNP Colorado) (NNS mountains))))) (. .)))
1620,1620,['neutral'],2941668295.jpg#2,neutral,2941668295.jpg#2r1n,Emergency personnel looking into the back of a car.,( ( ( Emergency personnel ) ( looking ( into ( ( the back ) ( of ( a car ) ) ) ) ) ) . ),(ROOT (NP (NP (NN Emergency) (NNS personnel)) (VP (VBG looking) (PP (IN into) (NP (NP (DT the) (NN back)) (PP (IN of) (NP (DT a) (NN car)))))) (. .))),Emergency personnel are looking for a child in a car.,( ( Emergency personnel ) ( ( are ( looking ( for ( ( a child ) ( in ( a car ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Emergency) (NNS personnel)) (VP (VBP are) (VP (VBG looking) (PP (IN for) (NP (NP (DT a) (NN child)) (PP (IN in) (NP (DT a) (NN car))))))) (. .)))
1303,1303,['contradiction'],4678920190.jpg#2,contradiction,4678920190.jpg#2r3c,Asian city scene of people in street with bright lights and glass buildings behind.,( ( ( ( Asian ( city scene ) ) ( of ( people ( in ( street ( with ( bright ( lights ( and ( glass buildings ) ) ) ) ) ) ) ) ) ) behind ) . ),(ROOT (NP (NP (JJ Asian) (NN city) (NN scene)) (PP (IN of) (NP (NP (NNS people)) (PP (IN in) (NP (NP (NN street)) (PP (IN with) (NP (JJ bright) (NNS lights) (CC and) (NN glass) (NNS buildings))))))) (ADVP (RB behind)) (. .))),The Asian city is full of fields.,( ( The ( Asian city ) ) ( ( is ( full ( of fields ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ Asian) (NN city)) (VP (VBZ is) (ADJP (JJ full) (PP (IN of) (NP (NNS fields))))) (. .)))
1545,1545,['neutral'],156453471.jpg#2,neutral,156453471.jpg#2r1n,"Two men trying to build something together, while having fun.","( ( ( Two men ) ( trying ( to ( ( ( ( build something ) together ) , ) ( while ( having fun ) ) ) ) ) ) . )","(ROOT (NP (NP (CD Two) (NNS men)) (VP (VBG trying) (S (VP (TO to) (VP (VB build) (NP (NN something)) (ADVP (RB together)) (, ,) (SBAR (IN while) (S (VP (VBG having) (NP (NN fun))))))))) (. .)))",Two men are partying together.,( ( Two men ) ( ( are ( partying together ) ) . ) ),(ROOT (S (NP (CD Two) (NNS men)) (VP (VBP are) (VP (VBG partying) (ADVP (RB together)))) (. .)))
677,677,['contradiction'],2445397614.jpg#4,contradiction,2445397614.jpg#4r1c,A lady is on the floor packing a suitcase.,( ( A lady ) ( ( is ( on ( ( the floor ) ( packing ( a suitcase ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (PP (IN on) (NP (NP (DT the) (NN floor)) (VP (VBG packing) (NP (DT a) (NN suitcase)))))) (. .))),The woman is standing up unpacking.,( ( The woman ) ( ( is ( ( standing up ) unpacking ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG standing) (PRT (RP up)) (NP (VBG unpacking)))) (. .)))
414,414,['neutral'],3827316480.jpg#2,neutral,3827316480.jpg#2r1n,Two young girls are playing outside in a non-urban environment.,( ( Two ( young girls ) ) ( ( are ( ( playing outside ) ( in ( a ( non-urban environment ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ young) (NNS girls)) (VP (VBP are) (VP (VBG playing) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (JJ non-urban) (NN environment))))) (. .))),Some girls are running through an open field.,( ( Some girls ) ( ( are ( running ( through ( an ( open field ) ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS girls)) (VP (VBP are) (VP (VBG running) (PP (IN through) (NP (DT an) (JJ open) (NN field))))) (. .)))
1350,1350,['neutral'],4689266358.jpg#3,neutral,4689266358.jpg#3r1n,A picture of a city with a sign welcoming travelers on a busy street.,( ( ( A picture ) ( of ( ( a city ) ( with ( a sign ) ) ) ) ) ( ( ( welcoming travelers ) ( on ( a ( busy street ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN picture)) (PP (IN of) (NP (NP (DT a) (NN city)) (PP (IN with) (NP (DT a) (NN sign)))))) (VP (JJ welcoming) (NP (NNS travelers)) (PP (IN on) (NP (DT a) (JJ busy) (NN street)))) (. .))),It is in france,( It ( is ( in france ) ) ),(ROOT (S (NP (PRP It)) (VP (VBZ is) (PP (IN in) (NP (NN france))))))
4889,4889,['contradiction'],1354318519.jpg#3,contradiction,1354318519.jpg#3r1c,A baby laughs at his reflection in a mirror.,( ( A baby ) ( ( laughs ( at ( ( his reflection ) ( in ( a mirror ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN baby)) (VP (VBZ laughs) (PP (IN at) (NP (NP (PRP$ his) (NN reflection)) (PP (IN in) (NP (DT a) (NN mirror)))))) (. .))),the baby is at a comedy show,( ( the baby ) ( is ( at ( a ( comedy show ) ) ) ) ),(ROOT (S (NP (DT the) (NN baby)) (VP (VBZ is) (PP (IN at) (NP (DT a) (NN comedy) (NN show))))))
1325,1325,['entailment'],4678920190.jpg#1,entailment,4678920190.jpg#1r3e,"A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.","( ( A ( crowded street ) ) ( , ( ( in ( an ( Asian country ) ) ) ( , ( ( where ( ( the buildings ) ( are ( dominated ( by ( the ( Seiko building ) ) ) ) ) ) ) . ) ) ) ) )","(ROOT (FRAG (NP (DT A) (JJ crowded) (NN street)) (, ,) (PP (IN in) (NP (DT an) (JJ Asian) (NN country))) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (DT the) (NNS buildings)) (VP (VBP are) (VP (VBN dominated) (PP (IN by) (NP (DT the) (NNP Seiko) (NN building))))))) (. .)))",The buildings are tall.,( ( The buildings ) ( ( are tall ) . ) ),(ROOT (S (NP (DT The) (NNS buildings)) (VP (VBP are) (ADJP (JJ tall))) (. .)))
3438,3438,['contradiction'],3178442303.jpg#3,contradiction,3178442303.jpg#3r1c,A little boy is running down the aisle clutching a book.,( ( A ( little boy ) ) ( ( is ( ( running down ) ( ( the aisle ) ( clutching ( a book ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ little) (NN boy)) (VP (VBZ is) (VP (VBG running) (PRT (RP down)) (NP (NP (DT the) (NN aisle)) (VP (VBG clutching) (NP (DT a) (NN book)))))) (. .))),Jessica bought a new book.,( Jessica ( ( bought ( a ( new book ) ) ) . ) ),(ROOT (S (NP (NNP Jessica)) (VP (VBD bought) (NP (DT a) (JJ new) (NN book))) (. .)))
949,949,['entailment'],2425148763.jpg#1,entailment,2425148763.jpg#1r4e,A woman talks to two other women and a man with notepads in an office building with large windows.,( ( A woman ) ( ( ( talks ( to ( ( ( two ( other women ) ) and ) ( a man ) ) ) ) ( with ( notepads ( in ( ( an ( office building ) ) ( with ( large windows ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ talks) (PP (TO to) (NP (NP (CD two) (JJ other) (NNS women)) (CC and) (NP (DT a) (NN man)))) (PP (IN with) (NP (NP (NNS notepads)) (PP (IN in) (NP (NP (DT an) (NN office) (NN building)) (PP (IN with) (NP (JJ large) (NNS windows)))))))) (. .))),Four people stand near a wall speaking to each other.,( ( Four people ) ( ( stand ( near ( ( a wall ) ( speaking ( to ( each other ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (NNS people)) (VP (VBP stand) (PP (IN near) (NP (NP (DT a) (NN wall)) (VP (VBG speaking) (PP (TO to) (NP (DT each) (JJ other))))))) (. .)))
2225,2225,['entailment'],4931289200.jpg#2,entailment,4931289200.jpg#2r1e,A woman is a red tank top is riding horse.,( ( A woman ) ( ( is ( ( a ( red ( tank top ) ) ) ( is ( riding horse ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (NP (NP (DT a) (JJ red) (NN tank) (NN top)) (SBAR (S (VP (VBZ is) (VP (VBG riding) (NP (NN horse)))))))) (. .))),A woman is horseback.,( ( A woman ) ( ( is horseback ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (NP (NN horseback))) (. .)))
3758,3758,['contradiction'],124390903.jpg#4,contradiction,124390903.jpg#4r2c,a fat lady feeding her young daughter.,( ( ( a ( fat lady ) ) ( feeding ( her ( young daughter ) ) ) ) . ),(ROOT (NP (NP (DT a) (JJ fat) (NN lady)) (VP (VBG feeding) (NP (PRP$ her) (JJ young) (NN daughter))) (. .))),The lady is skinny.,( ( The lady ) ( ( is skinny ) . ) ),(ROOT (S (NP (DT The) (NN lady)) (VP (VBZ is) (ADJP (JJ skinny))) (. .)))
4671,4671,['neutral'],2888408966.jpg#0,neutral,2888408966.jpg#0r1n,A teenage boy doing a skateboard trick while another boy rides on a skateboard in the background.,( ( ( A ( teenage boy ) ) ( ( doing ( a ( skateboard trick ) ) ) ( while ( ( another ( boy rides ) ) ( on ( ( a skateboard ) ( in ( the background ) ) ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ teenage) (NN boy)) (VP (VBG doing) (NP (DT a) (JJ skateboard) (NN trick)) (PP (IN while) (NP (NP (DT another) (NN boy) (NNS rides)) (PP (IN on) (NP (NP (DT a) (NN skateboard)) (PP (IN in) (NP (DT the) (NN background)))))))) (. .))),on of the boys is performing an ollie,( on ( of ( ( the boys ) ( is ( performing ( an ollie ) ) ) ) ) ),(ROOT (FRAG (PP (IN on) (IN of) (NP (NP (DT the) (NNS boys)) (SBAR (S (VP (VBZ is) (VP (VBG performing) (NP (DT an) (NN ollie))))))))))
4941,4941,['contradiction'],2414397449.jpg#2,contradiction,2414397449.jpg#2r1c,White and black dog jumping over red-haired dog in grass.,( ( ( ( White and ) ( black dog ) ) ( jumping ( over ( ( red-haired dog ) ( in grass ) ) ) ) ) . ),(ROOT (NP (NP (NP (NNP White)) (CC and) (NP (JJ black) (NN dog))) (VP (VBG jumping) (PP (IN over) (NP (NP (JJ red-haired) (NN dog)) (PP (IN in) (NP (NN grass)))))) (. .))),Dog jumps over a princess.,( Dog ( ( jumps ( over ( a princess ) ) ) . ) ),(ROOT (S (NP (NNP Dog)) (VP (VBZ jumps) (PP (IN over) (NP (DT a) (NNS princess)))) (. .)))
