,Unnamed: 0,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
1847,1847,['contradiction'],3723840426.jpg#4,contradiction,3723840426.jpg#4r1c,Two men stand around a mixing bowl.,( ( Two men ) ( ( stand ( around ( a ( mixing bowl ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS men)) (VP (VBP stand) (PP (IN around) (NP (DT a) (JJ mixing) (NN bowl)))) (. .))),Two men are eating junk food in a car.,( ( Two men ) ( ( are ( eating ( ( junk food ) ( in ( a car ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS men)) (VP (VBP are) (VP (VBG eating) (NP (NP (NN junk) (NN food)) (PP (IN in) (NP (DT a) (NN car)))))) (. .)))
4797,4797,['contradiction'],2710698257.jpg#2,contradiction,2710698257.jpg#2r1c,Man standing on top of jagged rocks near the ocean.,( ( Man ( standing ( on ( top ( of ( ( jagged rocks ) ( near ( the ocean ) ) ) ) ) ) ) ) . ),(ROOT (NP (NP (NNP Man)) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (JJ jagged) (NNS rocks)) (PP (IN near) (NP (DT the) (NN ocean)))))))) (. .))),A man sleeping on his bunk bed.,( ( ( A man ) ( sleeping ( on ( his ( bunk bed ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG sleeping) (PP (IN on) (NP (PRP$ his) (NN bunk) (NN bed)))) (. .)))
3548,3548,['contradiction'],3362049454.jpg#0,contradiction,3362049454.jpg#0r1c,The furry brown dog is running through the grassy area.,( ( The ( ( furry brown ) dog ) ) ( ( is ( running ( through ( the ( grassy area ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (ADJP (RB furry) (JJ brown)) (NN dog)) (VP (VBZ is) (VP (VBG running) (PP (IN through) (NP (DT the) (JJ grassy) (NN area))))) (. .))),The dog is sleeping on the bed.,( ( The dog ) ( ( is ( sleeping ( on ( the bed ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN dog)) (VP (VBZ is) (VP (VBG sleeping) (PP (IN on) (NP (DT the) (NN bed))))) (. .)))
651,651,['contradiction'],2735558076.jpg#3,contradiction,2735558076.jpg#3r1c,The young man is waiting with others on the sidewalk.,( ( The ( young man ) ) ( ( is ( waiting ( with ( others ( on ( the sidewalk ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ young) (NN man)) (VP (VBZ is) (VP (VBG waiting) (PP (IN with) (NP (NP (NNS others)) (PP (IN on) (NP (DT the) (NN sidewalk))))))) (. .))),The girls are climbing a tree,( ( The girls ) ( are ( climbing ( a tree ) ) ) ),(ROOT (S (NP (DT The) (NNS girls)) (VP (VBP are) (VP (VBG climbing) (NP (DT a) (NN tree))))))
4833,4833,['contradiction'],234265703.jpg#2,contradiction,234265703.jpg#2r1c,4 people standing next to a fire cooking a meal,( ( 4 people ) ( standing ( next ( to ( ( a fire ) ( cooking ( a meal ) ) ) ) ) ) ),(ROOT (S (NP (NP (CD 4) (NNS people)) (VP (VBG standing) (ADVP (JJ next) (PP (TO to) (NP (NP (DT a) (NN fire)) (VP (VBG cooking) (NP (DT a) (NN meal)))))))))),The four people are sleeping in bed.,( ( The ( four people ) ) ( ( are ( sleeping ( in bed ) ) ) . ) ),(ROOT (S (NP (DT The) (CD four) (NNS people)) (VP (VBP are) (VP (VBG sleeping) (PP (IN in) (NP (NN bed))))) (. .)))
3030,3030,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",4460943467.jpg#1,contradiction,4460943467.jpg#1r1c,Three young men wearing hooded sweatshirts are posing for a photo.,( ( ( Three ( young men ) ) ( wearing ( hooded sweatshirts ) ) ) ( ( are ( posing ( for ( a photo ) ) ) ) . ) ),(ROOT (S (NP (NP (CD Three) (JJ young) (NNS men)) (VP (VBG wearing) (NP (JJ hooded) (NNS sweatshirts)))) (VP (VBP are) (VP (VBG posing) (PP (IN for) (NP (DT a) (NN photo))))) (. .))),The men are eating pie.,( ( The men ) ( ( are ( eating pie ) ) . ) ),(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (VP (VBG eating) (NP (NN pie)))) (. .)))
440,440,['contradiction'],621000329.jpg#4,contradiction,621000329.jpg#4r1c,A young girl sitting at a table with a bowl on her head,( ( A ( young girl ) ) ( sitting ( at ( ( a table ) ( with ( ( a bowl ) ( on ( her head ) ) ) ) ) ) ) ),(ROOT (S (NP (NP (DT A) (JJ young) (NN girl)) (VP (VBG sitting) (PP (IN at) (NP (NP (DT a) (NN table)) (PP (IN with) (NP (NP (DT a) (NN bowl)) (PP (IN on) (NP (PRP$ her) (NN head))))))))))),A man is eating cereal in his car,( ( A man ) ( is ( ( eating cereal ) ( in ( his car ) ) ) ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG eating) (NP (NN cereal)) (PP (IN in) (NP (PRP$ his) (NN car)))))))
3246,3246,['contradiction'],2745487323.jpg#4,contradiction,2745487323.jpg#4r1c,A formal band performing their works.,( ( ( A ( formal band ) ) ( performing ( their works ) ) ) . ),(ROOT (NP (NP (DT A) (JJ formal) (NN band)) (VP (VBG performing) (NP (PRP$ their) (NNS works))) (. .))),The band is eating dinner.,( ( The band ) ( ( is ( eating dinner ) ) . ) ),(ROOT (S (NP (DT The) (NN band)) (VP (VBZ is) (VP (VBG eating) (NP (NN dinner)))) (. .)))
2631,2631,['contradiction'],3435648640.jpg#2,contradiction,3435648640.jpg#2r1c,a large black dog fighting with another large brown and black dog.,( ( ( a ( large ( black dog ) ) ) ( fighting ( with ( another ( large ( ( ( brown and ) black ) dog ) ) ) ) ) ) . ),(ROOT (NP (NP (DT a) (JJ large) (JJ black) (NN dog)) (VP (VBG fighting) (PP (IN with) (NP (DT another) (JJ large) (ADJP (JJ brown) (CC and) (JJ black)) (NN dog)))) (. .))),the cat is sleeping on the woman,( ( the cat ) ( is ( sleeping ( on ( the woman ) ) ) ) ),(ROOT (S (NP (DT the) (NN cat)) (VP (VBZ is) (VP (VBG sleeping) (PP (IN on) (NP (DT the) (NN woman)))))))
1985,1985,['contradiction'],480505313.jpg#2,contradiction,480505313.jpg#2r1c,An older couple posing in front of a fountain for a picture,( ( ( An ( older couple ) ) ( posing ( in front ) ) ) ( of ( ( a fountain ) ( for ( a picture ) ) ) ) ),(ROOT (NP (NP (NP (DT An) (JJR older) (NN couple)) (VP (VBG posing) (PP (IN in) (NP (NN front))))) (PP (IN of) (NP (NP (DT a) (NN fountain)) (PP (IN for) (NP (DT a) (NN picture))))))),A couple sleeping in a hotel room,( ( A ( couple sleeping ) ) ( in ( a ( hotel room ) ) ) ),(ROOT (NP (NP (DT A) (NN couple) (NN sleeping)) (PP (IN in) (NP (DT a) (NN hotel) (NN room)))))
4161,4161,['contradiction'],1464745434.jpg#3,contradiction,1464745434.jpg#3r1c,Boy in green shirt standing at wall in kitchen.,( ( ( Boy ( in ( green shirt ) ) ) ( standing ( at ( wall ( in kitchen ) ) ) ) ) . ),(ROOT (NP (NP (NP (NNP Boy)) (PP (IN in) (NP (JJ green) (NN shirt)))) (VP (VBG standing) (PP (IN at) (NP (NP (NN wall)) (PP (IN in) (NP (NN kitchen)))))) (. .))),The child is asleep in his bed,( ( The child ) ( ( is asleep ) ( in ( his bed ) ) ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (ADJP (RB asleep)) (PP (IN in) (NP (PRP$ his) (NN bed))))))
3522,3522,['contradiction'],109260216.jpg#4,contradiction,109260216.jpg#4r1c,A person rappels down a steep incline.,( ( A person ) ( ( ( rappels down ) ( a ( steep incline ) ) ) . ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ rappels) (PRT (RP down)) (NP (DT a) (JJ steep) (NN incline))) (. .))),a person sits on the couch eating cheetos,( ( a person ) ( sits ( on ( ( the couch ) ( eating cheetos ) ) ) ) ),(ROOT (S (NP (DT a) (NN person)) (VP (VBZ sits) (PP (IN on) (NP (NP (DT the) (NN couch)) (VP (VBG eating) (NP (NNS cheetos))))))))
4018,4018,['contradiction'],4688194296.jpg#2,contradiction,4688194296.jpg#2r1c,Many guards are standing in front of the starting line of a race.,( ( Many guards ) ( ( are ( standing ( in ( front ( of ( ( the ( starting line ) ) ( of ( a race ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (JJ Many) (NNS guards)) (VP (VBP are) (VP (VBG standing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ starting) (NN line)) (PP (IN of) (NP (DT a) (NN race))))))))) (. .))),The guards are sleeping in a bell tower.,( ( The guards ) ( ( are ( sleeping ( in ( a ( bell tower ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS guards)) (VP (VBP are) (VP (VBG sleeping) (PP (IN in) (NP (DT a) (NN bell) (NN tower))))) (. .)))
4657,4657,['contradiction'],4850734257.jpg#0,contradiction,4850734257.jpg#0r1c,A young boy is standing on a sports field holding a piece of sports equipment.,( ( A ( young boy ) ) ( ( is ( ( standing ( on ( a ( sports field ) ) ) ) ( holding ( ( a piece ) ( of ( sports equipment ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN boy)) (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (DT a) (NNS sports) (NN field))) (S (VP (VBG holding) (NP (NP (DT a) (NN piece)) (PP (IN of) (NP (NNS sports) (NN equipment)))))))) (. .))),a boy is sitting in a coffee shop.,( ( a boy ) ( ( is ( sitting ( in ( a ( coffee shop ) ) ) ) ) . ) ),(ROOT (S (NP (DT a) (NN boy)) (VP (VBZ is) (VP (VBG sitting) (PP (IN in) (NP (DT a) (NN coffee) (NN shop))))) (. .)))
2087,2087,['contradiction'],1873655403.jpg#1,contradiction,1873655403.jpg#1r3c,"Three male construction workers are examining something in a field, two of them are holding shovels.","( ( ( Three ( male ( construction workers ) ) ) ( are ( ( examining something ) ( in ( a field ) ) ) ) ) ( , ( ( two ( of them ) ) ( ( are ( holding shovels ) ) . ) ) ) )","(ROOT (S (S (NP (CD Three) (JJ male) (NN construction) (NNS workers)) (VP (VBP are) (VP (VBG examining) (NP (NN something)) (PP (IN in) (NP (DT a) (NN field)))))) (, ,) (NP (NP (CD two)) (PP (IN of) (NP (PRP them)))) (VP (VBP are) (VP (VBG holding) (NP (NNS shovels)))) (. .)))",Construction workers are sitting around a table playing poker.,( ( Construction workers ) ( ( are ( sitting ( around ( a ( table ( playing poker ) ) ) ) ) ) . ) ),(ROOT (S (NP (NN Construction) (NNS workers)) (VP (VBP are) (VP (VBG sitting) (PP (IN around) (NP (DT a) (NN table) (VBG playing) (NN poker))))) (. .)))
2813,2813,['contradiction'],6593497141.jpg#2,contradiction,6593497141.jpg#2r1c,A couple of old people playing instruments and singing.,( ( ( ( A couple ) ( of ( old people ) ) ) ( ( ( playing instruments ) and ) singing ) ) . ),(ROOT (NP (NP (NP (DT A) (NN couple)) (PP (IN of) (NP (JJ old) (NNS people)))) (VP (VP (VBG playing) (NP (NNS instruments))) (CC and) (VP (VBG singing))) (. .))),the old people are on their death beds watching tv,( ( the ( old people ) ) ( ( are ( on ( their ( death beds ) ) ) ) ( watching tv ) ) ),(ROOT (S (NP (DT the) (JJ old) (NNS people)) (VP (VBP are) (PP (IN on) (NP (PRP$ their) (NN death) (NNS beds))) (S (VP (VBG watching) (NP (NN tv)))))))
120,120,['contradiction'],262642489.jpg#2,contradiction,262642489.jpg#2r1c,Wet brown dog swims towards camera.,( ( Wet ( brown dog ) ) ( ( swims ( towards camera ) ) . ) ),(ROOT (S (NP (NNP Wet) (JJ brown) (NN dog)) (VP (VBZ swims) (PP (IN towards) (NP (NN camera)))) (. .))),The dog is sleeping in his bed.,( ( The dog ) ( ( is ( sleeping ( in ( his bed ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN dog)) (VP (VBZ is) (VP (VBG sleeping) (PP (IN in) (NP (PRP$ his) (NN bed))))) (. .)))
3102,3102,['contradiction'],4954753241.jpg#2,contradiction,4954753241.jpg#2r1c,Man and woman walking up the stairs to an overpass.,( ( ( ( Man and ) woman ) ( ( ( walking up ) ( the stairs ) ) ( to ( an overpass ) ) ) ) . ),(ROOT (NP (NP (NN Man) (CC and) (NN woman)) (VP (VBG walking) (PRT (RP up)) (NP (DT the) (NNS stairs)) (PP (TO to) (NP (DT an) (NN overpass)))) (. .))),A husband and wife are swimming in the ocean.,( ( A ( ( husband and ) wife ) ) ( ( are ( swimming ( in ( the ocean ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN husband) (CC and) (NN wife)) (VP (VBP are) (VP (VBG swimming) (PP (IN in) (NP (DT the) (NN ocean))))) (. .)))
3133,3133,['contradiction'],3776091206.jpg#0,contradiction,3776091206.jpg#0r5c,"A man wearing cutoff shorts, a tank top, and green sneakers sitting in a garden with a beer.","( ( ( A man ) ( wearing ( ( ( ( ( ( cutoff shorts ) , ) ( a ( tank top ) ) ) , ) and ) ( ( green sneakers ) ( sitting ( in ( ( a garden ) ( with ( a beer ) ) ) ) ) ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (NP (NN cutoff) (NNS shorts)) (, ,) (NP (DT a) (NN tank) (NN top)) (, ,) (CC and) (NP (NP (JJ green) (NNS sneakers)) (VP (VBG sitting) (PP (IN in) (NP (NP (DT a) (NN garden)) (PP (IN with) (NP (DT a) (NN beer))))))))) (. .)))",A woman is sitting and eating cake in a garden.,( ( A woman ) ( ( is ( ( ( sitting and ) eating ) ( cake ( in ( a garden ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG sitting) (CC and) (VBG eating) (NP (NP (NN cake)) (PP (IN in) (NP (DT a) (NN garden)))))) (. .)))
2866,2866,['contradiction'],2547137089.jpg#1,contradiction,2547137089.jpg#1r1c,Two Indian people are dancing at a wedding with flower petals all over the floor.,( ( Two ( Indian people ) ) ( ( are ( ( dancing ( at ( ( a wedding ) ( with ( flower petals ) ) ) ) ) ( all ( over ( the floor ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ Indian) (NNS people)) (VP (VBP are) (VP (VBG dancing) (PP (IN at) (NP (NP (DT a) (NN wedding)) (PP (IN with) (NP (NN flower) (NNS petals))))) (PP (ADVP (DT all)) (IN over) (NP (DT the) (NN floor))))) (. .))),Two Indian people eating a wedding dinner.,( ( ( Two ( Indian people ) ) ( eating ( a ( wedding dinner ) ) ) ) . ),(ROOT (NP (NP (CD Two) (JJ Indian) (NNS people)) (VP (VBG eating) (NP (DT a) (NN wedding) (NN dinner))) (. .)))
136,136,['contradiction'],2848418175.jpg#1,contradiction,2848418175.jpg#1r1c,"A man is leading a Clydesdale up a hay road, within a Old Country.","( ( A man ) ( ( is ( ( ( ( leading ( a Clydesdale ) ) ( up ( a ( hay road ) ) ) ) , ) ( within ( a ( Old Country ) ) ) ) ) . ) )","(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG leading) (NP (DT a) (NN Clydesdale)) (PP (IN up) (NP (DT a) (NN hay) (NN road))) (, ,) (PP (IN within) (NP (DT a) (NNP Old) (NNP Country))))) (. .)))",A woman in a gray business suit is drinking tea.,( ( ( A woman ) ( in ( a ( gray ( business suit ) ) ) ) ) ( ( is ( drinking tea ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (DT a) (JJ gray) (NN business) (NN suit)))) (VP (VBZ is) (VP (VBG drinking) (NP (NN tea)))) (. .)))
2551,2551,['contradiction'],3738551665.jpg#2,contradiction,3738551665.jpg#2r1c,A man with a drink cup is talking to another man.,( ( ( A man ) ( with ( a ( drink cup ) ) ) ) ( ( is ( talking ( to ( another man ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN drink) (NN cup)))) (VP (VBZ is) (VP (VBG talking) (PP (TO to) (NP (DT another) (NN man))))) (. .))),Five girls are talking.,( ( Five girls ) ( ( are talking ) . ) ),(ROOT (S (NP (CD Five) (NNS girls)) (VP (VBP are) (VP (VBG talking))) (. .)))
3629,3629,['contradiction'],5054184499.jpg#2,contradiction,5054184499.jpg#2r2c,A little girl walking down a dirt road behind a group of other walkers.,( ( ( A ( little girl ) ) ( ( ( walking down ) ( a ( dirt road ) ) ) ( behind ( ( a group ) ( of ( other walkers ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ little) (NN girl)) (VP (VBG walking) (PRT (RP down)) (NP (DT a) (NN dirt) (NN road)) (PP (IN behind) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (JJ other) (NNS walkers)))))) (. .))),"A little girl lying down, watching television.","( ( ( A ( little girl ) ) ( ( ( lying down ) , ) ( watching television ) ) ) . )","(ROOT (NP (NP (DT A) (JJ little) (NN girl)) (VP (VP (VBG lying) (PRT (RP down))) (, ,) (VP (VBG watching) (NP (NN television)))) (. .)))"
4620,4620,['contradiction'],4819772422.jpg#1,contradiction,4819772422.jpg#1r1c,A shirtless man in blue swimsuit bottoms holding swim goggles.,( ( ( A ( shirtless man ) ) ( in ( blue ( swimsuit ( bottoms holding ) ) ) ) ) ( ( swim goggles ) . ) ),(ROOT (S (NP (NP (DT A) (JJ shirtless) (NN man)) (PP (IN in) (NP (JJ blue) (NN swimsuit) (NNS bottoms) (NN holding)))) (VP (VBP swim) (NP (NNS goggles))) (. .))),A cat is eating food.,( ( A cat ) ( ( is ( eating food ) ) . ) ),(ROOT (S (NP (DT A) (NN cat)) (VP (VBZ is) (VP (VBG eating) (NP (NN food)))) (. .)))
3318,3318,['contradiction'],5914327.jpg#0,contradiction,5914327.jpg#0r3c,Two guys in blue shirts are standing on top of a construction surface doing construction work.,( ( ( Two guys ) ( in ( blue shirts ) ) ) ( ( are ( ( standing ( on ( top ( of ( a ( construction surface ) ) ) ) ) ) ( doing ( construction work ) ) ) ) . ) ),(ROOT (S (NP (NP (CD Two) (NNS guys)) (PP (IN in) (NP (JJ blue) (NNS shirts)))) (VP (VBP are) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (DT a) (NN construction) (NN surface))))) (S (VP (VBG doing) (NP (NN construction) (NN work)))))) (. .))),Two men drink wine and watch the opera.,( ( Two men ) ( ( ( ( drink wine ) and ) ( watch ( the opera ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS men)) (VP (VP (VBP drink) (NP (NN wine))) (CC and) (VP (VBP watch) (NP (DT the) (NN opera)))) (. .)))
4532,4532,['contradiction'],6827028.jpg#0,contradiction,6827028.jpg#0r1c,A man standing on a boat is pulling rope out of the ocean.,( ( ( A man ) ( standing ( on ( a boat ) ) ) ) ( ( is ( pulling ( rope ( out ( of ( the ocean ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG standing) (PP (IN on) (NP (DT a) (NN boat))))) (VP (VBZ is) (VP (VBG pulling) (NP (NP (NN rope)) (PP (RB out) (IN of) (NP (DT the) (NN ocean)))))) (. .))),The man is drinking a beer in a pub.,( ( The man ) ( ( is ( drinking ( ( a beer ) ( in ( a pub ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG drinking) (NP (NP (DT a) (NN beer)) (PP (IN in) (NP (DT a) (NN pub)))))) (. .)))
