,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
1871,1871,4,"If you want to find a star you'd have to look in space, but if you wanted to find one from the screen you should travel to where?",star,A. outer space,B. uganda,C. constellation,D. solar system,E. hollywood
2360,2360,2,"Jack saw little point to communicating beyond the basics.  To him, it was just a means to do what?",communicating,A. go swimming,B. making friends,C. exchange information,D. people to think,E. confusion
2239,2239,1,A person's hand hurts after hitting the bottle. What might happen to the bottle?,hitting bottle,A. alcoholism,B. breaking,C. fly,D. nausea,E. ticket
4014,4014,1,Jim's grass didn't get any sunlight because he parked his car over it.  The grass began to do what?,grass,A. continue to grow,B. turn brown,C. changes color with seasons,D. dry,E. burn
1734,1734,0,John liked to listen to music while he read.  He felt it helped him do what?,listen to music,A. understand,B. drive,C. stimulation,D. entertainment,E. relax
1692,1692,2,"The place specialized in colorful arrangements, but the also had a toy balloon or two where?",toy balloon,A. see work,B. birthday party,C. flower shop,D. parade,E. toy store
4092,4092,2,Where do people go to shop for fruit?,shop,A. have money,B. get money,C. go to market,D. use money,E. car lot
2609,2609,2,"Though he believed in the underdog the odds were not good enough, he instead pointed his money towards the what?",underdog,A. sure bet,B. top dog,C. favourite,D. favorite,E. safe bet
2576,2576,4,What is a reproduction of an original document called?,original,A. remake,B. mimeograph,C. reproduction,D. derivative,E. copy
1351,1351,2,Where would you find a trash can while enjoying the great outdoors?,trash can,A. water cooler,B. alley,C. park,D. food place,E. motel
4569,4569,1,What happens when people have no nourishment?,people,A. board ships,B. suffer hunger,C. study books,D. play computer games,E. believe in god
2745,2745,3,"If something isn't plain but has adornments, what is it called?",plain,A. bells and whistles,B. fancy,C. exotic,D. decorative,E. extravagant
4512,4512,3,"If a person is unhappy, what would be the opposite of that?",unhappy,A. joyful,B. exuberant,C. glad,D. happy,E. fat
1230,1230,3,"It was the first time they had met their new niece, it was good to have everybody together at the annual what?",niece,A. brother's house,B. family picture book,C. family tree,D. family reunion,E. book
2152,2152,1,"The arch was just one of many sites to see, but most preferred the stained glass at the what?",arch,A. doorway,B. cathedral,C. ancient rome,D. building,E. chapel
2400,2400,4,"I was creating art, what would be my end product?",creating art,A. controversy,B. communication,C. feeling of accomplishment,D. strong emotion,E. work of art
341,341,3,"If I have to keep track of how much oxygen there is, where am I?",oxygen,A. air,B. water,C. earth,D. space shuttle,E. tunnel
2553,2553,1,"He knew he no longer wanted to keep the clothes, but they were still good so he decided to do what?",keep,A. burn,B. give away,C. throw out,D. get rid,E. throw away
452,452,2,Billy bounced the ball off the wall.  There was a target on the wall for him to bounce against.  Where might he be?,ball,A. pool table,B. toy box,C. playroom,D. park,E. closet
3220,3220,1,"On the hot day, they liked to eat  ice cream, what was their goal?",eat ice cream,A. were hungry,B. cool down,C. get full,D. depressed,E. let melt in mouth
4553,4553,0,"The bus stop was downtown, who likely is responsible for operating it?",bus stop,A. city,B. urban area,C. towns,D. bus operator,E. airport
1958,1958,0,"A human could have the sweats from working out, but if they wake up with them they probably what?",human,A. have fever,B. need to leave,C. have to sleep,D. think and reason,E. torture
3909,3909,3,"John traveled deeper and deeper.  As he went, the light faded away until it was pitch black. Where might he be?",light,A. porch,B. attic,C. beach,D. ocean,E. universe
4946,4946,0,WHat do you use to recording something?,recording somethign,A. recorder,B. tape,C. i would write it on paper if possible..,D. documentation of facts,E. spell checker
4608,4608,3,"If people are shot in the head by a bullet, what is the likely result?",people,A. believe in god,B. migraine,C. complete high school,D. die suddenly,E. cross river
2292,2292,4,The religious man was explaining that his faith was something that only he could what?,faith,A. dream,B. light way,C. belief,D. trust,E. experience
95,95,3,WHat do cats get into when they are ripping things apart?,cat,A. dog's mouth,B. floor,C. garage,D. trouble,E. nature
3779,3779,4,What do fans do to players competing against each other?,competing against,A. frustration,B. ignore,C. injury,D. emotions,E. encouraging
1349,1349,0,Sally bought bubblegum. Where might she have gotten it?,bubblegum,A. supermarket,B. theater,C. street,D. pocket,E. church
1412,1412,2,Where does a lizard that needs warmth likely live?,lizard,A. garden,B. new mexico books,C. tropics,D. china,E. forrest
412,412,2,"John had a lot of respect for Jill, but not many other people did.  She faced a lot of what?",respect,A. ignoring,B. being rude,C. disparagement,D. contumely,E. uncertainty
1452,1452,1,Where would you find a tennis court made from red clay?,tennis court,A. new york,B. wimbledon,C. town,D. country club,E. health club
722,722,1,"The friends loved competing against one another, it was a good way to work their what?",competing,A. friendship,B. aggression,C. defeat,D. winning or losing,E. sweat
3316,3316,3,"The person was scared of violent burgulars, what did he do?",person,A. get a hanky.,B. cross street,C. feel sleepy,D. arm himself,E. receive mail
314,314,3,"People are purposefully harming others, what trait are they exhibiting?",people,A. deceptive,B. altruistic,C. stupid,D. cruel,E. agressive
4017,4017,2,Where did the monkey chase the weasel?,monkey,A. in the clouds,B. banana tree,C. mulberry bush,D. research laboratory,E. sailor suit
2478,2478,1,What is something bad not likely to be to anyone?,bad,A. profitable,B. beneficial,C. valued,D. competent,E. excellent
67,67,1,What does sex often make happen in people?,sex,A. making love,B. feel good,C. happyness,D. wonderful thing,E. cloud judgment
521,521,0,Where is a microphone boom likely to be covering a stock market event?,microphone boom,A. new york,B. concert,C. tv studio,D. gig,E. recording studio
716,716,4,"The window of the Honda was hit from the inside, not the outside. Where was most of the the broken glass found?",broken glass,A. bridge,B. in spain,C. beach,D. field,E. street
3858,3858,3,Dancing poorly in public may make you feel what?,dancing,A. exhaustion,B. recognizance,C. blisters,D. humiliation,E. fatigue
3456,3456,1,"You can find cards all sorts of places, but if you want to bet on them in all sorts of games where should you go?",cards,A. toy store,B. casino,C. table,D. table play,E. deck
644,644,3,Where would one find a captive monkey?,monkey,A. rain forest,B. tree tops,C. toy store,D. zoological gardens,E. great outdoors
2510,2510,0,Where does a human likely not want to be?,human,A. jail,B. church,C. school,D. house,E. park
3588,3588,4,When potatoes aren't raised in town where are they raised?,potatoes,A. farm,B. cellar,C. restaurant,D. boiled,E. countryside
2270,2270,2,What is a possible injury from jumping rope?,jumping rope,A. look silly,B. sweating,C. ankle sprain,D. high cholesterol,E. becoming tired
1843,1843,3,"The family sought a new place to care for their elderly mother, due to lethargic staffing, what type of staff did the previous facility have?",care,A. neglect,B. manual,C. indifferent,D. apathetic,E. disregard
188,188,3,"The people in class were instructed to brainstorm ideas, how would they use their minds for this?",people,A. shake hands,B. control events,C. talk to each other,D. think creatively,E. dress themselves
1830,1830,0,"A woodworker is missing a screw, where should he look for it?",screw,A. tool box,B. wall outlet fixture,C. on the ground,D. motorcycle,E. computer
4645,4645,3,"The local environmentalist and philanthropist passed away, he was memorialized on a bench located where?",bench,A. rest area,B. garden,C. bus depot,D. state park,E. bank
4794,4794,3,"The world is natural geographically divided in parts, but man artificially divided it into what?",world,A. universe,B. thought,C. cake slices,D. countries,E. messed up
4803,4803,3,Fencing is a sport and like other sports their is a risk of what?,fencing,A. pain,B. small cuts,C. competition,D. injury,E. puncture wound
68,68,4,Where would you see people in uniform playing with a ball?,ball,A. hole,B. television,C. sporting goods store,D. pool table,E. sporting event
1140,1140,2,"If I am a spectator at a trade show, what am I likely watching?",spectator,A. sporting event,B. racing,C. demonstration,D. show,E. watch event
483,483,0,What is not a safe way to transport jewelry on vacation?,jewelry,A. suitcase,B. department store,C. safe deposit box,D. these twos are not safe way to transport jewellery,E. lady's boudoir
1561,1561,4,"The work was done and it was a success, it was now time to what?",success,A. reproduce,B. jump around,C. have party,D. hear crowd go mad,E. celebrate
3383,3383,4,If your resting and your eyes close what may you be doing?,resting,A. laziness,B. feel better,C. laying down,D. relaxation,E. falling asleep
611,611,2,What could you put a table in if you want the table to be in your house?,table,A. library,B. demonstration,C. corner,D. football ground,E. rug
4062,4062,0,Smoking certain drugs will not have a desired effect without a proper what?,smoking,A. inhale,B. lighter,C. go outside,D. coughing,E. unhealthy
2522,2522,1,If someone is hurting someone else what is likely to happen from the police?,hurting else,A. anger,B. punishment,C. feel sad,D. sadness,E. suffering
2520,2520,1,"It was a cold morning, so staying staying in bed brought warm what?",staying in bed,A. resting,B. comfort,C. stubborn,D. bed sores,E. missing out
4356,4356,1,How could excessive heat do to cause you to fall down?,heat,A. apples,B. thin ice,C. sterilize,D. kill bacteria,E. blue metal
4022,4022,2,Where would you find a telephone directory in public?,telephone directory,A. office,B. house,C. phone booth,D. kitchen,E. amusement park
472,472,2,What would you normally expect a cat to say?,cat,A. see king,B. hello,C. meow,D. drink water,E. live many years
4019,4019,3,Where would you throw some pennies?,pennies,A. pocket,B. jar,C. worthless,D. water fountain,E. copper
874,874,4,What has highly criticized security?,security,A. university,B. concert,C. home,D. terminal,E. airport
4728,4728,1,Where do wings symbolize a transition has happened?,wings,A. airplane,B. heaven,C. flapping,D. pilot,E. detroit
1992,1992,2,When someone is having fun what will that result in emotionally?,having fun,A. glee,B. laughter,C. being happy,D. smiling,E. injuries
4540,4540,4,"Most humans by shoes in pairs, this is because they happen to have what?",humans,A. two ears,B. lay eggs,C. one head,D. a bad day,E. two feet
2689,2689,3,"The mother knew her children to be messy, so she always kept extra kleenex in her what?",kleenex,A. blow nose,B. box,C. wipe nose,D. purse,E. pocket
511,511,2,Someone who doesn't care about about someone else and wishes them to fail has what feeling towards them?,care,A. unfeeling,B. negligence,C. antipathy,D. indifferent,E. rapport
3888,3888,4,"In the morning you return to work, in the evening you?",return to work,A. get life,B. go to meeting,C. get out of bed,D. dressed,E. leave work
3433,3433,4,"Bob lights a fire in the wood stove in the winter, what does he want?",fire,A. emits light,B. warm hands,C. boil water,D. emit light,E. warm house
4981,4981,1,What would you most likely use a blower to remove snow from?,snow,A. canada,B. ground,C. mountains,D. surface of earth,E. yukon
4821,4821,3,When watching a movie in a theater it is important to listen to the dialogue so the crowd in the theater must be what?,listen,A. understand,B. able to hear,C. pay attention,D. very quiet,E. shut up
3420,3420,4,"His boss told him that he would be speaking to the group that afternoon, he needed him to share his knowledge at the next what?",knowledge,A. university,B. class,C. office party,D. book,E. meeting
2961,2961,1,John walked into the courtyard of a famous palace.  Where might he be?,courtyard,A. spain,B. versailles,C. courtroom,D. office complex,E. lawn
1376,1376,0,What must someone have in order to shop?,shop,A. have money,B. sleep,C. bring flowers,D. go to market,E. get money
4796,4796,3,What would a person be showing about their character by avoiding imprudent decsions?,imprudent,A. circumspect,B. immaturity,C. discreet,D. reasonable,E. prudent
2822,2822,2,Where could you find an apple tree?,apple tree,A. bloom,B. washington state,C. new hampshire,D. around water,E. sunshine
1414,1414,1,What does everyone try their whole life to be?,everybody,A. sad,B. happy,C. grow old,D. cat,E. believed
2223,2223,1,Why should people try learning language for business settings?,learning language,A. happiness,B. better communication,C. problems,D. confidence,E. comfortness
2554,2554,3,"If you've been in a rut and busy, taking the time and eating breakfast could help you have a what?",eating breakfast,A. dirty dishes,B. gain energy,C. bad breath,D. better day,E. gas
3800,3800,4,What do you have to do to learn to play violin?,play violin,A. tune,B. practise,C. relaxing,D. ask questions,E. take lessons
4409,4409,4,Where would a company's committee meet for a meeting?,committee,A. church,B. office building,C. city hall,D. zoo,E. boardroom
1713,1713,3,What is a computer user using Zillow have as a goal?,computer user,A. house,B. hell,C. office building,D. own home,E. car
2892,2892,1,James loved climbing.  What emotion might he feel from heights?,climbing,A. exhaustion,B. exhilaration,C. falling down,D. nervousness,E. vertigo
1956,1956,1,Where can you find dancing and a bar?,bar,A. party,B. nightclub,C. las vegas,D. restaurant,E. new york city
3175,3175,2,"The guy was going to bed instead of going to work, what does he suffer from?",going to bed,A. money,B. making love,C. laziness,D. dreaming of,E. falling asleep
2013,2013,2,"Though it was mostly overlooked, he thought he gave a very thoughtful reply to the what?",reply,A. ask,B. forward,C. question,D. initiate,E. answer
4501,4501,3,What should student do if they want to learn different ways of seeing the world?,students,A. study together,B. play games,C. better comprehension,D. study philosophy,E. further education
3796,3796,4,If the authorities see you hurting someone else what will happen to you?,hurting else,A. sadness,B. racial profiling,C. anger,D. suffering,E. arrested
767,767,0,Why might a person take a vacation?,person,A. relaxation,B. good things in life,C. admiration,D. own house,E. needs money
1902,1902,3,"She was in a kitchen of people who just moved in to town, where was she?",kitchen,A. home,B. tree house,C. friend's house,D. neighbor's house,E. restaurant
36,36,3,What is a great place to lay in the sun?,sun,A. in the basement,B. west,C. solar system,D. beach,E. beans
2844,2844,1,A projectile ball is in what after being launched?,projectile ball,A. catapult,B. motion,C. flintlock,D. arcade,E. tennis court
1646,1646,0,"They were hoping to attract visitors, so they installed lights, where were they installed?",lights,A. carnival,B. plane,C. yatch,D. turned at night,E. building
1971,1971,2,People who do not care about quality food are said to have what?,quality,A. cheap,B. convenient,C. bad taste,D. bad workmanship,E. poor workmanship
2296,2296,1,"The membrane could be observed through magnification, it protected the what?",membrane,A. protect,B. cell,C. filtration,D. animal,E. fresh egg
1845,1845,2,What is likely to happen if you're doing housework all day?,doing housework,A. boredom,B. tiredness,C. get tired,D. backache,E. get a clean house
946,946,0,Who does the government help with schools?,government,A. school children,B. parents,C. get money,D. require to pay taxes,E. take money
4699,4699,1,Where is garbage brought to by garbagemen?,garbage,A. trashcan,B. landfill,C. television,D. computer,E. dumpster
4632,4632,4,What drives the people to play well in fencing?,fencing,A. judge,B. perspiration,C. injury,D. severe injuries,E. competition
813,813,1,"The boy was too nervous to dance, so what was he doing progressively at the ball?",dance,A. dance like crazy,B. standing still,C. wallflower,D. stand still,E. like dancing
3218,3218,2,What do cats have but humans and some other animals do not have?,animals,A. bodies,B. tongues,C. tails,D. muscles,E. bones
3024,3024,0,"If people are at war with one another, what might they do as a consequence?",people,A. destroy each other,B. interact,C. talk to each other,D. run amok,E. desire to win
4596,4596,0,What is chatting with friends a type of?,chatting with friends,A. communication,B. happiness,C. laughter,D. agreement,E. fun
4872,4872,1,"He felt embarrassed he spilled his soup bowl, he knew the waiter who had to clean it up because he was at his favorite what?",bowl,A. cabinet,B. restaurant,C. apartment,D. dishwasher,E. washing machine
1518,1518,4,What can large amounts of water do over long periods of time?,water,A. room temperature,B. thin blood,C. make parks,D. take several forms,E. move mountains
4428,4428,1,Both sides in World War I used what to cause death that is now banned?,death,A. homicide,B. poisonous gas,C. cyanide,D. nuclear weapons,E. massive weapons
2142,2142,2,Billy bought pencils and put them in his what?,pencils,A. classroom,B. kitchen sink,C. backpack,D. cabinet,E. store
1566,1566,0,The president keeps his pajamas where?,president,A. white house,B. corporation,C. closet,D. country,E. government
2125,2125,3,What could other people be doing if someone is snoring?,snoring,A. loud noise,B. leave room,C. sleep disorders,D. complaining,E. death
4407,4407,3,"James wasn't a bad person, but he was bitter do to being trapped in a wheelchair.  James which he could be more what?",bad,A. superior,B. choice,C. worthy,D. upright,E. grateful
1397,1397,0,Most people recognize that earth experiences a set of distinct what?,earth,A. four seasons,B. one moon,C. cold tempurature,D. gravity,E. six populated continents
192,192,2,If you've thrown a rod you've done damage to what?,rod,A. fishing camp,B. hardware store,C. engine,D. your spine,E. sporting goods store
393,393,1,The rowdy frat boys shouted they would have fun and do what tonight?,have fun,A. do enjoy,B. get laid,C. enjoyable,D. work less,E. enjoy living
3379,3379,3,Where might a student grow a ficus?,ficus,A. flowerpot,B. farm,C. plant kingdom,D. science class,E. arboretum
3088,3088,3,"When people meet other people in a convivial setting, what tends to happen?",people,A. expect miracles,B. think of life,C. talk to each other,D. form friendships,E. arguments
1965,1965,0,If you have cleaned off dust here it may be difficult to do your homework where?,dust,A. desktop,B. closet,C. most buildings,D. surface of earth,E. stove
3853,3853,1,What does someone want to do fast when they complete something in a perfunctory way?,perfunctory,A. careful,B. complete,C. thoughtful,D. thorough,E. go on
4354,4354,0,"The hand was gentle, I washed around the dirt soly and softly.  But the chemicals were a different story.  They were very what?",gentle,A. harsh,B. firm,C. hatred,D. rough,E. hard
4610,4610,3,Where would you go to take a chair home?,chair,A. home,B. university,C. office,D. furniture store,E. church
263,263,0,what happens to a company when it is bankrupt?,company,A. liquidated,B. own resources,C. branch out,D. commit crime,E. game over
1039,1039,2,Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?,computer user,A. school,B. hell,C. internet cafe,D. office building,E. despair
2874,2874,4,Farmers will plant an apple tree because they do what?,tree,A. bud,B. state park,C. provide shelter,D. back yard,E. produce fruit
3391,3391,0,"The police saw the moving car, what did they know the suspect was doing?",moving car,A. driving,B. breathing,C. getting tired,D. ticket,E. accidents
1363,1363,4,What would cause a ship to stop moving?,ship,A. near shore,B. a romulian space craft,C. sail on sea,D. heading east,E. run aground
3548,3548,0,"While eating a hamburger with friends, what are people trying to do?",eating hamburger,A. have fun,B. indigestion,C. death,D. tasty,E. gas
3602,3602,3,"If one wanted great bar service and maybe a room afterwards, where would be a good place to go?",bar service,A. entertainment,B. train,C. motel,D. hotel,E. wedding
4307,4307,3,What requires a very strong leader?,leader,A. grocery store,B. country,C. organization,D. army,E. pack
3812,3812,4,"Stopping being married to her allowed him to again pursue his dreams, it brought him what?",stopping being married to,A. depression,B. wrong,C. relief,D. rememberance,E. pleasure
4466,4466,3,"As he left he questioned her love, he said if her was true she would what him?",love,A. paint,B. entertain,C. draw,D. wait for,E. please parents
4212,4212,0,"He was injured and on disability, what did he need to have to receive government benefits?",disability,A. qualification,B. competency,C. potence,D. competence,E. information
1438,1438,4,Where is a variety of birds likely to be?,birds,A. store,B. park,C. forest,D. air,E. countryside
3918,3918,2,Where were the cowboys herding the heifers across the property towards?,heifer,A. deep sea,B. slaughterhouse,C. cattle ranch,D. countryside,E. barnyard
4282,4282,2,"Sarah had a sharp mind, but she wasn't social. She was very what?",sharp,A. inaccurate,B. dull,C. inelegant,D. complimentary,E. boring
2338,2338,0,"If something is dull, what would it be after you fixed it?",dull,A. sharp,B. bright,C. exciting,D. interesting,E. intelligent
642,642,0,"The circus monkey waived a white surrender flag, the conductor joked the monkey must work in the what?",monkey,A. french government,B. friend's house,C. zoo,D. south africa,E. madagascar
323,323,1,"The parents thought their children should learn teamwork, what were they signed up for?",children,A. throw things,B. play sports,C. play games,D. play ball,E. play chess
1400,1400,2,"The playroom had many classic toys, the child spilled out each and every plastic monkey out of the what?",monkey,A. captivity,B. puzzle,C. barrel,D. thailand,E. rain forest
4607,4607,1,How is a soldier likely to travel?,soldier,A. carriage,B. armored car,C. trenches,D. tent,E. battlefield
520,520,0,"The animals weren't good at swimming, so it was hard for them to do what?",animals,A. pass water,B. bathe,C. listen to each other,D. feel pleasure,E. reproduce asexually
4116,4116,0,What would a christian student do if they are not good at learning?,christian,A. fail,B. believe in jesus christ,C. give up,D. commit sin,E. rebel
4868,4868,0,"A human seeks clothing and electronics in the same place, where does he go?",human,A. department store,B. space shuttle,C. new jersey,D. office,E. new orleans
300,300,1,"Many addicts turn to exercise to deal with their addictions, this is because it is a healthy way to do what?",exercise,A. condition heart,B. expend energy,C. laugh,D. stretch,E. weigh
348,348,2,What will you need to do to decide whether to be seeing artifacts?,seeing artifacts,A. learning,B. painful memories,C. thinking,D. awe inspiring,E. pleasure
3662,3662,1,Where would you find a monitor wall that is used for visualizing sounds?,monitor wall,A. cinema,B. studios,C. tv station,D. department store,E. hospital
288,288,0,For convenience some customers want things straight to the doorstep and use what?,customers,A. mail orders,B. demand satisfaction,C. place money on counter,D. pay merchants with money,E. spend money
4544,4544,4,"They were finding information on their political enemies, what did they hope to gain?",finding information,A. understanding of,B. get answers,C. happiness,D. gaining knowledge,E. power
4206,4206,0,What is happens when someone comes back from death?,death,A. rebirth,B. human experience,C. sadness,D. zombie,E. decomposition
4167,4167,1,What country is a marmoset from?,marmoset,A. rainforest,B. france,C. trees,D. wilderness,E. mountains
2644,2644,4,If you need more than just a definition perhaps you should put down the dictionary and pick up a what?,dictionary,A. novel,B. see work,C. thesaurus,D. determine word's definition,E. encyclopedia
917,917,0,"If a person does something to hurt someone else, they might do what?",person,A. feel sorry,B. trust god,C. cross street,D. ride a bike,E. lend money
4457,4457,2,"When people have a lot of things to do, what activity can help them organize?",people,A. fast track,B. trade places,C. make lists,D. believe in god,E. hurry along
756,756,1,"Everybody seemed to have a horse not just the regular gamblers, which event always brings out the biggest crowds to the sport?",horse,A. race track,B. kentucky derby,C. american southwest,D. triple crown,E. horse derby
930,930,1,Dan said that getting in line was the best choice because it would lead to what?,getting in line,A. being ordered,B. less confusion,C. boredom,D. standing in line,E. have to wait for
2342,2342,1,What could happen after relaxing for a long time by not doing anything?,relaxing,A. shut eyes,B. falling asleep,C. listening to music,D. reading,E. shut eyes
4071,4071,4,What might make a person smile?,person,A. headache,B. understand themselves,C. pain,D. own house,E. compliments
1273,1273,4,When can a person's death not be wanted by the person?,death,A. cyanide,B. love,C. burial,D. suicide,E. murder
3865,3865,1,LEds  are commonly found on kehyboards and other what?,led,A. television,B. electronic devices,C. pc board,D. electrical machine,E. dashboard
502,502,2,Danny was having fun singing in front of his class.   He has a lot of what?,having fun,A. laughter,B. being happy,C. glee,D. opera,E. injuries
357,357,2,What is made out of only one piece?,piece,A. jigsaw puzzle,B. chess game,C. puzzle box,D. jigsaw puzzel puxxle,E. puxxle
2479,2479,4,Where is someone living in new York City's bathroom located that they use the most?,bathroom,A. at hotel,B. restaurant,C. public building,D. public place,E. apartment
1279,1279,1,What is a good thing about playing football?,playing football,A. head injuries,B. having fun,C. death,D. concussions,E. getting hurt
3589,3589,2,"Some say they are at odds, but many find solace in both science and what?",science,A. history studies,B. geography,C. religion,D. math,E. ghosts
3690,3690,4,Where can you get a puck to take home?,puck,A. hockey rink,B. arcade,C. ice hockey game,D. locker room,E. sporting goods store
1559,1559,0,Each generation thinks the next's what just sounds like noise?,noise,A. music,B. ball stopped,C. quietness,D. alerting,E. silence
2474,2474,0,"The dog really liked the treats, which was good since they were for the health of his what?",dog,A. teeth,B. two eyes,C. four legs,D. one mouth,E. two ears
2533,2533,0,"A living person lays on their death bed, what awaits them soon?",living,A. expiration,B. massage,C. interaction,D. perspiration,E. respiration
4287,4287,4,What is someone who is bad unlikely to be called?,bad,A. delinquent,B. exceptional,C. advantageous,D. sufficient,E. virtuous
833,833,0,What business uses lots of potatoes?,potato,A. fast food restaurant,B. vegetable market,C. ireland,D. produce market,E. dessert spot
2049,2049,3,"John threw the trash on the field, which annoyed everyone.  Where might John be?",trash,A. wastepaper basket,B. garbage dump,C. park,D. soccer game,E. wastebasket
800,800,1,If you're known to buy presents for others often you would be called what?,buy presents for others,A. go shopping,B. generous,C. earn money,D. have money,E. gift buyer
217,217,1,"If an animal is tired, what is it likely to do?",animals,A. bite,B. lie down,C. keep alive,D. need to eat,E. go to sleep
1860,1860,4,Joe crossed the half court boundary and focused on 3 pointers.  What game is his playing?,boundary,A. society,B. sporting event,C. football,D. atlas or map,E. basketball
1059,1059,4,The mountain was one of many that surrounded the what below?,mountain,A. plains,B. create climbing challenge,C. molehill,D. field,E. dale
3592,3592,1,"The troublemaker had been hoping for a soft punishment, but the ruling handed down was quite what?",soft,A. ruled,B. harsh,C. abrasive,D. hard,E. sensible
694,694,3,What do people want to do when they love a place that they are going on vacation in?,going on vacation,A. pleasant thoughts,B. overspending,C. moving there,D. staying there,E. debt
3655,3655,3,"The exhausted football player was having trouble breathing fresh air, on the sideline he put on a mask to increase his what?",breathing fresh air,A. breathing,B. energy,C. think more clearly,D. oxygen intake,E. feeling refreshed
1232,1232,4,"The dental office handled a lot of patients who experienced traumatic mouth injury, where were these patients coming from?",dental office,A. town,B. michigan,C. office building,D. schools,E. hospital
2062,2062,3,Where did the two best friends end up having a slumber party?,friends,A. movie internet cafe,B. fraternity house,C. internet cafe,D. friend's house,E. school
3973,3973,2,What can seeing artifacts cause if you have already seen them many times before?,seeing artifacts,A. frightened,B. painful memories,C. pleasure,D. learning,E. thinking
2714,2714,0,The company just came out with some new buying products! It lets you purchase as much as you want! So what does it help you do?,buying products,A. spending money,B. bankruptcy,C. pleasure,D. debt,E. shopping
870,870,1,What do all humans have on the side of their head?,humans,A. two feet,B. two ears,C. horns,D. lay eggs,E. one head
982,982,2,What kind of radio does someone use to reach base?,base,A. vessel,B. box,C. transistor,D. submarine,E. lamp
421,421,1,What does a person looking for new things in life do?,person,A. become depressed,B. welcome change,C. thank god,D. experiences,E. pay bills
3733,3733,3,"Skiing can be very risky, it can be the cause of a very serious what?",skiing,A. fall down,B. fall in,C. getting cold,D. accident,E. trip and fall
