,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
178,23705,anetv_UH9qJ4Y6ENA,1174,A group of fencing students in a gym are practicing. A Daily Bruin logo,A group of fencing students in a gym are practicing.,A Daily Bruin logo,gen,appears on screen instructions.,is seen next to shown.,appears with two people behind them.,is lit up on the screen.,3
693,41880,anetv_o67-Z8n-jEE,10747,The monkeysee com logo appears with See how the experts do it. a man,The monkeysee com logo appears with See how the experts do it.,a man,gen,wearing a suit purple is talking off the camera as he is driven away into a building.,puts a glass on the ground and stirs it with a spoon.,is seated in front of a desk hitting the harmonica.,is jumping on a pogo how to walk and roller super fast.,0
971,1317,anetv_bi6C3kyP4mU,6221,Several men are pictured outside in their kayaking uniforms ready to start rafting. Several people begin rafting and they,Several men are pictured outside in their kayaking uniforms ready to start rafting.,Several people begin rafting and they,gen,go down the river with arrows to go around it.,are lining the snowy paths.,drink their beer below their decks as a tire crashing around them.,pass them in the water before they start skiing and get to a river.,3
983,53712,anetv_CYSyc4jy9-Q,2739,A person rides a bike in the gym. Two men wearing bouncing shoes,A person rides a bike in the gym.,Two men wearing bouncing shoes,gen,flips on an exercise table over the sensual biking routine.,walks in the snow rounding a car station.,sit in front of a toy exercise bike.,begin to gym with other sumo stilts.,2
83,47937,lsmdc3061_SNOW_FLOWER-29842,11167,"Someone turns back to her parents. With someone tugging her arm, someone reluctantly moves on, but her face",Someone turns back to her parents.,"With someone tugging her arm, someone reluctantly moves on, but her face",gold,is still firm on the fence.,is contorted by its intensity.,is too warm to her expression.,remains turned toward her cheerful mother.,3
781,32774,lsmdc1002_Harry_Potter_and_the_Half-Blood_Prince-72592,9346,"In the infirmary, people sit beside someone's bed, as Madam someone checks his temperature. Someone","In the infirmary, people sit beside someone's bed, as Madam someone checks his temperature.",Someone,gen,sucks the needle in both hands.,comes running through an open doorway.,"stops someone, who stands and looks at it.",vomits in on the nuts.,2
0,45676,lsmdc3019_COLOMBIANA-9199,11691,"Removing her belt, she flips it over her head, wraps it around the back of his neck, and faces him. She swings him into a fireplace and they both","Removing her belt, she flips it over her head, wraps it around the back of his neck, and faces him.",She swings him into a fireplace and they both,gold,look up at the ceiling.,fall over the bed - soaking fire.,wrap around each other's wrists.,tumble to the ground.,3
72,67750,lsmdc1057_Seven_pounds-97859,16157,She holds her mobile away from her and looks at it briefly. He,She holds her mobile away from her and looks at it briefly.,He,gen,closes someone's eyes.,glances over her shoulder.,reverses into the house.,shoots someone on the shoulder.,1
550,13142,lsmdc3083_TITANIC2-39387,4057,"Meanwhile, someone gazes out on open window along the private promenade. Stepping back into someone's suite, he","Meanwhile, someone gazes out on open window along the private promenade.","Stepping back into someone's suite, he",gold,peers cautiously from a corridor.,rests one hand on his heart and lets his partner tear him out.,reaches back inside of the truck and pulls out a tall knife wiper.,blows on his hands.,3
284,7551,lsmdc3070_THE_CALL-32729,16993,"Someone looks into her eyes, then steps back and leaves someone by the edge of the roof. She","Someone looks into her eyes, then steps back and leaves someone by the edge of the roof.",She,gold,covers herself and her family looks down at her and someone turns with her.,rubs her face and sets her chin between her hands.,"her left leg, she tucks in on her way to the elevator to call up a little.",cradles her head while gripping the steering wheel.,1
149,19356,anetv_Qq2vKc9hWUk,15649,A woman is standing inside a racquetball court. She,A woman is standing inside a racquetball court.,She,gold,rubs carpet hard over a wall.,is playing with a hockey stick.,picks out the ball and throws it at the other girl.,"starts hitting the ball, running after it.",3
947,44437,anetv_lKDTjsH9XtU,7223,A woman walks over to the slide. She,A woman walks over to the slide.,She,gold,begins braiding the orange tic.,bends down and begins crying.,lifts halfway around the platform and performs the same.,talks and shows how it is used.,3
161,24976,anetv_U6S8a3WI19w,14712,People are playing soccer on sand. People,People are playing soccer on sand.,People,gold,are standing on the sidelines watching.,are playing polo on a field.,start running indoors running around the bases.,are playing soccer in a field.,0
665,40824,lsmdc1047_Defiance-91699,11167,"He leaps on her back, knocking her down. She","He leaps on her back, knocking her down.",She,gen,"kicks someone back in the door, another officer prepares for the attack.",slams him against her shoulder with the door.,jumps off her feet and throws them over the tree.,lands on a beam and drops her onto the ground.,1
10,43844,anetv_p4cQt5On74M,16821,"They continue to move around and hitting the ball with a long racket. As they game goes on, the referee",They continue to move around and hitting the ball with a long racket.,"As they game goes on, the referee",gen,gets off the machine.,takes off shoes and walks over to the two children.,is still playing and talking to the camera.,continue to play as the guy over their knees to hit.,3
504,672,lsmdc1008_Spider-Man2-75584,10306,She turns away and crosses to a yellow cab. She,She turns away and crosses to a yellow cab.,She,gold,takes a seat at the foot of the bed.,"opens the door of the cab and, before getting in, turns to look at him once more.",stops on the bar and stares at it.,"lies motionless on the beach, completely oblivious.",1
111,37923,lsmdc1033_Sherlock_Holmes_A_Game_of_Shadows-85140,6033,"As he leans against a tree, a guard comes at him. The bullet hits the tree, then the guard","As he leans against a tree, a guard comes at him.","The bullet hits the tree, then the guard",gen,returns from the frightened firewood.,arrives in the undergrowth.,gets over and fans himself with the heel of his hand.,is moving towards the dead figure.,3
13,31901,anetv_hLyHeVmMDGU,13242,Athletes pole vault over a high bar in a competition. Athletes and fans,Athletes pole vault over a high bar in a competition.,Athletes and fans,gold,meet after the event talking and signing autographs.,are drinking before the event.,celebrate during the competition.,stand watch in the arena.,0
889,17670,anetv_wCG7f6naJsQ,5904,After that he cleans the inside rim of the greasy axle with his finger. Then he,After that he cleans the inside rim of the greasy axle with his finger.,Then he,gold,takes the washer and cleans it further to fix it back into the axle.,uses hands to block the steel using his hands.,puts a knife under a stack of tape and starts to reach the hole.,pulls the ski and spreads it sideways down to the surface.,0
263,63962,lsmdc3013_BURLESQUE-4911,11720,Someone joins her at a mirror and zips up her dress. He,Someone joins her at a mirror and zips up her dress.,He,gen,shuts his eyes as he looks into her space.,hands over the food.,gives an uneasy smile.,"kisses someone on the head, then returns to a lounge.",2
671,72744,anetv_0hdwFR5qWz4,3506,We see people celebrating their victory. A crowd,We see people celebrating their victory.,A crowd,gen,is interviewed as they watch the game.,is cheering around them.,stands on people watching.,prepares for the event.,1
735,49920,lsmdc3072_THE_GIRL_WITH_THE_DRAGON_TATTOO-33658,16367,Someone allows a brief eager smirk as she enters his apartment. He,Someone allows a brief eager smirk as she enters his apartment.,He,gold,looks over the assembled couple and closes his eyes.,walks in to a window with someone.,gets out of the lift with her comforter.,shuts the door and lingers in front of it.,3
415,6117,anetv_-ceM4HHukhE,18021,A man sits down on an exercise machine. He,A man sits down on an exercise machine.,He,gold,man talks to the camera.,stops moving the machine and continues to look at the camera.,begins working out on the machine.,sets it down in front of him.,2
551,16617,anetv_MyMYuXh8E0Y,3062,A second man in a blue hoodie walks in and talks to the camera. The man in the black hoodie,A second man in a blue hoodie walks in and talks to the camera.,The man in the black hoodie,gen,talks off the bathroom and his arms is fiddling with the handle of his white light.,puts either rope and the ropes into the air before flexing.,goes to turning blue and walks past a line of white tables filled with buckets.,continues to talk animatedly.,3
752,10450,anetv_uG2sRzp5Bk4,17124,He puts more cards on the table and takes a hand to earn more tokens. Information on how to download the app,He puts more cards on the table and takes a hand to earn more tokens.,Information on how to download the app,gold,are shown as well as the credits.,is shown before a table.,is easier going on.,is provided on the screen.,3
450,73052,anetv_tBNOJJx4Z9k,1892,She removes a bottle from her cabinet and sets it down. She then,She removes a bottle from her cabinet and sets it down.,She then,gold,rubs soap more down the shirt.,takes a piece of cheese and pushes it for a few seconds.,shows a newspaper and applies sunscreen.,shows how to fill a cup and use it for washing.,3
499,7855,anetv_YuuWL4EK7Q4,2945,We see a man in a sling talking to the camera. We,We see a man in a sling talking to the camera.,We,gen,see the man with the left dart and finish talking.,see the transport of stones in blue.,then see the smoke up close.,see a man spraying snow on a car.,2
539,12696,lsmdc3037_IRON_MAN2-17131,312,"Someone stands, then sits on the desk by someone. Someone","Someone stands, then sits on the desk by someone.",Someone,gen,arrives at the telegraph office.,stands with his eyes closed.,"looks down at the dancers blankly, red.",stares at him serious.,3
371,3466,lsmdc1009_Spider-Man3-76519,15603,Someone is waiting for someone. She,Someone is waiting for someone.,She,gold,'s desk has gone.,"grunts, then looks at the house then glares at the demolished buildings.","shrinks, half covering.",takes a deep unhappy breath.,3
935,25020,lsmdc1052_Harry_Potter_and_the_order_of_phoenix-94969,14279,Someone is a plucky small boy. He,Someone is a plucky small boy.,He,gold,faces someone and prepares himself.,"stares at the locket, which bursts through the branches.",follows the concentration wringing.,shakes off his head horn.,0
419,45811,lsmdc3049_MORNING_GLORY-23679,13603,Someone leans over and kisses someone on the cheek. She,Someone leans over and kisses someone on the cheek.,She,gold,"sits opposite someone in his office, as he leafs through graphs and charts.",slips away.,hesitates and has a woman lying on his back.,looks her lover proud of her mother.,0
909,14854,lsmdc0021_Rear_Window-58244,9623,"We now observe that two small lit candles adorn the table, and the rest of the room lights are out. The brightness drains from someone's face, and she","We now observe that two small lit candles adorn the table, and the rest of the room lights are out.","The brightness drains from someone's face, and she",gold,stares deeply into her eyes.,lowers her eyes slowly toward the table.,"begins to cry, then her light smokes, locked in a tiny heap and tenses.","does herself as if usual reflection ceases, then turns and walks away.",1
967,17208,lsmdc3088_WHATS_YOUR_NUMBER-42227,2952,"Sitting on the floor, he kicks the ball. Someone","Sitting on the floor, he kicks the ball.",Someone,gold,"reaches to help him up, but pulls away.",reaches for the ball to run the ball across the ice.,beats someone and spins with his face.,"flings the door shut, then hurries down the hall and enters a barrel.",0
165,23785,lsmdc1049_Harry_Potter_and_the_chamber_of_secrets-93468,15851,Everyone is gathered in the great hall. He,Everyone is gathered in the great hall.,He,gen,"rises, talking on the phone.",points to someone.,"sees someone talking to someone, who has her room of guests.",and someone are startled.,1
747,66822,lsmdc0010_Frau_Ohne_Gewissen-51522,19296,He pushes the swing door open and holds it for her. Someone,He pushes the swing door open and holds it for her.,Someone,gold,comes in and brings the girls out.,rides the bottle along the back of the dresser and sets it on top of her.,"comes up level with someone and leads her towards his office, camera with them.",turns walking out her mower.,2
433,71525,anetv_jRXF5_vNUWE,19176,"They start their routine and are in sync not missing a beat. They flip clearing the middle of the stage and then they start a line in the middle, throwing girl up and bringing them down and catching them, they",They start their routine and are in sync not missing a beat.,"They flip clearing the middle of the stage and then they start a line in the middle, throwing girl up and bringing them down and catching them, they",gold,seem to smile and clap their hands and killing their car.,continue dancing and go back and forth.,"glide down the mat, down before the group.",continue on with their routine.,3
681,18959,anetv_FXl3qRRs9jw,12766,A man in a red shirt is talking into a microphone. A man,A man in a red shirt is talking into a microphone.,A man,gen,starts dancing in front of the crowd.,is playing some drums behind a drum set.,is standing on a stage in a microphone.,is holding a flute in a blue microphone.,2
254,29536,anetv_fzp5ooc727c,16988,Then one man stands in a field holding a wooden object and begins twisting it. He then,Then one man stands in a field holding a wooden object and begins twisting it.,He then,gold,jumps down and swings back and forth.,ties up a side and lands in front of the rail again.,bends down and grabs a ball.,misses the punching and runs into the house.,2
20,3544,lsmdc1062_Day_the_Earth_stood_still-100878,6832,"Someone looks around, hearing the sirens. Someone","Someone looks around, hearing the sirens.",Someone,gold,is stepping alongside the bone elevator.,guided someone to chase him a glance.,'s with the defense secretary.,pulls someone outside with broken wings.,2
175,15065,lsmdc1062_Day_the_Earth_stood_still-100619,12614,Torches mounted on rifles cut shafts of light through the dense gloom. Someone,Torches mounted on rifles cut shafts of light through the dense gloom.,Someone,gold,is sitting naked beneath the open stall door.,heads down a shadowy wall where the aerial of a river sprawls with an impressive mountain site.,has now seen the ruins of the school.,advances with the others through the mist.,3
228,6926,anetv_9KPRS9y8Fvo,4877,A man sits and swings on a playground swing next to a baby. The baby,A man sits and swings on a playground swing next to a baby.,The baby,gold,lays down and walks round the monkey bars.,flips off four swings.,bends down and grabs him with a knife.,laughs as he swings back and forth.,3
956,5530,lsmdc3024_EASY_A-11656,4504,Someone and someone swap disgusted looks. Someone,Someone and someone swap disgusted looks.,Someone,gen,shoot off his windshield panes into the mirror.,"hammers a stack of removed from it, putting them onto a brass - piece japan roof.",lifts someone 'jacket from his waist.,examines his hairy hands.,3
189,18051,lsmdc1057_Seven_pounds-97564,9699,Someone's smart saloon pulls up outside an olive green clapboard house with a white picket fence. A black and white Great Dane,Someone's smart saloon pulls up outside an olive green clapboard house with a white picket fence.,A black and white Great Dane,gold,stands barking at him in the garden.,travels up the wharf.,looks through students from the outside.,sitting in bed in a apartment.,0
381,56759,lsmdc3038_ITS_COMPLICATED-17156,18529,As someone disappears down the long driveway her sister's boyfriend wraps his arm around someone. As she,As someone disappears down the long driveway her sister's boyfriend wraps his arm around someone.,As she,gold,"walks on, he packs the boxer with his own bowl of whisky.",wraps her arms around his neck and kisses someone's torn cheek.,"leaves, people from the windows of the balcony.",starts toward the house.,3
364,49818,lsmdc3013_BURLESQUE-4887,13517,Someone struggles to uncap a spray bottle. Someone,Someone struggles to uncap a spray bottle.,Someone,gold,pokes the tables aside and grabs a pistol.,kicks into the groin.,"easily removes the cap, then leans closer.",opens a door for a suite bathroom.,2
821,8836,anetv_zto8JvkVLVw,3704,The man then jumps on the bar and begins performing a gymnastics routine. The man,The man then jumps on the bar and begins performing a gymnastics routine.,The man,gold,continues to spin around while waving his arms in the air.,continues to spin himself around and jumps off with his arms up.,twirls himself back and fourth and performs as well with his arms up.,watches with the kids smoke as the man dismounts from their seats releasing his hands and the boys watch with him.,1
854,54296,anetv_0-ReTddxkhg,16742,The woman in black makes a face to the camera. Both girls,The woman in black makes a face to the camera.,Both girls,gold,come out and then stand in front of them.,bend over a bit in front of the camera.,shake on their hair to style her braid.,are finished indoors the whole time.,1
421,68272,lsmdc3042_KARATE_KID-20190,18233,A referee lowers two flags between them. Someone Ping,A referee lowers two flags between them.,Someone Ping,gold,looks down at someone.,"charges at someone, who sidesteps his attack.",stands at the far end of the field.,the goalies into the casket and pulls out halves.,1
785,63117,lsmdc1050_Harry_Potter_and_the_deathly_hallows_Disk_One-94325,488,"He wraps the blanket tight around his shoulders. Behind him, a dim light",He wraps the blanket tight around his shoulders.,"Behind him, a dim light",gen,shines from the plain of a small tree trunk.,glows from the moon above.,glows within the figure.,glows behind the surrounding trees.,1
222,17736,anetv_0KqeKi2CBqg,3470,A waiter brings them coffee in white mugs. Several clips,A waiter brings them coffee in white mugs.,Several clips,gold,are then shown of the blonde woman talking to various people.,are shown of people breaking their shoes.,are shown of people dancing together and making dancers in the water.,are shown of people playing the game of ice cream.,0
953,14082,anetv_msiX-xky6Ac,13329,Several kids are outside of their school and they jump up with joy and the title of their school is then shown. A kid then,Several kids are outside of their school and they jump up with joy and the title of their school is then shown.,A kid then,gen,"bob and the young boy in a trampoline, twist the boy in the air and falls in the ground.",stands on a trampoline is shown how to skateboard and tug.,talks to the camera about how to make a castle.,shown hugging a boy wearing a shirt and waving to the camera a little seated away.,3
352,30767,lsmdc3005_ABRAHAM_LINCOLN_VAMPIRE_HUNTER-2332,5269,"Beaming shyly, the little boy leaves with a jaunty stride. Someone","Beaming shyly, the little boy leaves with a jaunty stride.",Someone,gold,climbs to the end of the corridor.,steps back to greet the snowy owl - like creature.,gazes after him lovingly as someone tosses down a paper.,stands in the hem of the gown.,2
183,45151,lsmdc0007_DIE_NACHT_DES_JAEGERS-49354,5471,"Someone, frankly bored, dangling her doll, is yawning. Someone, as he finishes undoing rope from a willow root,","Someone, frankly bored, dangling her doll, is yawning.","Someone, as he finishes undoing rope from a willow root,",gold,locks it into the wall.,"joins someone, who's at the far end of the clearing, still something static, two taller to the line.","looks up and around, checking on pursuit.",sits on benches in a railway line.,2
114,56135,anetv_9o2iojC7gSw,15833,The athlete sits with a coach and watches a tv screen. The athlete,The athlete sits with a coach and watches a tv screen.,The athlete,gold,rises to the ground in a punch and jumps over the pole as it goes down.,"throws several goals, then celebrating and scores.","performs a back flip, spins several times with the machine, then doing multiple flips.",stands and talks on the track and does a warm up run jumping on the mats.,3
962,45345,anetv_wpxozv4Yois,11198,"A sped up view is shown of a road, then a family inside the car. They","A sped up view is shown of a road, then a family inside the car.",They,gen,continue skiing near the bottom of a rope ladder.,are floating through the snow from the mountains.,speak about a area before they drive back.,walk back and forth to where the earth is working as the place is completed.,2
486,48309,anetv_0zjA3KPnLK8,4392,Two men are seen kneeling down before one another in front of a large crowd. One,Two men are seen kneeling down before one another in front of a large crowd.,One,gold,moving continuously in the shots and men speak to one another and end by walking away.,adjusts his crutches as he stands.,people continue and begin to chase the ball around.,throws the other down and leads into another fight between two men.,3
147,36629,lsmdc0017_Pianist-55787,4288,People stroll along a tree - lined street with bombed - out buildings and rubble. She,People stroll along a tree - lined street with bombed - out buildings and rubble.,She,gold,columns near town are crowded.,heads down a hallway decorated with santa buildings.,"flicks admiring, almost loving glances at him as they walk and talk.",admires someone's black luxury sedan.,2
609,13313,lsmdc3085_TRUE_GRIT-40913,14537,"Someone's coffin is loaded onto a train. Ashen faced, someone",Someone's coffin is loaded onto a train.,"Ashen faced, someone",gen,steps out of the jet.,watches with devastated eyes.,looks away from his mirror.,climbs onto the wreckage.,1
645,70590,lsmdc3055_PROMETHEUS-27163,5654,"Someone shovels in, removes her helmet and sets it aside. Sparks","Someone shovels in, removes her helmet and sets it aside.",Sparks,gold,points to her ear.,hit a construction sill and goes indoors.,gets off the wheel and crosses the weeds again.,"rain down erratically from the ceiling as she ventures past the bar, her axe ready, and approaches a doorway.",3
883,63909,lsmdc1034_Super_8-8043,12496,"Their faces grimed from the explosions, people regard each other for a moment. Then someone","Their faces grimed from the explosions, people regard each other for a moment.",Then someone,gen,springs up and marches around.,slides down a wad of cash.,stops walking and sets his headphones on someone.,plunks as he pinches a finger.,0
334,28938,anetv_D_zM6YmlUnw,18888,She slices a tomato on a wood block with the knife. She,She slices a tomato on a wood block with the knife.,She,gen,places the knife on the pumpkin with a hand.,goes upstairs while someone watches her and waits.,uses a knife to remove some bolts.,squeezes out some goo and a fish.,1
851,51174,anetv_SGQQSH88isc,10350,The lady throws darts a a bulletin board. We,The lady throws darts a a bulletin board.,We,gen,see them playing in slow motion.,see a couple dealing bag cards on a table.,see the ending screen screen.,see a man skating on a curling court with a camera.,0
384,65885,lsmdc3082_TITANIC1-38217,14005,"The crewmen lower the lifeboat. In the Master at Arms office, someone",The crewmen lower the lifeboat.,"In the Master at Arms office, someone",gen,"glances over at the band members as he begins to move, but is extraordinarily hard on his hands than his presence at the music",joins his family gathered in the dining room.,approaches someone from behind.,climbs aboard and scans the passengers.,3
244,57873,lsmdc0041_The_Sixth_Sense-68016,6625,She fixes one of the many bouquets of flowers on the table. It,She fixes one of the many bouquets of flowers on the table.,It,gold,takes her a beat before she feels the stare.,manager faces the girls.,is given the dog a website.,washers a woman's hair and waves them up.,0
943,29364,lsmdc3037_IRON_MAN2-16632,7414,"Outside, the party - goers watch through a huge wall of glass surrounding the room. Someone","Outside, the party - goers watch through a huge wall of glass surrounding the room.",Someone,gold,"easily unroll the bomb, opening it in all shapes and poses.","alcove close one of the trio, through another curtain by one corner.",swats him toward the parking and disappears under the door.,throws someone to the floor.,3
670,55368,lsmdc0023_THE_BUTTERFLY_EFFECT-59676,3333,"Someone's hands instinctively reach for his throat, then he realizes his surroundings. Someone","Someone's hands instinctively reach for his throat, then he realizes his surroundings.",Someone,gen,turns on the monitor.,slips down the taxicab contents.,dodges away from his friends.,looks back to his associate and stares at the entrance everyone students.,0
896,45504,lsmdc1045_An_education-90354,14749,Her parents study her as she reads it. She,Her parents study her as she reads it.,She,gold,encounters the broken bookshelf.,brings and pets someone across the mouth.,puts the envelope down and leaves the kitchen.,"steps away, then cries back to him, wrapping his arms around her.",2
432,41761,anetv_F3FjEM9ls0o,9044,A guy sits behind a drum set. The guy,A guy sits behind a drum set.,The guy,gold,scrapes the saxophone in the air.,get up and fixes his stool and then sits again.,lifts a small barbell up.,plays an acoustic guitar while playing guitar.,1
270,193,lsmdc3086_UGLY_TRUTH-6017,160,She lustfully eyes him up and down. He,She lustfully eyes him up and down.,He,gold,"swallows anxiously, his eyes glistening with tears.",arches a brow and points to the door.,stops and glances around at the empty derby.,hands down his phone and leaves.,1
933,53206,anetv_j4-w606GnYw,7772,A large group of people are seen standing in a dance studio and lead into performing a dance routine together with a man leading in front. The group,A large group of people are seen standing in a dance studio and lead into performing a dance routine together with a man leading in front.,The group,gen,continues dancing while moving with one another and end by talking to the camera.,"continues dancing around each other, riding away and ends with them smiling in the end.",continues dancing all around the area and ends by walking away.,begin performing a tango routine while dancing around.,3
643,60757,anetv_nuaTROuaZPY,2732,He crouches in front of a pile of kindling. He,He crouches in front of a pile of kindling.,He,gold,then pulls the light gun from his hand and keeps it together.,dumps a pile of dried red dogs across the table.,shows the proper technique for building a fire.,are dangling under a filter pipe.,2
251,50566,anetv_MnZ9L54twws,6412,Two men are in a lake in a canoe. the man,Two men are in a lake in a canoe.,the man,gen,"is floating on a fast board, holding a sign on one side of the ship.",walks out of a river with the paddle.,explains how to use a pair of vacuums.,"helps them up snow and other trainers stop him, but they are also shown there.",0
113,67699,lsmdc3022_DINNER_FOR_SCHMUCKS-10485,4134,Someone seethes and pulls up a chair. Someone,Someone seethes and pulls up a chair.,Someone,gold,makes a wild point as she turns to someone.,"starts to hold someone, then turns and gets out of bed.","peers adoringly, then lowers his eyes and gives her a sly look.",shakes hands with someone.,3
874,31686,lsmdc3028_GHOST_RIDER_SPIRIT_OF_VENGEANCE-12719,13164,Someone shakes loose of his grasp and follows someone. Someone,Someone shakes loose of his grasp and follows someone.,Someone,gold,runs under a bridge along a river.,quickly turns his sniffling gaze on someone.,submerges all the way up.,shakes someone's head and storms away.,0
101,1679,lsmdc3061_SNOW_FLOWER-30455,18567,"Her lips spread into a sleepy smile. Staring at the ceiling, someone",Her lips spread into a sleepy smile.,"Staring at the ceiling, someone",gen,spots a group of hors d'oeuvres teenagers gathered at her side.,opens the front door.,stares from the ceiling.,wearily shakes her head.,3
493,20920,lsmdc1050_Harry_Potter_and_the_deathly_hallows_Disk_One-93608,10032,"Someone grabs the handlebars, forcing the motorbike up into the air. Someone","Someone grabs the handlebars, forcing the motorbike up into the air.",Someone,gold,is sitting coming the parking polaroid.,enters and picks himself up.,flies towards them and attacks the chasing death eater.,he goes inside.,2
622,40900,anetv_wBwBm7Ju9a8,3910,"Now the woman is standing at an outdoor pool talking and she jumps off of the diving board first, does a few flips and then lands in the water. The man appears in front of the camera holding up a small speedo, he shakes his head in disapproval of the speedos, throws it on the camera, and they","Now the woman is standing at an outdoor pool talking and she jumps off of the diving board first, does a few flips and then lands in the water.","The man appears in front of the camera holding up a small speedo, he shakes his head in disapproval of the speedos, throws it on the camera, and they",gold,continue on playing and the camera goes around and black as the video continues.,come back to the camera again.,go up to the diving area on the surrounding of the pool as both friends watch them from other angles.,show him doing leg warm ups wearing a long pair of swimming shorts.,3
152,61510,lsmdc3038_ITS_COMPLICATED-17278,8107,Someone waits in her yard where two ladders. She,Someone waits in her yard where two ladders.,She,gen,"climbs out of the back of a cab, as a girl in a yellow shirt has him up.",descends the foreground winding from her thousands.,crawls at the bride's fringe.,falls to the ground and lets himself in as someone passes inside town.,2
232,43124,anetv_3j52keiQuiw,17989,A gymnast mounts a low beam in front of a crowd. She,A gymnast mounts a low beam in front of a crowd.,She,gen,mounts the board and lands in the sand.,does a baton routine and performs several flips on the beam.,starts about hooping spins and flips.,hops to the beam and jump over her feet.,1
217,9828,lsmdc3034_IDES_OF_MARCH-3066,17581,"At the clinic, a lamp softly illuminates the dusky waiting room. On the road, someone","At the clinic, a lamp softly illuminates the dusky waiting room.","On the road, someone",gold,races toward someone's door.,stares blearily down at the sleeping killer.,turns his face in a kiss.,stares ahead with a sullen gaze.,3
356,54932,anetv__4LZrf1GL1s,4952,Several clips are shown of people drinking shots and walking around an area. The people,Several clips are shown of people drinking shots and walking around an area.,The people,gen,take turns balls all down the beach and crashing into one another.,continue speaking to one another and speaking more shots.,hold up kites and help them several times.,walk back and fourth while moving around and bumping into each other.,1
31,18926,anetv_coEvniePQLA,18455,They skin lemons and set them on the plate. They,They skin lemons and set them on the plate.,They,gold,are engaged in a game of polo as well as people.,are done with girls chips frosting.,fix their bowls and walks away by the barn.,put the fruit into a juicer and pour the juice into a large jug.,3
768,55547,lsmdc0014_Ist_das_Leben_nicht_schoen-55250,13653,"Someone closes the cover of the book, and points to the bell. He","Someone closes the cover of the book, and points to the bell.",He,gold,adjusts it thoughtfully.,looks up toward the ceiling and winks.,focuses on the gum stub.,steps cautiously forward as someone approaches them pouring.,1
368,22187,anetv_OVRYoPA6h-Y,14127,A man hits the 8 ball with a croquet mallet and does a little dance. A woman,A man hits the 8 ball with a croquet mallet and does a little dance.,A woman,gold,hits 1 bowling ball against another with a mallet.,attempts to pull the model's hair in front of her face.,lays on the side of the pool blocking for pins.,stands up and throws the ball on the ground several times.,0
