,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
390,34907,lsmdc1059_The_devil_wears_prada-98880,13030,"She gazes out off the window, wide - eyed with excitement as they pass the city's grand buildings, shops, and hotels and the imposing Arc de Triomphe. Someone occasionally","She gazes out off the window, wide - eyed with excitement as they pass the city's grand buildings, shops, and hotels and the imposing Arc de Triomphe.",Someone occasionally,gold,"raises an arm above the audience, as lights go by.",glances over her spectacles at the view.,shows on someone's route as he rides along the rainy street.,climbs up onto the beam leading to the amazing patio.,1
440,71835,lsmdc1049_Harry_Potter_and_the_chamber_of_secrets-92608,12002,Someone dives for the window but someone grabs his foot. Someone,Someone dives for the window but someone grabs his foot.,Someone,gen,pulls him backwards and lays him on his back.,forces him to the ground and whips him in.,attacks someone with the devil legs.,dances and looks up at the army balustrade framed in the floor.,0
904,46474,anetv_uINj6L2EEUs,14858,Two athletes enter through a hallway then place boards into a log to stand on while chopping it down. Athletes,Two athletes enter through a hallway then place boards into a log to stand on while chopping it down.,Athletes,gold,lay spackling as a bullet lassoes the charge off while two girls attempt to arm wrestle.,begin a series of many and slow motion as they watch.,enter a round where they are then let out another bowl of icons and the same assist showing off some cooking.,compete in a chainsaw competition and saw through large logs before congratulating each other.,3
1,39067,anetv_S2VKbwm0uE8,11458,A man is seen giving the camera a piece sign while others around him talk and gear up. One man,A man is seen giving the camera a piece sign while others around him talk and gear up.,One man,gold,is then seen skating around the parts of the building.,starts walking along the roof of the building.,puts cleaner on his back while still looking back to the camera.,is then seen stepping up on a platform and jumping off the side.,3
157,42072,lsmdc0006_Clerks-48940,1261,He suddenly snaps his eyes open. Someone,He suddenly snaps his eyes open.,Someone,gen,gives him a disappointed look.,goes up to the mountains overlooking the mountain.,"drives, now shutting the door behind someone, but is followed by by someone.",jumps in backwards from the subway.,0
257,9374,lsmdc3001_21_JUMP_STREET-329,11421,"As someone and his friends watch, someone mouths, This woman's crazy.. He","As someone and his friends watch, someone mouths, This woman's crazy..",He,gen,holds up a revolver.,finishes talking in front of a band.,cuts off her then walkie - talkie.,shakes his head and turns away toward the tv.,3
115,28985,anetv_q6sLCLnTuik,8289,The man blow dries the woman's hair using a round brush. He then,The man blow dries the woman's hair using a round brush.,He then,gold,styles it with a comb.,tucks her hair into his glasses and tosses the towel into the chair.,combs the length of the hair.,stops and dries his hair.,0
690,49045,anetv_UodvUEkuVig,739,This woman is showing viewers how to get big bouncy curls using hot rollers. First she lets the rollers heat up and she,This woman is showing viewers how to get big bouncy curls using hot rollers.,First she lets the rollers heat up and she,gold,wiped the makeup all over her head.,puts them onto her hair.,continues to braid more nail.,begins to comfort her.,1
857,29581,lsmdc1049_Harry_Potter_and_the_chamber_of_secrets-92661,18957,"He struggles desperately to free himself from its ghastly grip. The hand releases him, and he",He struggles desperately to free himself from its ghastly grip.,"The hand releases him, and he",gold,picks up the cushion.,hurries across the shop towards the open door which leads out into the alley.,heads for it with the help of his nostrils.,carries it out of the envelope.,1
594,40702,lsmdc1051_Harry_Potter_and_the_goblet_of_fire-6567,4678,Many of the tents are on fire. Someone,Many of the tents are on fire.,Someone,gold,"points to the house, where?",get up and run off.,helps someone to fire them.,"sees ominous cloaked figures with skeleton masks and tall pointed hats, carrying flaming torches.",3
109,16727,anetv_l4C-l6XeNRc,7328,"A person takes a key off a wall, gasses and starts a tractor. A boy in a hat","A person takes a key off a wall, gasses and starts a tractor.",A boy in a hat,gen,breaks a star on wood.,puts decorations on the tree.,is playing a harmonica and the crowd applauds.,is talking around the branch.,2
74,51435,anetv_aw89asgFHbs,197,A girl does flips across a mat. The mat,A girl does flips across a mat.,The mat,gold,lands on her arms.,is black and red.,drops to the ground.,climbs down on her back.,1
313,7424,lsmdc3039_JACK_AND_JILL-2635,11977,"The copter carries him off. Later, we",The copter carries him off.,"Later, we",gold,watch as someone leaves the immaculate house and parts and stands easily.,drift over the dotting gray station.,enter a sling module.,circle a medieval castle.,3
77,43238,anetv_Qu-Y2u1Xn_U,16254,A dog is sitting in one of the tubes. People,A dog is sitting in one of the tubes.,People,gold,are running at the bottom as they look around.,are pulled out of the line.,are swimming under the water.,are sitting on the ground in front of them.,2
685,45480,lsmdc3086_UGLY_TRUTH-6196,5195,"As they each head back to their own doors, they share another glance. As someone heads inside, someone","As they each head back to their own doors, they share another glance.","As someone heads inside, someone",gold,hurries over to someone.,stands up straight.,steps into close cup with a shaggy haired girl.,fearfully hands the matches back to someone.,0
56,41041,lsmdc3016_CHASING_MAVERICKS-6791,15020,"The raft riders power up over the lip, bouncing back down roughly. Someone and the veterans","The raft riders power up over the lip, bouncing back down roughly.",Someone and the veterans,gold,"join the first course we see from a sandbox and plains, some renewed combat.",get to the edge of the building and start racing along the road.,stand up the drive in level off those recording and await someone their conversation by playing a fancy trap.,"perform turtle rolls, flipping their boards on top of them and punching through safely to the other side.",3
519,65755,lsmdc3020_DEAR_JOHN-9912,14108,He gently slaps someone's cheek. Now pale light,He gently slaps someone's cheek.,Now pale light,gold,glow from the open window on someone.,"shines through venetian blinds, as someone lies in a bed.",glows down from the cut branches.,shines through groggy faces.,1
396,3058,lsmdc3031_HANSEL_GRETEL_WITCH_HUNTERS-2039,17640,"A man throws a pouch of coins, someone catches it. The siblings","A man throws a pouch of coins, someone catches it.",The siblings,gold,flutter as he beams.,walk away from the blaze.,lock an arm lapel.,knock down the glasses.,1
211,44268,anetv_s6oXeM9OluM,9538,She talks to the camera and shows off her cat nails. She,She talks to the camera and shows off her cat nails.,She,gold,continues to add the vacuum all around the tree and ends by blowing them all around.,grabs a tool and begins cutting the cat's claws.,puts a game in place to demonstrate how to make a batch of cookies.,begins to form a pair of clippers as she pets the cat.,1
224,41016,lsmdc3016_CHASING_MAVERICKS-6791,14984,Someone arrives and kneels down beside him. Someone,Someone arrives and kneels down beside him.,Someone,gen,picks out the box and drinks.,smiles at him as a man signals him.,gazes up from both sailors and drinks someone's distant welcome.,climbs to his feet and kicks someone in the chest.,1
202,34788,lsmdc1037_The_Curious_Case_Of_Benjamin_Button-86818,5546,He sails on the calm lake. He,He sails on the calm lake.,He,gen,waves to different people.,pulls the cable on a wide bed.,stands on his boat thinking.,spots the billiard table in the shoreline location.,2
841,67587,anetv_pKV8lrvbX6Q,12208,A little girl swings across the monkey bars on a play ground. She,A little girl swings across the monkey bars on a play ground.,She,gold,is interviewed as well.,"runs under the monkey bars, then adjusts the balance and falls.",goes across each bar before jumping to the ground.,adjusts the bar component as she does.,2
96,4734,anetv_BkjWeWUwG0A,13484,A red building is shown behind them. The kits,A red building is shown behind them.,The kits,gold,warms into the left.,are displayed in fast motion putting it on.,continue with great skateboarding and seesaw appearance and etcetera.,continue to swing on the swings.,3
400,70694,anetv_gGYje5UGLdY,7505,He then begins playing the drums back and fourth. He,He then begins playing the drums back and fourth.,He,gen,continues playing the drums while looking off into the distance.,continues playing the drums and speaking to the camera.,continues to play the instrument while dancing and talking.,continues to sing along while looking to the camera smiling to himself.,0
908,61082,lsmdc1043_Vantage_Point-89171,1486,"Someone heads after them, filming as he goes. Someone","Someone heads after them, filming as he goes.",Someone,gold,"sits back, switches on his phone.","gives him a quick glance to hide his disdain, and heads off.",dashes into a gated stone building.,throws it on the ground.,2
454,9215,lsmdc3036_IN_TIME-15051,12796,His smooth ageless features give a smirk. The wealthy man,His smooth ageless features give a smirk.,The wealthy man,gen,drops his rueful gaze and gives a faint nod.,picks up the fringe to the valet counter and makes his way inside.,hands someone a package.,smiles and smiles at him.,2
428,18056,anetv_ZCZoL2b6euQ,18236,Another man ducks so he does n't get hit. The darts,Another man ducks so he does n't get hit.,The darts,gold,hit the dart board in slow motion.,are shown again in slow motion.,turn the dart around in amazement.,touch the ground for the first time.,0
324,32897,anetv_fCLnOf-YjEI,16953,A person in a gray jacket and no shoes is shoveling snow from a driveway. Another person behind them,A person in a gray jacket and no shoes is shoveling snow from a driveway.,Another person behind them,gold,begins shoveling shingles one last time.,is holding a snow shovel.,uses the towel to remove his helmet.,is shown driving the car and shoveling new area.,1
913,13656,anetv_CKjHXMoXye4,15347,The man opened the door and got surprised then he closed the door. A male athlete run and,The man opened the door and got surprised then he closed the door.,A male athlete run and,gold,do a high jump over the pole.,then blond while walking to the front of the building and in peace with the cross.,turns to a large bull chasing a man in the hand.,run off the scythe.,0
49,52258,lsmdc3068_THE_BIG_YEAR-3432,11604,"Now, someone sits in his cubicle at his otherwise vacant workplace and pulls up Crane's blog on his computer. He","Now, someone sits in his cubicle at his otherwise vacant workplace and pulls up Crane's blog on his computer.",He,gold,turns away from the window.,opens the door and stops.,smiles as he reads.,rises and takes out her photo.,2
91,17587,anetv_U7vH9pEfGVw,1563,A woman in a yellow dress starts dealing cards onto the table. The man in the suit,A woman in a yellow dress starts dealing cards onto the table.,The man in the suit,gold,talks to the camera again.,looks surprised to see.,sits on the bed.,talks into a microphone.,0
604,6345,anetv_zQCqzIgIpHI,2243,A man is on the plane wearing a mask. Several people,A man is on the plane wearing a mask.,Several people,gen,are shown diving together in the water.,are dancing on a patch of stage.,are on striped on the beach.,are in the ring with poles.,1
120,36854,lsmdc1028_No_Reservations-83242,6899,She pauses outside the open lounge door. Someone,She pauses outside the open lounge door.,Someone,gold,looks out the window at her apartment in a soft glow.,looks at the empty night girl.,"hangs him up on her forehead, like someone.",sits on the floor.,3
342,52560,lsmdc1026_Legion-5378,3108,Someone bites a chunk from his neck. Someone,Someone bites a chunk from his neck.,Someone,gen,squeezes his eyes shut.,knocks on the glass and blood streaming down his face.,wakes with a start.,"stands motionless, not taking his eyes off the package.",2
817,20793,lsmdc1029_Pride_And_Prejudice_Disk_One-83843,13883,"They pass someone, who's engaged in a conversation with someone. Someone","They pass someone, who's engaged in a conversation with someone.",Someone,gen,takes a breath and nods at the boy.,"walks ahead, raising his chin.",peers through a window.,gives them a full look.,3
907,50782,anetv_J__1J4MmH4w,18114,Men are standing under a tent receiving a man. man,Men are standing under a tent receiving a man.,man,gold,is being tortured by the bull.,is sitting on a dock talking to a man.,is talking to the camera with a tv behind him.,talks on the croquet field.,2
311,9230,lsmdc3036_IN_TIME-15051,12774,Her clock does n't move. Someone,Her clock does n't move.,Someone,gold,"lies on her back, facing someone.",notices the set in a skimpy sock.,stands tearfully spinning in and off.,holds out a hand.,3
363,69139,anetv_LMMimz1-fa0,1906,The boat takes off and shows several shots of people riding on wake boards and girls looking off into the distance. They,The boat takes off and shows several shots of people riding on wake boards and girls looking off into the distance.,They,gold,are jumping with a flip and falling to the bottom of the land.,use paddles as well as trying to surf from the side soaking the ocean.,shoot items off the back and continue riding around while the girls watch and drink.,watch in the water as well as walking around the water and surfing while holding onto the bike.,2
107,58711,lsmdc1012_Unbreakable-7345,3660,Someone freewheels down a ramp into his office and swings the chair around to face someone. He,Someone freewheels down a ramp into his office and swings the chair around to face someone.,He,gen,runs out as two more people lie on the floor as the lighthouse approaches.,"kicks his back, lunges, and kicks off the other man's chest and takes a bulky smock from his hand.","stands in an open field, rooftop at its head, peering closely at a light black - button furnished room.",gives him the keys.,3
191,32114,lsmdc0003_CASABLANCA-47195,11449,They shake hands to seal the deal. He,They shake hands to seal the deal.,He,gold,shows up asian writing.,lays his hand on the desk and directs dials a timing.,"walks to the door, then stops and turns around.",removes the vows on his sweatshirt.,2
760,55615,lsmdc3062_SORCERERS_APPRENTICE-31019,4601,She gazes up at her wincing lover. He,She gazes up at her wincing lover.,He,gen,leans forward and presses her lips together.,checks his misty eyes as he falls in from a embrace.,"arches her skirt, then moves her chin to her chest.",takes them over and leans against it.,0
941,20560,lsmdc0043_Thelma_and_Luise-68184,3336,"Someone looks over at the bar where someone is grinning at her, making dancing motions. She","Someone looks over at the bar where someone is grinning at her, making dancing motions.",She,gen,"nods inside looking around the store, toting the cup, including a little dog.","pulls up, ends and hides in the corner.",follows someone into his trailer.,looks up and smiles at him.,3
589,25555,anetv_5Ra6milBrOM,1309,Students run around the perimeter of the gym to different stations. A student wearing a hat,Students run around the perimeter of the gym to different stations.,A student wearing a hat,gold,is sitting in a chair getting a tattoo.,sits on the bench and looks sick.,is beginning to perform.,is tearfully blindfolded around a group of girls.,1
969,53357,lsmdc3061_SNOW_FLOWER-30014,1685,"Someone swallows, tilts her head, and presses her brow to her sister's. Someone","Someone swallows, tilts her head, and presses her brow to her sister's.",Someone,gold,"rolls a little, his face rigid.",finishes typing and looks over to his own mike.,"grins at someone, then waddles off towards her monkey bar and peers over.",closes her eyes and brushes her cheek against her laotong's smooth skin.,3
379,45247,lsmdc0050_Indiana_Jones_and_the_last_crusade-70553,9402,It whistles overhead and blows up the parked car. People,It whistles overhead and blows up the parked car.,People,gold,cover their heads as automobile fragments rain down upon them.,stare at the interior.,shoot around one restaurant.,rush down an elevator.,0
366,62335,lsmdc1006_Slumdog_Millionaire-73673,13678,"Someone lies with his back to someone, but he is wide awake. Someone","Someone lies with his back to someone, but he is wide awake.",Someone,gen,turns back to the satellite house.,"lowers his gun on her lap, as a hand rests between them.","turns, looks up at him, and turns away.",gets in a chair.,2
515,65189,anetv_EBhAGOXvPcA,4884,They try to throw the ball into the glasses. They,They try to throw the ball into the glasses.,They,gold,continue to intentionally what it's like for them to win.,laugh and talk as they play.,lose their clothes and continue to kiss.,continue throwing the balls back and forth making another fire.,1
954,53216,anetv_Z0oEaM7h6jM,6878,It cuts to the people on the bank at a campsite. People,It cuts to the people on the bank at a campsite.,People,gold,are sitting on the table playing beer pong.,are walking the camels around the yard.,are once again rafting down the river.,watch as the video continues to show.,2
295,3837,anetv_ybcStSlBGPc,2835,The pumpkin is seen moving on it's own on a table with a black tablecloth. The pumpkin,The pumpkin is seen moving on it's own on a table with a black tablecloth.,The pumpkin,gold,mixes the contents of the pumpkin and hits it in the face.,is shown being angled and arrows followed by a person standing next to it and hitting the table with the dog and a pumpkin.,spins around showing some cartoon faces.,speaks to the camera and ends with the camera shaking.,2
891,8611,lsmdc3061_SNOW_FLOWER-29675,17758,"Now huddled by the window, someone opens the note. Someone","Now huddled by the window, someone opens the note.",Someone,gold,is stopped at a garage door.,"beams softly, folds the note shut, and gazes out the window with a hopeful smile.",picks some balls out of a plastic bin.,whacks it in the back pocket.,1
520,24051,lsmdc1010_TITANIC-77096,6339,"Wearing a ruby - colored evening gown, someone shoves past other passengers as she runs down a deck. Someone","Wearing a ruby - colored evening gown, someone shoves past other passengers as she runs down a deck.",Someone,gold,"looks out, shakes her head and shakes her head.",drops their hands then runs to teach.,opens a gate then dashes down the lower deck leading to the rear of the ship.,sits on the other side of the boat with his team with a typical remote on her.,2
612,2344,anetv_q8-iXvYyCGg,8910,Three people are seen standing around when one woman does hop scotch followed by another man doing hop scotch. One last man hopes his way down and the woman,Three people are seen standing around when one woman does hop scotch followed by another man doing hop scotch.,One last man hopes his way down and the woman,gold,blows tricks on the other end.,gets off and walks away.,jumps all around the sides of the pool getting ready to hit the ball.,takes one more turn.,3
